# CaFe Ca48 MF Systematics Cuts Summary
# entry -> id for a particular combination of random gaussian-generated data analysis cuts  
# syst_total_real -> randoms-subtracted, integrated yield (varied all cuts simultaneously)
# syst_dVAR_real,err -> randoms-subtracted integrated yield (kept all cuts at central value, and varied only VAR)
entry,syst_total_real,syst_total_real_err,syst_dPm_max_real,syst_dPm_max_real_err,syst_dQ2_real,syst_dQ2_real_err,syst_dEm_real,syst_dEm_real_err,syst_dHcoll_real,syst_dHcoll_real_err,syst_dScoll_real,syst_dScoll_real_err
0,82347.895,287.292,72243.224,269.070,79886.855,282.970,71360.842,267.416,74844.592,273.867,72075.540,268.754
1,72865.564,270.225,72183.553,268.958,75208.630,274.538,70670.144,266.116,71099.527,266.930,72071.868,268.747
2,62310.975,249.882,72072.540,268.749,62024.618,249.304,73701.592,271.772,70823.843,266.410,72073.540,268.751
3,72278.908,269.139,72398.250,269.362,71541.856,267.757,72072.540,268.749,72486.552,269.521,72072.868,268.749
4,63205.685,251.675,72183.553,268.958,67953.763,260.953,72732.553,269.976,66311.421,257.785,72072.540,268.749
5,76777.054,277.396,71810.500,268.254,79341.816,281.998,72390.883,269.342,69675.829,264.244,72072.868,268.749
6,77836.961,279.283,71344.448,267.374,76211.000,276.364,72072.540,268.749,74384.592,273.026,72074.540,268.753
7,68527.092,262.048,71911.185,268.444,70263.486,265.352,72072.540,268.749,70437.500,265.682,72076.540,268.756
8,67763.777,260.591,72039.869,268.687,71709.527,268.070,72072.540,268.749,68137.461,261.310,72072.540,268.749
9,64103.038,253.456,72368.250,269.307,60878.592,246.990,73039.907,270.549,74587.592,273.398,72074.540,268.753
10,73358.237,271.136,71890.513,268.405,74346.604,272.959,73039.907,270.549,70346.500,265.511,72075.540,268.754
11,56303.026,237.498,72398.250,269.362,54441.341,233.542,71710.856,268.072,74587.592,273.398,72072.868,268.749
12,69947.868,264.766,72579.606,269.703,68418.119,261.845,72072.540,268.749,73172.566,270.793,72074.540,268.753
13,61142.987,247.537,72419.250,269.401,61523.277,248.295,73039.907,270.549,70346.500,265.511,72072.540,268.749
14,82265.565,287.150,72155.553,268.906,79709.184,282.655,71360.842,267.416,75031.605,274.211,72075.540,268.754
15,66835.762,258.802,72155.553,268.906,69396.145,263.711,71710.856,268.072,69675.829,264.244,72072.540,268.749
16,61694.566,248.631,71626.158,267.908,60725.921,246.680,71710.856,268.072,74005.921,272.331,72073.540,268.751
17,69674.790,264.235,72109.882,268.820,65142.355,255.494,72390.883,269.342,76717.646,277.275,72072.868,268.749
18,62546.263,250.344,71344.448,267.374,71709.527,268.070,72072.540,268.749,63517.026,252.295,72067.868,268.739
19,80024.107,283.197,72243.224,269.070,77444.395,278.598,71360.842,267.416,75031.605,274.211,72072.868,268.749
20,71039.816,266.810,72243.224,269.070,70624.486,266.031,70670.144,266.116,73739.920,271.842,72073.540,268.751
21,77673.528,278.973,70387.342,265.558,76572.356,277.021,72072.540,268.749,74899.592,273.968,72071.868,268.747
22,66088.724,257.347,71714.829,268.074,73296.907,271.024,73358.249,271.138,64168.040,253.584,72072.868,268.749
23,69168.500,263.283,72270.566,269.122,68735.132,262.452,72390.883,269.342,71992.540,268.600,72074.540,268.753
24,58911.526,242.962,71763.500,268.166,66316.711,257.787,71360.842,267.416,64936.395,255.099,72074.540,268.753
25,70156.486,265.150,72183.553,268.958,71014.500,266.766,72732.553,269.976,70437.500,265.682,72074.540,268.753
26,64431.316,254.091,72155.553,268.906,65312.355,255.827,70670.144,266.116,72417.210,269.390,72074.540,268.753
27,56692.869,238.354,72398.250,269.362,60209.566,245.627,72072.540,268.749,67597.777,260.272,72072.540,268.749
28,63282.290,251.815,71890.513,268.405,60545.250,246.312,72390.883,269.342,75175.605,274.473,72074.540,268.753
29,72874.210,270.237,71911.185,268.444,74502.604,273.245,72072.540,268.749,70644.171,266.072,72073.540,268.751
30,48324.539,220.026,72419.250,269.401,46812.500,216.554,72390.883,269.342,73739.920,271.842,72074.540,268.753
31,83127.632,288.658,72208.224,269.004,82550.632,287.657,71019.158,266.773,73492.907,271.385,72071.868,268.747
32,70494.803,265.784,71810.500,268.254,69736.815,264.357,73039.907,270.549,72164.540,268.920,72072.868,268.749
33,73089.579,270.642,72243.224,269.070,73144.907,270.743,71360.842,267.416,72569.223,269.675,72072.868,268.749
34,84496.263,291.013,71714.829,268.074,80572.212,284.182,73039.907,270.549,74981.934,274.119,72074.540,268.753
35,69501.081,263.897,71568.145,267.797,65463.026,256.122,74002.933,272.328,75082.605,274.304,72071.868,268.747
36,78928.067,281.249,72109.882,268.820,77272.395,278.289,70670.144,266.116,75031.605,274.211,72074.540,268.753
37,63169.212,251.575,70887.382,266.505,67143.736,259.391,71360.842,267.416,69569.829,264.043,72074.540,268.753
38,77169.356,278.096,71890.513,268.405,77272.395,278.289,72072.540,268.749,72164.540,268.920,72072.868,268.749
39,62851.302,250.960,72072.540,268.749,61843.948,248.941,72072.540,268.749,73230.566,270.900,72075.540,268.754
40,82655.854,287.821,71890.513,268.405,79523.500,282.323,71019.158,266.773,76186.633,276.314,72073.540,268.751
41,90799.146,301.683,71089.066,266.887,89384.565,299.344,73039.907,270.549,73418.907,271.249,72072.540,268.749
42,62146.329,249.557,72398.250,269.362,61523.277,248.295,72732.553,269.976,71828.540,268.295,72073.540,268.751
43,67752.723,260.560,71911.185,268.444,70263.486,265.352,70326.131,265.466,71365.198,267.428,72067.868,268.739
44,89718.604,299.908,72308.908,269.195,86634.789,294.697,73358.249,271.138,73033.566,270.536,72071.868,268.747
45,78955.143,281.311,71955.855,268.528,79006.460,281.399,73039.907,270.549,71183.198,267.088,72073.540,268.751
46,95214.107,308.961,71955.855,268.528,93231.724,305.729,72732.553,269.976,73108.566,270.674,72072.540,268.749
47,69856.486,264.584,71955.855,268.528,72619.894,269.769,72732.553,269.976,68810.474,262.597,72074.540,268.753
48,67274.684,259.633,71626.158,267.908,65312.355,255.827,72072.540,268.749,74701.592,273.606,72074.540,268.753
49,91120.933,302.237,72208.224,269.004,87697.843,296.504,72390.883,269.342,74384.592,273.026,72074.540,268.753
50,99774.631,316.286,72000.869,268.615,96783.538,311.507,73039.907,270.549,73418.907,271.249,72072.868,268.749
51,68265.777,261.552,72522.935,269.597,66648.396,258.433,71019.158,266.773,74484.592,273.209,72072.540,268.749
52,64806.382,254.841,72109.882,268.820,72806.894,270.116,71019.158,266.773,65050.395,255.322,72071.868,268.747
53,63077.250,251.400,71626.158,267.908,61674.277,248.599,71019.158,266.773,75220.605,274.555,72074.540,268.753
54,77284.764,278.317,72183.553,268.958,78824.460,281.075,72072.540,268.749,70536.171,265.869,72073.540,268.751
55,75143.988,274.424,72291.566,269.161,72418.552,269.394,73039.907,270.549,73557.578,271.505,72073.540,268.751
56,66597.448,258.344,72449.921,269.459,70079.486,265.005,71710.856,268.072,68484.803,261.976,72074.540,268.753
57,75219.278,274.554,71626.158,267.908,77781.751,279.206,69957.789,264.770,72254.540,269.087,72074.540,268.753
58,70371.855,265.563,72000.869,268.615,75208.630,274.538,72072.540,268.749,67492.777,260.070,72076.540,268.756
59,61542.317,248.341,72270.566,269.122,70263.486,265.352,73701.592,271.772,61541.303,248.337,72074.540,268.753
60,80006.724,283.158,72039.869,268.687,75370.630,274.833,72732.553,269.976,75844.618,275.692,72072.868,268.749
61,66031.118,257.247,72000.869,268.615,76572.356,277.021,72390.883,269.342,61902.646,249.065,72072.540,268.749
62,70065.776,264.971,72072.540,268.749,70826.157,266.411,71019.158,266.773,72350.210,269.266,72071.868,268.747
63,67199.105,259.504,72477.921,269.511,65463.026,256.122,72732.553,269.976,72905.894,270.299,72072.540,268.749
64,69326.501,263.583,72155.553,268.906,69224.474,263.384,73358.249,271.138,70823.843,266.410,72072.540,268.749
65,76596.644,277.057,71292.434,267.274,79006.460,281.399,71360.842,267.416,71365.198,267.428,72072.868,268.749
66,50015.565,223.842,72449.921,269.459,49334.881,222.312,71710.856,268.072,73108.566,270.674,72073.540,268.751
67,65995.973,257.150,71399.790,267.479,66157.368,257.476,72732.553,269.976,71912.540,268.451,72071.868,268.747
68,77156.685,278.073,70812.382,266.365,81447.603,285.729,72072.540,268.749,69569.829,264.043,72071.868,268.747
69,80425.302,283.939,72477.921,269.511,83566.329,289.422,72390.883,269.342,68593.803,262.184,72073.540,268.751
70,59690.579,244.571,72243.224,269.070,62973.988,251.208,71019.158,266.773,69156.815,263.258,72074.540,268.753
71,68980.422,262.911,72243.224,269.070,70079.486,265.005,69162.736,263.254,73739.920,271.842,72074.540,268.753
72,87910.407,296.845,71663.829,267.979,84869.710,291.673,72732.553,269.976,74436.592,273.121,72072.540,268.749
73,70073.724,264.976,71089.066,266.887,71199.856,267.117,72732.553,269.976,71268.198,267.247,72073.540,268.751
74,50138.933,224.125,72522.935,269.597,51812.619,227.832,71710.856,268.072,69761.829,264.407,72071.868,268.747
75,66573.078,258.290,72270.566,269.122,68883.802,262.736,70326.131,265.466,71183.198,267.088,72067.868,268.739
76,74964.355,274.103,72497.263,269.548,77102.382,277.981,70670.144,266.116,71002.856,266.748,72074.540,268.753
77,64660.697,254.552,72333.579,269.241,64000.013,253.247,71019.158,266.773,73618.249,271.617,72071.868,268.747
78,71495.908,267.680,72419.250,269.401,69396.145,263.711,73039.907,270.549,72905.894,270.299,72072.868,268.749
79,70940.856,266.632,72072.540,268.749,70079.486,265.005,73039.907,270.549,71992.540,268.600,72074.540,268.753
80,68996.486,262.954,72333.579,269.241,67782.092,260.623,72072.540,268.749,73108.566,270.674,72071.868,268.747
81,71386.462,267.455,71399.790,267.479,68571.790,262.139,72072.540,268.749,75748.618,275.518,72072.540,268.749
82,84084.698,290.322,72072.540,268.749,84672.040,291.334,72072.540,268.749,71550.198,267.774,72074.540,268.753
83,75451.433,275.005,72604.606,269.749,76747.368,277.339,73039.907,270.549,69351.486,263.628,72072.868,268.749
84,90680.869,301.497,72243.224,269.070,85224.394,292.284,72072.540,268.749,76445.304,276.782,72074.540,268.753
85,73187.341,270.840,72000.869,268.615,79187.474,281.723,72072.540,268.749,66660.764,258.463,72074.540,268.753
