# CaFe B10 SRC Systematics Cuts Summary
# entry -> id for a particular combination of random gaussian-generated data analysis cuts  
# syst_total_real -> randoms-subtracted, integrated yield (varied all cuts simultaneously)
# syst_dVAR_real,err -> randoms-subtracted integrated yield (kept all cuts at central value, and varied only VAR)
entry,syst_total_real,syst_total_real_err,syst_dPm_min_real,syst_dPm_min_real_err,syst_dPm_max_real,syst_dPm_max_real_err,syst_dQ2_real,syst_dQ2_real_err,syst_dXbj_real,syst_dXbj_real_err,syst_dthrq_real,syst_dthrq_real_err,syst_dHcoll_real,syst_dHcoll_real_err,syst_dScoll_real,syst_dScoll_real_err
42,4767.092,69.590,4378.053,66.706,4335.763,66.422,3891.632,62.885,4190.053,65.282,4536.750,67.908,4104.368,64.609,4121.368,64.740
43,6012.974,78.167,4625.395,68.542,4216.395,65.490,4088.355,64.475,4525.184,67.897,4852.434,70.206,4079.697,64.414,4119.368,64.725
44,3750.974,61.764,3926.013,63.196,4112.368,64.671,4283.737,66.009,4032.671,64.028,3867.000,62.717,4172.368,65.133,4119.368,64.725
45,3797.211,62.060,4253.382,65.762,4352.434,66.550,4224.382,65.541,3428.158,58.967,4255.053,65.778,4065.697,64.306,4121.368,64.740
46,4661.132,68.853,4291.382,66.050,4363.434,66.633,4302.737,66.153,4093.026,64.514,4026.355,63.992,4179.368,65.187,4121.368,64.740
47,2795.421,53.267,4229.039,65.570,3985.342,63.661,4132.368,64.825,3614.882,60.577,3242.566,57.437,3930.684,63.237,4121.368,64.740
48,4024.250,63.894,4495.724,67.586,3858.645,62.633,3985.645,63.639,4032.671,64.028,3994.684,63.741,4283.053,65.990,4121.368,64.740
49,4953.092,71.147,3831.013,62.440,3873.316,62.754,4286.737,66.032,4868.434,70.556,4376.066,66.701,4256.711,65.784,4121.368,64.740
50,5258.250,73.141,4176.368,65.164,4388.118,66.831,4307.408,66.191,4181.711,65.211,4511.079,67.716,4196.368,65.317,4120.368,64.733
51,4481.987,67.432,4652.395,68.738,3769.605,61.886,4015.658,63.885,4321.776,66.326,4158.368,65.025,4264.053,65.846,4121.368,64.740
52,2539.342,50.729,3711.342,61.471,4065.013,64.287,4136.368,64.856,3139.079,56.393,4238.382,65.648,3740.974,61.683,4120.368,64.733
53,3972.710,63.589,4121.368,64.740,4149.368,64.956,3896.632,62.925,4525.184,67.897,3686.303,61.235,4309.053,66.187,4121.368,64.740
54,5032.645,71.625,3780.342,62.030,4238.737,65.667,4224.382,65.541,4600.882,68.474,4612.750,68.465,4031.026,64.032,4121.368,64.740
55,6065.395,78.768,4739.395,69.368,4344.434,66.490,4128.368,64.794,5041.526,71.836,4033.355,64.047,4207.368,65.401,4121.368,64.740
56,3596.737,60.582,4291.382,66.050,4131.368,64.818,4083.355,64.436,4765.026,69.766,3259.237,57.585,3913.013,63.093,4121.368,64.740
57,4306.171,66.255,4253.382,65.762,4152.711,64.989,4208.382,65.419,4592.211,68.408,3685.303,61.227,4129.368,64.802,4121.368,64.740
58,2736.421,52.710,4152.368,64.979,3852.974,62.584,4172.368,65.133,3758.592,61.787,3318.237,58.095,3849.342,62.583,4121.368,64.740
59,2736.737,52.697,3892.013,62.927,4121.368,64.740,4088.355,64.475,3502.842,59.612,3960.684,63.473,3562.605,60.191,4121.368,64.740
60,3641.960,60.864,3892.013,62.927,4090.684,64.489,4174.368,65.148,4212.066,65.460,3577.605,60.315,4357.395,66.558,4120.368,64.733
61,6170.684,79.406,4495.724,67.586,4352.434,66.550,4193.039,65.295,5141.579,72.565,4667.421,68.867,3583.276,60.366,4121.368,64.740
62,3054.776,55.668,3954.684,63.426,3927.329,63.193,4100.026,64.569,3449.500,59.155,3980.684,63.631,4133.368,64.833,4120.368,64.733
63,4185.671,65.212,4531.724,67.852,4142.368,64.902,3993.645,63.702,4419.118,67.062,3672.632,61.119,4164.368,65.072,4121.368,64.740
64,2440.961,49.702,4152.368,64.979,3783.618,62.010,4070.684,64.334,2996.039,55.074,3484.263,59.529,4046.026,64.149,4121.368,64.740
65,4438.013,67.125,4940.737,70.811,4058.013,64.232,4224.382,65.541,4264.750,65.875,3578.276,60.324,4079.697,64.414,4120.368,64.733
66,2697.789,52.376,3404.987,58.908,4139.368,64.879,3434.210,59.063,3658.579,60.961,4118.368,64.717,4179.368,65.187,4121.368,64.740
67,4417.500,67.086,3831.013,62.440,4175.382,65.166,4007.316,63.812,4560.526,68.163,4319.395,66.272,4109.368,64.648,4119.368,64.725
68,3568.329,60.285,4355.053,66.534,3919.329,63.130,4250.053,65.740,4612.553,68.563,3309.237,58.018,3971.355,63.561,4120.368,64.733
69,5334.026,73.731,3954.684,63.426,3989.342,63.692,4263.737,65.857,4738.329,69.553,4857.434,70.242,3917.684,63.134,4121.368,64.740
70,5247.224,73.048,4253.382,65.762,3745.934,61.691,3933.974,63.228,5019.855,71.682,5107.145,72.028,3947.684,63.371,4121.368,64.740
71,4371.513,66.752,4121.368,64.740,4208.724,65.428,4083.355,64.436,4538.184,67.993,3853.658,62.604,4213.368,65.447,4121.368,64.740
72,3989.974,63.669,4253.382,65.762,4291.079,66.071,4271.737,65.918,3647.579,60.871,3946.013,63.354,4259.711,65.807,4121.368,64.740
73,3235.461,57.283,3892.013,62.927,3914.987,63.088,4107.026,64.623,3480.500,59.417,4392.066,66.821,4070.697,64.344,4121.368,64.740
74,4111.671,64.898,4324.053,66.300,4152.711,64.989,3555.895,60.099,5489.868,75.119,3770.316,61.927,3991.355,63.718,4119.368,64.725
75,5344.842,73.905,4253.382,65.762,4268.408,65.896,4064.013,64.279,4856.763,70.470,4345.395,66.468,4065.697,64.306,4119.368,64.725
76,4311.421,66.231,3831.013,62.440,4255.737,65.796,4199.711,65.349,4139.039,64.880,4469.408,67.404,4059.697,64.259,4121.368,64.740
77,4165.250,64.988,4324.053,66.300,4142.368,64.902,3952.974,63.378,3859.618,62.620,4300.395,66.128,4211.368,65.432,4119.368,64.725
78,5344.289,73.978,3694.671,61.332,4203.724,65.390,4072.684,64.350,5030.855,71.759,4589.750,68.297,4164.368,65.072,4120.368,64.733
79,3831.618,62.396,3805.342,62.231,4058.013,64.232,4083.355,64.436,3917.316,63.103,4503.079,67.656,4115.368,64.694,4121.368,64.740
80,3035.803,55.521,3983.026,63.656,3888.316,62.873,4036.000,64.050,3799.605,62.128,3609.947,60.590,4179.368,65.187,4120.368,64.733
81,4299.053,66.112,4324.053,66.300,4304.750,66.178,4054.671,64.199,4104.697,64.608,3787.987,62.074,4352.395,66.520,4121.368,64.740
82,3574.211,60.236,4406.053,66.916,4041.013,64.100,4270.737,65.910,3778.263,61.949,3581.276,60.349,4091.697,64.507,4121.368,64.740
83,3262.855,57.575,4291.382,66.050,4241.737,65.690,4194.711,65.311,3750.921,61.721,3367.908,58.525,3963.355,63.498,4120.368,64.733
84,4672.750,68.902,3805.342,62.231,4052.013,64.185,4272.737,65.926,4043.671,64.114,4772.092,69.626,4391.737,66.822,4121.368,64.740
85,3320.789,58.019,4068.368,64.330,4105.368,64.617,4224.053,65.542,3326.474,58.083,4578.750,68.217,3813.316,62.274,4121.368,64.740
86,5808.803,76.955,4558.395,68.051,4249.737,65.751,4240.053,65.664,4693.303,69.209,4453.408,67.285,3957.355,63.451,4121.368,64.740
87,3284.868,57.777,4008.026,63.852,4175.382,65.166,3799.947,62.138,4121.368,64.740,4085.368,64.462,3623.947,60.705,4121.368,64.740
88,4884.500,70.481,4196.039,65.318,4384.118,66.801,4225.053,65.550,4056.342,64.216,4307.395,66.181,4291.053,66.051,4121.368,64.740
89,3590.461,60.302,4229.039,65.570,3925.329,63.177,4207.382,65.411,3278.789,57.656,4615.750,68.487,4121.368,64.740,4121.368,64.740
90,3819.987,62.331,3458.987,59.364,3982.342,63.637,3880.961,62.797,4339.776,66.462,4867.434,70.313,3963.355,63.498,4120.368,64.733
91,3243.842,57.398,4008.026,63.852,3911.987,63.064,4205.711,65.395,3647.579,60.871,3820.658,62.340,4207.368,65.401,4121.368,64.740
92,3261.592,57.625,3623.000,60.741,4139.368,64.879,4114.697,64.685,4093.026,64.514,4230.382,65.587,3638.632,60.841,4120.368,64.733
93,3023.474,55.414,3478.987,59.533,3745.934,61.691,4258.395,65.810,3778.263,61.949,4596.750,68.348,3897.342,62.966,4121.368,64.740
94,4955.053,71.133,3983.026,63.656,3971.342,63.550,4022.658,63.939,4915.118,70.898,4414.737,66.994,4303.053,66.142,4120.368,64.733
95,4565.461,68.151,4770.395,69.591,4392.789,66.869,4121.368,64.740,4288.763,66.067,3603.276,60.531,4085.697,64.461,4121.368,64.740
96,4258.382,65.800,4355.053,66.534,4071.013,64.333,4166.368,65.087,4220.737,65.530,4029.355,64.016,4031.026,64.032,4119.368,64.725
97,3925.118,63.272,3865.013,62.712,3914.987,63.088,3582.908,60.334,5152.592,72.650,4605.750,68.414,3818.987,62.323,4121.368,64.740
98,3130.724,56.299,4495.724,67.586,4075.013,64.364,3349.539,58.338,3491.500,59.509,4093.368,64.524,4121.368,64.740,4121.368,64.740
99,4439.671,67.131,3926.013,63.196,4157.382,65.028,3910.303,63.037,3917.316,63.103,5013.461,71.362,4277.053,65.945,4121.368,64.740
100,2872.395,53.961,3926.013,63.196,4247.737,65.736,3881.961,62.805,3188.763,56.847,3968.684,63.536,4059.697,64.259,4121.368,64.740
101,4356.342,66.511,3805.342,62.231,3777.618,61.962,4305.737,66.175,4043.671,64.114,4895.776,70.521,4240.039,65.654,4121.368,64.740
102,4148.618,64.886,4229.039,65.570,4082.684,64.427,4271.737,65.918,3739.921,61.632,4088.368,64.485,4389.066,66.799,4121.368,64.740
103,2806.460,53.408,3378.987,58.687,3807.961,62.213,4045.671,64.129,3770.263,61.885,4200.368,65.348,4124.368,64.764,4120.368,64.733
104,6446.408,81.159,4558.395,68.051,4264.408,65.866,4209.382,65.427,5041.526,71.836,4518.079,67.767,4026.026,63.993,4121.368,64.740
105,3749.908,61.702,4406.053,66.916,4175.382,65.166,4148.368,64.949,3786.263,62.014,3635.961,60.815,4188.368,65.256,4121.368,64.740
106,4898.447,70.543,4355.053,66.534,3966.342,63.511,4121.368,64.740,4288.763,66.067,4737.092,69.374,3996.355,63.757,4121.368,64.740
107,2399.697,49.356,3694.671,61.332,4374.105,66.716,4067.684,64.311,3267.789,57.561,3154.553,56.654,4031.026,64.032,4121.368,64.740
108,4118.316,64.676,4253.382,65.762,4208.724,65.428,4032.000,64.019,3958.987,63.436,4282.053,65.983,4013.026,63.891,4120.368,64.733
109,4734.461,69.380,4121.368,64.740,4277.408,65.964,3942.974,63.299,4339.776,66.462,4622.750,68.538,4039.026,64.094,4121.368,64.740
110,3223.408,57.132,4229.039,65.570,4370.105,66.686,3996.645,63.725,3107.066,56.097,4142.368,64.902,4051.697,64.197,4121.368,64.740
111,3515.540,59.744,4089.368,64.493,4229.737,65.599,4064.013,64.279,3770.263,61.885,4191.368,65.279,3759.974,61.837,4121.368,64.740
112,3230.224,57.321,3831.013,62.440,3852.974,62.584,4165.368,65.079,4167.039,65.095,3635.961,60.815,4183.368,65.217,4120.368,64.733
113,5241.921,73.259,3865.013,62.712,4225.395,65.559,4025.329,63.964,5074.539,72.075,4304.395,66.159,4253.711,65.761,4119.368,64.725
114,3557.947,60.159,3954.684,63.426,4075.013,64.364,3993.645,63.702,4402.118,66.936,3851.658,62.588,3897.342,62.966,4121.368,64.740
115,3284.421,57.675,4558.395,68.051,3982.342,63.637,4022.658,63.939,3326.474,58.083,3588.276,60.407,4264.053,65.846,4120.368,64.733
116,4703.526,69.444,4176.368,65.164,4112.368,64.671,3942.974,63.299,5378.092,74.298,3894.671,62.941,4109.368,64.648,4121.368,64.740
117,3188.842,56.917,3430.987,59.128,4029.013,64.006,4064.013,64.279,3507.855,59.665,5224.487,72.844,3923.684,63.181,4121.368,64.740
118,4011.605,63.812,3865.013,62.712,4094.355,64.521,4199.711,65.349,3758.592,61.787,4916.776,70.669,3991.355,63.718,4121.368,64.740
119,3688.763,61.087,4558.395,68.051,4260.408,65.835,3971.645,63.529,3139.079,56.393,4298.724,66.112,4164.368,65.072,4120.368,64.733
120,3116.224,56.318,3865.013,62.712,4131.368,64.818,3958.645,63.426,4339.776,66.462,3511.605,59.766,3822.987,62.355,4121.368,64.740
121,2634.000,51.645,3623.000,60.741,4013.013,63.881,4205.711,65.395,2845.013,53.661,4969.118,71.045,4046.026,64.149,4121.368,64.740
122,2989.724,55.033,4229.039,65.570,4029.013,64.006,3931.974,63.212,3449.500,59.155,3666.961,61.069,4029.026,64.016,4121.368,64.740
123,3633.184,60.702,4770.395,69.591,3789.618,62.058,3926.974,63.173,4433.132,67.177,3771.316,61.936,3767.974,61.902,4121.368,64.740
124,4482.658,67.441,4089.368,64.493,4227.737,65.583,3974.645,63.552,3830.276,62.378,4766.092,69.582,4298.053,66.104,4121.368,64.740
125,4284.408,66.017,4152.368,64.979,4192.382,65.297,4107.026,64.623,4260.408,65.835,3949.013,63.378,4240.711,65.662,4121.368,64.740
126,4671.382,68.867,4008.026,63.852,3989.342,63.692,3985.645,63.639,4081.026,64.421,4916.776,70.669,4377.066,66.709,4120.368,64.733
127,3298.882,57.910,3430.987,59.128,4058.013,64.232,3942.974,63.299,3950.987,63.373,4287.053,66.021,4187.368,65.248,4119.368,64.725
128,4913.566,70.733,4291.382,66.050,3783.618,62.010,4058.671,64.230,5074.539,72.075,4556.750,68.055,3923.684,63.181,4121.368,64.740
129,2604.763,51.455,3336.316,58.318,4049.013,64.162,4072.684,64.350,3412.158,58.831,4138.368,64.872,4091.697,64.507,4120.368,64.733
130,3396.553,58.751,3865.013,62.712,4071.013,64.333,4158.368,65.025,3715.921,61.437,4287.053,66.021,3923.684,63.181,4121.368,64.740
131,4036.618,64.018,4253.382,65.762,4171.382,65.136,4096.026,64.538,3679.250,61.134,4499.079,67.627,4013.026,63.891,4120.368,64.733
132,3644.184,60.793,4008.026,63.852,3505.842,59.637,3896.632,62.925,4433.132,67.177,4376.066,66.701,4222.039,65.517,4120.368,64.733
133,4585.105,68.279,4253.382,65.762,4131.368,64.818,4101.026,64.576,4260.408,65.835,4093.368,64.524,4344.724,66.459,4121.368,64.740
134,4580.789,68.260,4089.368,64.493,4142.368,64.902,4177.368,65.171,4285.763,66.044,4191.368,65.279,4286.053,66.013,4121.368,64.740
135,2923.500,54.528,3664.671,61.086,4058.013,64.232,3638.250,60.798,4139.039,64.880,3630.961,60.774,4167.368,65.095,4120.368,64.733
136,4328.237,66.470,3645.671,60.931,3894.316,62.921,4128.368,64.794,4702.974,69.282,4328.395,66.340,4303.053,66.142,4121.368,64.740
137,5092.171,72.173,4437.053,67.147,4204.053,65.389,4234.053,65.618,4976.500,71.364,3842.658,62.516,4045.026,64.141,4120.368,64.733
138,4944.513,71.148,4026.697,64.002,4131.368,64.818,4283.737,66.009,5030.855,71.759,3854.658,62.612,4235.039,65.616,4121.368,64.740
139,5354.737,73.901,4355.053,66.534,4203.724,65.390,4107.026,64.623,4765.026,69.766,4486.079,67.531,3936.684,63.284,4120.368,64.733
140,3008.487,55.290,3954.684,63.426,4160.382,65.051,4007.316,63.812,3950.987,63.373,3243.566,57.445,4156.368,65.010,4121.368,64.740
141,3698.632,61.332,4196.039,65.318,4410.474,67.014,4174.368,65.148,3786.263,62.014,3837.658,62.476,3913.013,63.093,4121.368,64.740
142,4314.303,66.164,4495.724,67.586,3839.303,62.472,4250.053,65.740,3908.316,63.032,4291.724,66.059,4102.368,64.593,4119.368,64.725
143,4808.671,69.825,4652.395,68.738,3561.868,60.127,4216.382,65.480,4390.447,66.845,4486.079,67.531,4070.697,64.344,4121.368,64.740
144,2779.066,53.093,3983.026,63.656,4311.421,66.231,4166.368,65.087,3188.763,56.847,3624.289,60.715,3982.355,63.647,4121.368,64.740
145,4217.697,65.477,4008.026,63.852,4227.737,65.583,4076.355,64.382,3917.316,63.103,4388.066,66.791,4240.039,65.654,4120.368,64.733
146,4262.434,65.871,4068.368,64.330,3966.342,63.511,4136.368,64.856,4433.132,67.177,4230.382,65.587,4062.697,64.282,4121.368,64.740
147,5603.105,75.586,4008.026,63.852,4255.737,65.796,4292.737,66.077,4600.882,68.474,4487.079,67.538,4256.711,65.784,4121.368,64.740
148,4712.368,69.154,4594.395,68.315,4055.013,64.209,4039.000,64.074,4202.724,65.382,4243.382,65.686,4201.368,65.355,4119.368,64.725
149,3130.434,56.336,4089.368,64.493,4142.368,64.902,3981.645,63.607,3333.474,58.144,4027.355,64.000,4045.026,64.141,4121.368,64.740
150,3265.697,57.751,4531.724,67.852,4149.368,64.956,4116.368,64.702,5141.579,72.565,3118.882,56.334,3312.237,58.044,4121.368,64.740
151,3558.592,60.147,3664.671,61.086,4013.013,63.881,3871.961,62.725,4056.342,64.216,4401.066,66.888,4142.368,64.902,4121.368,64.740
152,4012.434,63.945,4324.053,66.300,4227.737,65.583,4205.711,65.395,4466.145,67.432,3513.605,59.782,4002.026,63.805,4121.368,64.740
153,3529.211,59.862,4685.395,68.978,4204.053,65.389,4163.368,65.064,4121.368,64.740,2918.500,54.482,4246.711,65.708,4121.368,64.740
154,2986.789,55.066,4253.382,65.762,3815.961,62.277,4158.368,65.025,3770.263,61.885,3441.592,59.166,3996.355,63.757,4120.368,64.733
155,3054.289,55.824,3926.013,63.196,3749.605,61.725,4015.658,63.885,5349.724,74.083,3385.579,58.679,3806.316,62.217,4120.368,64.733
156,4021.289,63.901,4044.697,64.142,3995.342,63.739,3971.645,63.529,4026.000,63.972,4440.408,67.188,4172.368,65.133,4121.368,64.740
157,3193.079,56.870,3983.026,63.656,4203.724,65.390,3896.632,62.925,3107.066,56.097,4354.395,66.535,4309.053,66.187,4120.368,64.733
158,4501.500,67.709,3831.013,62.440,4163.382,65.074,4275.737,65.948,4373.776,66.717,4327.395,66.332,4129.368,64.802,4121.368,64.740
159,4611.434,68.469,3892.013,62.927,3966.342,63.511,4009.987,63.837,4419.118,67.062,4620.750,68.524,4331.053,66.353,4121.368,64.740
160,3158.789,56.606,4291.382,66.050,3789.618,62.058,4072.684,64.350,3696.250,61.273,3433.592,59.098,4382.066,66.746,4121.368,64.740
161,6018.790,78.299,4253.382,65.762,4146.368,64.933,4262.395,65.840,4693.303,69.209,4731.092,69.331,4129.368,64.802,4121.368,64.740
162,5401.776,74.245,4531.724,67.852,4216.395,65.490,4307.408,66.191,4693.303,69.209,3927.671,63.202,4159.368,65.033,4121.368,64.740
163,4477.987,67.403,4437.053,67.147,4323.092,66.323,4128.368,64.794,3750.921,61.721,4740.092,69.395,3841.671,62.518,4121.368,64.740
164,4410.197,66.806,4625.395,68.542,4115.368,64.694,3952.974,63.378,3515.855,59.732,4771.092,69.618,4188.368,65.256,4121.368,64.740
165,4140.395,64.907,4152.368,64.979,4363.434,66.633,3942.974,63.299,4212.066,65.460,4156.368,65.010,3930.684,63.237,4121.368,64.740
166,4619.316,68.440,4594.395,68.315,3971.342,63.550,4128.368,64.794,3799.605,62.128,4582.750,68.246,4150.368,64.964,4121.368,64.740
167,3218.132,57.136,4355.053,66.534,4135.368,64.848,4158.368,65.025,3532.855,59.874,3187.895,56.955,4365.395,66.618,4120.368,64.733
168,3761.658,61.865,3954.684,63.426,4152.711,64.989,4228.053,65.572,4032.671,64.028,4079.368,64.415,3930.684,63.237,4121.368,64.740
169,3427.461,58.935,4594.395,68.315,4328.092,66.361,3638.250,60.798,3502.842,59.612,3939.013,63.299,3996.355,63.757,4120.368,64.733
170,2838.461,53.706,3865.013,62.712,4052.013,64.185,4138.368,64.872,3859.618,62.620,3719.645,61.513,3615.947,60.639,4121.368,64.740
171,3921.592,63.092,4291.382,66.050,4185.382,65.243,3555.895,60.099,4093.026,64.514,4564.750,68.114,3982.355,63.647,4121.368,64.740
172,4809.158,69.938,4291.382,66.050,4350.434,66.535,4145.368,64.925,4167.039,65.095,4342.395,66.445,4102.368,64.593,4121.368,64.740
173,6193.158,79.426,4975.408,71.058,4284.408,66.017,4194.711,65.311,4682.960,69.128,4231.382,65.594,4188.368,65.256,4120.368,64.733
174,3150.526,56.595,4437.053,67.147,3905.316,63.008,4090.026,64.491,4212.066,65.460,3121.882,56.361,4062.697,64.282,4121.368,64.740
175,2929.789,54.546,3538.987,60.034,4199.053,65.351,4015.658,63.885,3333.474,58.144,4441.408,67.196,4051.697,64.197,4120.368,64.733
176,4578.145,68.257,4089.368,64.493,4341.434,66.468,4263.737,65.857,4093.026,64.514,4278.053,65.953,4124.368,64.764,4120.368,64.733
177,5848.540,77.258,4229.039,65.570,4258.737,65.819,4225.053,65.550,4809.382,70.099,4655.421,68.779,3944.684,63.347,4120.368,64.733
178,5665.513,76.047,4176.368,65.164,4232.737,65.621,4090.026,64.491,4892.105,70.727,4727.092,69.302,3930.684,63.237,4120.368,64.733
179,3166.842,56.723,3954.684,63.426,3952.000,63.391,4026.329,63.971,3958.987,63.436,3649.961,60.930,4133.368,64.833,4121.368,64.740
