# CaFe Ca48 SRC Systematics Cuts Summary
# entry -> id for a particular combination of random gaussian-generated data analysis cuts  
# syst_total_real -> randoms-subtracted, integrated yield (varied all cuts simultaneously)
# syst_dVAR_real,err -> randoms-subtracted integrated yield (kept all cuts at central value, and varied only VAR)
entry,syst_total_real,syst_total_real_err,syst_dPm_min_real,syst_dPm_min_real_err,syst_dPm_max_real,syst_dPm_max_real_err,syst_dQ2_real,syst_dQ2_real_err,syst_dXbj_real,syst_dXbj_real_err,syst_dthrq_real,syst_dthrq_real_err,syst_dHcoll_real,syst_dHcoll_real_err,syst_dScoll_real,syst_dScoll_real_err
46,11506.105,113.045,10855.908,110.193,9165.237,101.088,10068.132,106.351,10629.460,109.564,10750.079,109.789,10835.750,110.331,10148.289,106.801
47,10909.421,111.265,10367.382,107.864,10239.158,107.319,10427.132,108.333,10839.342,110.765,9359.171,102.660,10477.658,108.501,10146.947,106.790
48,8987.697,100.103,9761.697,104.852,10180.382,106.994,10524.566,108.828,8881.382,99.413,10543.921,108.774,10118.579,106.641,10149.289,106.806
49,12208.816,118.537,10898.947,110.406,10695.000,109.956,9792.039,104.843,11970.132,117.093,9026.553,100.886,10846.763,110.387,10148.289,106.801
50,9031.960,99.291,10957.632,110.679,9484.934,102.995,9890.158,105.366,8115.737,94.622,11022.316,111.128,10404.579,108.128,10148.289,106.801
51,11059.145,111.217,10202.974,107.065,10064.750,106.312,10591.368,109.196,9941.500,105.613,11278.210,112.375,9748.447,104.670,10156.289,106.838
52,12799.105,120.983,10898.947,110.406,9868.684,105.197,10401.776,108.205,12436.776,119.617,9915.092,105.610,10052.171,106.294,10148.289,106.801
53,9864.316,104.844,10266.342,107.377,9940.118,105.584,10427.132,108.333,9427.645,102.576,10206.342,107.097,10385.237,108.034,10152.289,106.820
54,11258.408,113.551,9383.487,102.931,9829.934,104.973,9264.276,101.923,12807.789,121.574,10886.553,110.472,10227.408,107.226,10149.289,106.806
55,8969.763,100.709,9996.553,106.055,9910.408,105.422,10535.592,108.890,10664.210,109.760,9357.500,102.650,9304.855,102.241,10149.289,106.806
56,11212.553,112.086,10799.868,109.920,9659.947,104.007,10435.803,108.375,10781.816,110.418,10378.132,107.953,9796.842,104.930,10157.632,106.849
57,7609.829,91.598,10689.474,109.389,8790.842,98.852,9573.710,103.638,9660.513,103.962,8904.079,100.208,10616.829,109.219,10156.289,106.838
58,9079.092,99.760,10535.092,108.659,9925.763,105.506,10366.395,108.020,8077.026,94.394,12374.750,117.523,9341.882,102.435,10149.289,106.806
59,8472.118,96.855,9721.013,104.650,10639.842,109.633,10232.105,107.262,8040.987,94.182,11004.974,111.046,10118.579,106.641,10150.289,106.810
60,10689.303,110.820,9486.224,103.463,10106.224,106.573,10277.211,107.521,11734.421,115.777,9991.145,105.995,9906.316,105.517,10151.289,106.815
61,13397.039,124.208,9761.697,104.852,9813.908,104.885,10203.750,107.119,13155.803,123.407,10967.961,110.874,10043.500,106.252,10148.289,106.801
62,9300.816,102.850,9039.921,101.134,10365.079,108.022,10107.566,106.583,10398.619,108.272,10108.237,106.589,10011.118,106.076,10151.289,106.815
63,7688.382,92.863,10152.289,106.820,10053.053,106.243,9934.881,105.605,9612.684,103.653,8109.908,95.728,10357.224,107.898,10156.289,106.838
64,7483.553,91.483,10202.974,107.065,10319.000,107.772,10580.987,109.127,8847.960,99.200,8019.487,95.209,10171.329,106.927,10151.289,106.815
65,8961.500,99.874,9533.592,103.708,10280.566,107.546,9864.447,105.223,8881.382,99.413,11543.434,113.647,9943.724,105.729,10156.289,106.838
66,7683.882,91.849,10091.921,106.520,10441.368,108.507,8685.803,98.637,7707.066,92.075,11255.526,112.266,10357.224,107.898,10153.289,106.824
67,9395.368,102.284,9383.487,102.931,10023.974,106.069,9252.263,101.857,9571.276,103.418,11429.329,113.098,10616.829,109.219,10148.289,106.801
68,13078.829,122.293,9960.184,105.867,10564.329,109.207,9915.855,105.502,11798.632,116.144,11307.237,112.516,9954.737,105.788,10156.289,106.838
69,11685.789,115.869,9721.013,104.650,10535.263,109.043,10346.684,107.908,11357.026,113.671,9675.211,104.366,10683.908,109.561,10156.289,106.838
70,9331.855,102.373,9996.553,106.055,10619.145,109.525,10453.816,108.464,9352.553,102.164,10105.237,106.574,9685.026,104.325,10158.303,106.854
71,9649.276,104.114,10202.974,107.065,10180.382,106.994,10334.645,107.834,9915.750,105.452,10010.500,106.096,9777.829,104.833,10156.289,106.838
72,9163.605,101.261,10422.724,108.124,8837.618,99.144,10022.066,106.103,11391.776,113.861,10338.447,107.760,9269.145,102.045,10152.289,106.820
73,8472.434,96.504,11373.487,112.626,9971.842,105.761,9358.395,102.441,8584.408,97.581,9567.421,103.789,10269.790,107.445,10156.289,106.838
74,10141.737,107.134,10202.974,107.065,10152.289,106.820,9166.118,101.362,11286.895,113.305,10426.487,108.186,9919.342,105.591,10158.303,106.854
75,10323.447,108.306,10367.382,107.864,10431.289,108.424,9926.526,105.555,10962.368,111.480,9643.145,104.181,9853.566,105.227,10156.289,106.838
76,9376.211,102.113,10152.289,106.820,9960.145,105.691,9600.092,103.789,9633.092,103.788,10855.198,110.320,9967.421,105.856,10152.289,106.820
77,9814.368,105.263,9870.763,105.402,9648.250,103.936,9487.224,103.146,11286.895,113.305,10133.276,106.724,10357.224,107.898,10155.289,106.834
78,8333.961,95.537,11186.421,111.763,9495.289,103.056,10318.276,107.742,8229.276,95.328,9837.711,105.221,9761.474,104.745,10156.289,106.838
79,10608.671,109.261,9721.013,104.650,10549.289,109.120,9747.342,104.615,9985.921,105.865,10900.553,110.536,10495.013,108.591,10156.289,106.838
80,8116.842,95.208,10152.289,106.820,9561.408,103.433,10346.684,107.908,9740.289,104.397,9493.026,103.401,9414.645,102.836,10156.289,106.838
81,12753.750,120.373,9820.053,105.141,10229.145,107.266,10318.276,107.742,11286.895,113.305,11259.868,112.289,10227.408,107.226,10148.289,106.801
82,7285.092,89.212,9761.697,104.852,9925.763,105.506,10587.342,109.166,6895.105,86.815,11582.447,113.824,10276.816,107.490,10156.289,106.838
83,8256.513,97.316,9870.763,105.402,10464.092,108.638,8774.553,99.128,11798.632,116.144,9372.513,102.729,8842.934,99.663,10152.289,106.820
84,8511.118,97.227,9820.053,105.141,9419.803,102.615,10363.724,108.005,9013.960,100.200,10324.434,107.689,10313.842,107.675,10146.289,106.791
85,15642.040,133.686,10799.868,109.920,10355.724,107.968,10366.395,108.020,12477.868,119.827,11457.711,113.244,9843.210,105.168,10156.289,106.838
86,10101.395,107.406,9671.987,104.403,10106.224,106.573,10604.382,109.262,10995.776,111.663,9358.500,102.654,10238.750,107.283,10154.289,106.829
87,13189.987,121.996,9438.526,103.217,9613.855,103.741,10570.974,109.075,11181.276,112.712,12183.250,116.634,10484.671,108.540,10150.289,106.810
88,10643.092,110.516,10266.342,107.377,11178.947,112.703,10486.855,108.634,10701.987,109.982,9025.553,100.881,9761.474,104.745,10156.289,106.838
89,8773.750,99.223,9996.553,106.055,10527.592,109.006,10269.184,107.471,9145.881,100.981,9752.632,104.778,9853.566,105.227,10149.289,106.806
90,7791.355,93.756,9141.316,101.664,10288.276,107.603,10151.276,106.809,9524.211,103.158,9084.276,101.200,10097.566,106.536,10156.289,106.838
91,10372.408,107.127,10799.868,109.920,10579.342,109.281,10269.184,107.471,8584.408,97.581,10757.750,109.826,10419.934,108.209,10154.289,106.829
92,7856.053,93.408,9581.947,103.952,10239.158,107.319,10107.566,106.583,8440.382,96.655,10093.553,106.511,10084.881,106.469,10156.289,106.838
93,15704.329,134.274,10152.289,106.820,9794.539,104.776,10152.289,106.820,13454.197,125.034,11561.434,113.726,10525.395,108.753,10156.289,106.838
94,10536.737,108.809,9820.053,105.141,10377.145,108.108,10543.947,108.939,10152.289,106.820,11505.408,113.468,9082.895,101.005,10148.289,106.801
95,8340.487,96.192,9581.947,103.952,10505.855,108.874,10454.816,108.468,8257.013,95.510,11176.105,111.873,9722.750,104.533,10150.289,106.810
96,14464.776,127.943,10152.289,106.820,10134.263,106.723,10472.158,108.552,11357.026,113.671,11735.605,114.564,10506.697,108.653,10148.289,106.801
97,9688.540,104.109,10152.289,106.820,9630.553,103.836,10321.947,107.761,10244.224,107.373,10995.974,111.006,9156.671,101.423,10146.618,106.791
98,11370.382,113.154,9907.158,105.604,9759.132,104.571,9973.645,105.834,11075.250,112.080,11095.697,111.480,10300.171,107.609,10152.289,106.820
99,11108.000,112.411,9996.553,106.055,10173.671,106.942,10243.803,107.331,11099.342,112.229,9945.118,105.765,10404.579,108.128,10156.289,106.838
100,10577.448,109.016,10535.092,108.659,10007.947,105.981,9549.987,103.496,10924.961,111.278,10604.289,109.067,9919.342,105.591,10152.289,106.820
101,16552.921,137.371,9907.158,105.604,10216.789,107.199,9675.881,104.212,12879.961,121.940,12957.184,120.156,10553.776,108.906,10148.289,106.801
102,6772.171,86.719,10266.342,107.377,11091.461,112.246,10592.026,109.195,7949.487,93.606,9185.026,101.737,8454.803,97.459,10156.289,106.838
103,8482.882,97.132,9820.053,105.141,9475.908,102.938,10334.645,107.834,9075.421,100.569,9858.724,105.327,10636.526,109.323,10153.289,106.824
104,12016.829,116.596,10202.974,107.065,10093.855,106.498,10186.026,107.010,11391.776,113.861,11440.355,113.158,9341.882,102.435,10149.289,106.806
105,7888.934,93.699,11115.697,111.420,9971.842,105.761,10350.026,107.928,9392.947,102.392,7763.434,93.649,9967.421,105.856,10155.289,106.834
106,8875.763,99.576,10689.474,109.389,7349.737,89.931,10435.803,108.375,12523.974,120.063,9569.092,103.799,10238.750,107.283,10151.289,106.815
107,10523.803,109.237,9581.947,103.952,10441.368,108.507,10097.513,106.512,10426.710,108.444,10464.540,108.386,10251.763,107.349,10155.961,106.839
108,8775.855,99.787,9581.947,103.952,10424.605,108.386,9496.921,103.208,10365.526,108.076,9534.737,103.623,9931.711,105.666,10151.289,106.815
109,10238.895,107.041,10535.092,108.659,10505.855,108.874,10528.237,108.847,9427.645,102.576,9537.408,103.638,10525.395,108.753,10149.289,106.806
110,8738.381,98.354,10152.289,106.820,10517.579,108.954,10232.105,107.262,8299.079,95.764,10912.224,110.590,9732.434,104.587,10155.289,106.834
111,8563.342,98.962,9438.526,103.217,9843.618,105.047,9223.553,101.695,11867.487,116.521,9185.697,101.743,9986.776,105.957,10156.289,106.838
112,7062.197,87.824,10152.289,106.820,9510.645,103.141,10609.382,109.285,7104.487,88.228,10525.908,108.685,10097.566,106.536,10155.289,106.834
113,8739.434,98.891,10689.474,109.389,9813.908,104.885,9818.066,104.979,10080.487,106.419,8651.855,98.828,10543.434,108.854,10146.289,106.791
114,8163.605,94.630,10367.382,107.864,9843.618,105.047,10325.961,107.786,7707.066,92.075,10338.447,107.760,10460.645,108.417,10147.289,106.796
115,10162.171,107.121,10202.974,107.065,10564.329,109.207,10243.803,107.331,10152.289,106.820,10102.566,106.560,9685.026,104.325,10148.289,106.801
116,10488.026,109.631,10324.026,107.653,9829.934,104.973,10409.118,108.243,12006.224,117.287,8962.816,100.535,10128.592,106.694,10151.289,106.815
117,8903.553,99.943,10422.724,108.124,10341.039,107.892,8894.421,99.831,10050.737,106.240,9671.540,104.346,10300.171,107.609,10152.289,106.820
118,8483.197,96.782,10367.382,107.864,11224.803,112.990,10113.908,106.617,7452.329,90.459,10590.618,109.002,10189.671,107.017,10149.289,106.806
119,8448.026,96.855,9820.053,105.141,8707.342,98.345,9747.342,104.615,10244.224,107.373,10540.921,108.760,10201.040,107.086,10155.289,106.834
120,15663.724,134.640,10324.026,107.653,10474.105,108.690,10343.671,107.888,12959.211,122.367,10595.289,109.026,10697.250,109.626,10155.961,106.839
121,10163.671,107.515,9194.684,101.944,10589.026,109.334,10237.789,107.296,10340.132,107.930,10637.329,109.237,9967.421,105.856,10156.289,106.838
122,11042.724,111.998,9721.013,104.650,10328.697,107.831,9958.592,105.738,11075.250,112.080,10692.369,109.506,9986.776,105.957,10148.289,106.801
123,13663.290,125.639,9761.697,104.852,10439.000,108.480,10269.184,107.471,12436.776,119.617,10726.395,109.673,10216.737,107.174,10148.289,106.801
124,11467.474,114.351,9960.184,105.867,10627.487,109.567,9747.342,104.615,11181.276,112.712,10605.289,109.072,10020.132,106.125,10150.289,106.810
125,6333.474,84.723,9039.921,101.134,9199.342,101.308,10160.632,106.863,10818.921,110.633,7511.474,92.135,10357.224,107.898,10148.289,106.801
126,7656.855,91.868,10799.868,109.920,10695.000,109.956,10175.013,106.952,7677.000,91.876,8402.276,97.432,10460.645,108.417,10156.289,106.838
127,9941.395,106.503,9383.487,102.931,10431.289,108.424,10435.803,108.375,10590.710,109.349,9704.921,104.529,10178.000,106.960,10156.289,106.838
128,7664.632,92.510,9761.697,104.852,10328.697,107.831,10152.289,106.820,8815.250,99.013,9229.079,101.979,9832.868,105.114,10151.289,106.815
129,10311.382,108.066,9996.553,106.055,10406.224,108.279,10169.987,106.917,10487.171,108.780,10183.645,106.976,9832.868,105.114,10148.289,106.801
130,8317.908,96.120,10470.066,108.347,9829.934,104.973,10382.408,108.100,9042.026,100.372,9577.434,103.844,9612.908,103.922,10152.289,106.820
131,11751.882,115.188,10582.763,108.880,10043.039,106.190,10113.908,106.617,11075.250,112.080,9939.105,105.730,10787.671,110.077,10156.289,106.838
132,9635.118,104.924,9438.526,103.217,11234.553,113.069,9827.408,105.028,9941.500,105.613,9515.710,103.519,10313.842,107.675,10156.289,106.838
133,16671.539,140.530,10855.908,110.193,10064.750,106.312,10518.566,108.800,15461.474,135.398,9692.566,104.460,10562.119,108.948,10158.303,106.854
134,8007.382,93.859,11115.697,111.420,10394.526,108.210,10476.500,108.576,7880.750,93.201,8576.790,98.414,10178.000,106.960,10156.289,106.838
135,10626.145,109.253,10799.868,109.920,10527.592,109.006,9944.224,105.653,10365.526,108.076,10517.566,108.643,9375.921,102.620,10148.289,106.801
136,13101.658,124.069,10422.724,108.124,10387.829,108.165,10277.211,107.521,14030.711,128.039,9656.513,104.262,9389.605,102.695,10148.289,106.801
137,7996.921,94.618,10324.026,107.653,10341.039,107.892,9968.263,105.785,9392.947,102.392,8682.540,98.992,9796.842,104.930,10153.289,106.824
138,11232.184,111.862,10957.632,110.679,10439.000,108.480,10303.592,107.666,9427.645,102.576,10110.237,106.598,10772.329,110.004,10156.289,106.838
139,11134.263,112.497,9820.053,105.141,10935.342,111.347,9968.263,105.785,10365.526,108.076,10442.171,108.267,10313.842,107.675,10152.289,106.820
140,10255.737,107.046,10266.342,107.377,9165.237,101.088,10321.947,107.761,10522.908,108.977,10532.908,108.717,10211.724,107.144,10148.289,106.801
141,8715.368,99.407,9438.526,103.217,10355.724,107.968,10044.421,106.219,10244.224,107.373,9296.105,102.320,9967.421,105.856,10156.289,106.838
142,8231.395,96.612,9721.013,104.650,10204.105,107.131,10284.895,107.565,10152.289,106.820,8420.303,97.538,10178.000,106.960,10156.289,106.838
143,9871.816,104.800,10582.763,108.880,9843.618,105.047,9853.421,105.158,9941.500,105.613,10444.171,108.276,9996.447,106.005,10155.289,106.834
144,11868.513,116.537,10152.289,106.820,10163.316,106.883,10001.697,105.991,11830.053,116.317,9863.395,105.351,10734.619,109.812,10155.289,106.834
145,7612.789,91.592,10266.342,107.377,7521.000,91.023,9973.645,105.834,10459.763,108.620,10093.553,106.511,10261.105,107.397,10155.289,106.834
146,9959.961,104.655,10324.026,107.653,10192.079,107.063,10010.368,106.034,8199.224,95.143,12233.658,116.882,10521.382,108.729,10156.289,106.838
147,7720.000,93.896,10035.579,106.251,9731.737,104.411,8318.921,96.477,12639.000,120.690,8150.619,95.963,10726.948,109.775,10148.289,106.801
148,8562.566,97.550,9761.697,104.852,10869.171,110.972,10151.276,106.809,8199.224,95.143,10190.645,107.009,10419.934,108.209,10150.289,106.810
149,7425.579,90.815,9907.158,105.604,9960.145,105.691,9496.921,103.208,8748.750,98.593,9095.948,101.260,10374.224,107.977,10148.289,106.801
150,9542.724,103.976,9996.553,106.055,10639.842,109.633,10504.211,108.724,9985.921,105.865,9253.750,102.102,9986.776,105.957,10156.289,106.838
151,11608.000,114.178,10689.474,109.389,10704.671,110.002,10486.855,108.634,9915.750,105.452,10371.132,107.920,10152.289,106.820,10151.289,106.815
152,15018.224,131.528,10152.289,106.820,10669.605,109.813,10350.026,107.928,12319.473,118.999,11289.552,112.429,9931.711,105.666,10152.289,106.820
153,8307.750,96.330,10744.842,109.658,10627.487,109.567,10160.632,106.863,9013.960,100.200,8532.763,98.177,9832.868,105.114,10151.289,106.815
154,9380.605,102.002,10422.724,108.124,9994.250,105.902,10089.171,106.468,8982.579,100.019,10095.553,106.521,10539.763,108.835,10156.289,106.838
155,8603.039,98.674,10266.342,107.377,10564.329,109.207,10077.816,106.405,9915.750,105.452,8346.882,97.116,10189.671,107.017,10148.289,106.801
156,8757.369,98.948,9581.947,103.952,9352.355,102.230,9864.447,105.223,10308.053,107.745,10815.487,110.120,9589.210,103.793,10149.289,106.806
157,10337.369,108.334,10535.092,108.659,10424.605,108.386,8915.461,99.956,11213.711,112.900,9641.474,104.171,10708.934,109.687,10152.289,106.820
158,7136.921,88.656,9870.763,105.402,9892.395,105.331,8971.539,100.276,8141.447,94.781,10362.132,107.878,10106.237,106.579,10156.289,106.838
159,8584.302,97.356,9996.553,106.055,10527.592,109.006,10465.158,108.520,7915.132,93.411,11380.961,112.868,9796.842,104.930,10156.961,106.843
160,9596.671,102.441,10799.868,109.920,9360.382,102.282,9890.158,105.366,8584.408,97.581,12422.118,117.739,9748.447,104.670,10156.289,106.838
161,7452.526,91.117,10324.026,107.653,10304.303,107.689,9958.592,105.738,9042.026,100.372,9590.789,103.919,8710.118,98.920,10156.289,106.838
162,11139.079,113.759,9533.592,103.708,10394.526,108.210,9600.092,103.789,12774.710,121.405,9745.289,104.739,10033.474,106.192,10156.289,106.838
163,8918.882,99.685,9721.013,104.650,10280.566,107.546,10652.776,109.511,8777.513,98.787,10877.882,110.431,9796.842,104.930,10156.289,106.838
164,8780.158,98.284,10535.092,108.659,9708.368,104.282,10400.434,108.195,8257.013,95.510,9998.816,106.033,10651.882,109.403,10151.289,106.815
165,13833.118,125.586,10202.974,107.065,10909.592,111.194,9988.355,105.924,11151.829,112.530,11145.079,111.722,10704.263,109.664,10148.289,106.801
166,13072.474,121.713,10470.066,108.347,10328.697,107.831,10394.434,108.168,11099.342,112.229,10552.263,108.816,10588.132,109.073,10148.289,106.801
167,11238.197,113.369,9194.684,101.944,10450.066,108.561,10062.789,106.322,11099.342,112.229,10388.474,108.004,10666.224,109.473,10156.289,106.838
168,11962.329,114.853,10535.092,108.659,10484.461,108.748,10638.763,109.441,8473.447,96.860,13289.039,121.606,10269.790,107.445,10148.289,106.801
169,9353.092,101.942,10266.342,107.377,10328.697,107.831,10222.763,107.214,8982.579,100.019,11139.079,111.696,9428.000,102.912,10151.289,106.815
170,10277.737,107.767,9761.697,104.852,10394.526,108.210,9533.974,103.413,10781.816,110.418,10935.263,110.712,9665.632,104.203,10150.289,106.810
171,6095.289,81.583,10035.579,106.251,10074.118,106.373,8915.461,99.956,6895.105,86.815,9589.118,103.908,10261.105,107.397,10155.961,106.839
172,13018.053,122.543,9533.592,103.708,9829.934,104.973,10518.566,108.800,12568.434,120.301,10387.474,108.000,10736.619,109.821,10148.289,106.801
173,9851.395,104.978,10091.921,106.520,10603.750,109.427,10427.132,108.333,9108.145,100.760,10596.289,109.030,10011.118,106.076,10152.289,106.820
174,7776.750,93.356,9438.526,103.217,10846.803,110.856,10016.724,106.074,8584.408,97.581,9407.250,102.932,10020.132,106.125,10151.289,106.815
175,13805.066,124.523,11009.658,110.926,10786.592,110.489,10243.803,107.331,10274.276,107.538,11231.829,112.147,10673.224,109.505,10148.289,106.801
176,11132.895,112.475,10633.461,109.127,8882.395,99.424,10001.697,105.991,13553.855,125.560,10113.921,106.623,9954.737,105.788,10156.289,106.838
177,16152.013,136.669,9907.158,105.604,9925.763,105.506,10113.908,106.617,13921.737,127.493,11517.079,113.521,10593.803,109.101,10151.289,106.815
178,9635.829,104.313,10324.026,107.653,10439.632,108.467,9581.066,103.684,10340.132,107.930,9809.342,105.069,9943.724,105.729,10148.289,106.801
179,8761.013,99.625,9292.750,102.455,9994.250,105.902,10032.737,106.156,10365.526,108.076,9513.710,103.509,10276.816,107.490,10148.289,106.801
