# CaFe Ca40 MF Systematics Cuts Summary
# entry -> id for a particular combination of random gaussian-generated data analysis cuts  
# syst_total_real -> randoms-subtracted, integrated yield (varied all cuts simultaneously)
# syst_dVAR_real,err -> randoms-subtracted integrated yield (kept all cuts at central value, and varied only VAR)
entry,syst_total_real,syst_total_real_err,syst_dPm_max_real,syst_dPm_max_real_err,syst_dQ2_real,syst_dQ2_real_err,syst_dEm_real,syst_dEm_real_err,syst_dHcoll_real,syst_dHcoll_real_err,syst_dScoll_real,syst_dScoll_real_err
66,47078.960,217.121,68014.367,260.993,46380.277,215.502,67401.645,259.806,68576.672,262.063,67647.328,260.282
67,61820.855,248.809,66911.288,258.856,62173.211,249.521,68162.685,261.274,67480.986,259.960,67639.328,260.266
68,72432.342,269.319,66318.920,257.703,76629.488,277.028,67647.328,260.282,65293.947,255.712,67640.328,260.268
69,75594.159,275.154,68035.038,261.034,78594.527,280.559,67908.671,260.785,64378.262,253.911,67647.328,260.282
70,56314.394,237.459,67796.012,260.571,59252.145,243.584,66842.290,258.723,64901.606,254.941,67648.328,260.284
71,65240.604,255.605,67796.012,260.571,65923.302,256.943,65317.263,255.754,69196.684,263.245,67650.328,260.287
72,82339.291,287.172,67152.973,259.326,79760.907,282.639,68162.685,261.274,69835.697,264.459,67646.328,260.280
73,65588.263,256.283,66579.933,258.211,66864.316,258.771,68162.685,261.274,66904.315,258.848,67647.328,260.282
74,47268.973,217.561,68088.038,261.135,48721.986,220.878,67401.645,259.806,65488.960,256.095,67639.328,260.266
75,62821.236,250.821,67823.354,260.625,64848.605,254.838,66207.947,257.492,66819.644,258.683,67635.328,260.259
76,70662.383,266.020,68062.038,261.086,72464.737,269.391,66517.619,258.094,66648.644,258.353,67648.328,260.284
77,60989.513,247.131,67912.025,260.796,60218.171,245.564,66842.290,258.723,69081.014,263.025,67639.328,260.266
78,67085.368,259.208,67985.367,260.938,65293.960,255.714,68398.698,261.728,68392.328,261.709,67646.328,260.280
79,66586.000,258.236,67647.328,260.282,65923.302,256.943,68398.698,261.728,67567.657,260.128,67648.328,260.284
80,64847.288,254.838,67912.025,260.796,63718.250,252.606,67647.328,260.282,68576.672,262.063,67641.328,260.270
81,67164.946,259.344,66911.288,258.856,64551.262,254.252,67647.328,260.282,71157.724,266.951,67646.328,260.280
82,79005.551,281.295,67647.328,260.282,79581.564,282.320,67647.328,260.282,67155.985,259.334,67648.328,260.284
83,70750.107,266.196,68156.394,261.270,72103.067,268.718,68398.698,261.728,65113.947,255.359,67646.328,260.280
84,85312.698,292.316,67796.012,260.571,80071.907,283.188,67647.328,260.282,71831.735,268.213,67650.328,260.287
85,68835.330,262.554,67573.986,260.139,74414.775,272.993,67647.328,260.282,62626.565,250.432,67648.328,260.284
86,72129.027,268.759,67647.328,260.282,75921.802,275.744,66842.290,258.723,64998.276,255.132,67647.328,260.282
87,48348.657,220.032,67985.367,260.938,55043.738,234.770,67647.328,260.282,59151.527,243.387,67648.328,260.284
88,77744.869,279.042,67912.025,260.796,74579.775,273.295,67647.328,260.282,70209.039,265.165,67648.328,260.284
89,73076.408,270.525,67524.986,260.045,72935.408,270.264,67908.671,260.785,67647.328,260.282,67646.328,260.280
90,54277.040,233.125,67742.012,260.467,57246.106,239.422,66517.619,258.094,65113.947,255.359,67646.328,260.280
91,73542.065,271.382,67647.328,260.282,72629.737,269.697,67130.632,259.281,69028.342,262.924,67646.328,260.280
92,58387.145,241.802,67330.315,259.669,67166.986,259.356,67130.632,259.281,59533.198,244.171,67646.328,260.280
93,71980.015,268.479,67435.986,259.874,77830.500,279.190,66207.947,257.492,64060.921,253.284,67647.328,260.282
94,65871.974,256.844,67742.012,260.467,62980.566,251.138,67908.671,260.785,70385.710,265.499,67643.328,260.274
95,66490.014,258.052,68201.065,261.357,67647.328,260.282,66517.619,258.094,67077.985,259.184,67647.328,260.282
96,67667.289,260.312,67152.973,259.326,70180.699,265.110,67130.632,259.281,66199.973,257.482,67639.328,260.266
97,45521.566,213.490,67647.328,260.282,49492.657,222.617,67130.632,259.281,62725.565,250.630,67651.328,260.289
98,43643.857,209.036,66850.617,258.738,44624.238,211.379,66842.290,258.723,67647.328,260.282,67650.328,260.287
99,60285.158,245.698,67674.341,260.336,58431.460,241.890,67401.645,259.806,70030.697,264.827,67647.328,260.282
100,57092.447,239.103,67773.012,260.526,57405.106,239.754,68162.685,261.274,66648.644,258.353,67648.328,260.284
101,91139.474,302.136,67704.341,260.394,89645.448,299.649,66842.290,258.723,69488.027,263.800,67646.328,260.280
102,85531.040,292.691,67613.657,260.216,79760.907,282.639,68398.698,261.728,71742.735,268.047,67648.328,260.284
103,65020.315,255.183,67823.354,260.625,64061.591,253.286,68398.698,261.728,67724.328,260.430,67646.328,260.280
104,71401.039,267.404,67272.315,259.558,73280.079,270.901,67908.671,260.785,66023.973,257.140,67651.328,260.289
105,69079.304,263.013,67474.986,259.949,68949.343,262.773,66842.290,258.723,68768.672,262.429,67648.328,260.284
106,65100.934,255.331,67386.986,259.779,67647.328,260.282,67401.645,259.806,65590.960,256.294,67650.328,260.287
107,65259.026,255.659,68127.723,261.215,65005.618,255.148,68893.711,262.674,66199.973,257.482,67650.328,260.287
108,61513.184,248.189,66960.288,258.951,63575.579,252.322,67908.671,260.785,65858.631,256.817,67640.328,260.268
109,58666.132,242.375,67272.315,259.558,59746.487,244.598,68162.685,261.274,66283.973,257.645,67646.328,260.280
110,61103.211,247.367,67849.354,260.675,61688.198,248.544,67908.671,260.785,66560.644,258.182,67648.328,260.284
111,57345.762,239.629,66911.288,258.856,64848.605,254.838,66517.619,258.094,61511.553,248.193,67650.328,260.287
112,70469.343,265.650,67647.328,260.282,70002.699,264.774,67130.632,259.281,68636.672,262.177,67642.328,260.272
113,65287.276,255.698,67112.973,259.249,63134.566,251.444,68398.698,261.728,69713.697,264.228,67639.328,260.266
114,57797.803,240.578,68246.736,261.445,61561.527,248.289,66517.619,258.094,64060.921,253.284,67650.328,260.287
115,64226.223,253.604,67272.315,259.558,62980.566,251.138,67130.632,259.281,69886.697,264.555,67643.328,260.274
116,58812.764,242.670,66960.288,258.951,59746.487,244.598,67401.645,259.806,67480.986,259.960,67646.328,260.280
117,61263.514,247.685,67272.315,259.558,64848.605,254.838,67401.645,259.806,64499.934,254.152,67648.328,260.284
118,69364.343,263.562,67823.354,260.625,72280.067,269.047,66842.290,258.723,65488.960,256.095,67647.328,260.282
119,62510.868,250.195,67573.986,260.139,60960.185,247.073,68663.369,262.234,68392.328,261.709,67640.328,260.268
120,55470.039,235.670,66960.288,258.951,60538.842,246.217,67401.645,259.806,62833.565,250.845,67650.328,260.287
121,72768.447,269.962,67936.696,260.844,72629.737,269.697,68663.369,262.234,66465.973,257.998,67650.328,260.287
122,57843.828,240.679,68312.420,261.574,59091.145,243.253,67130.632,259.281,66122.973,257.333,67647.328,260.282
123,53983.079,232.502,68101.380,261.163,58912.474,242.885,67647.328,260.282,61620.553,248.413,67650.328,260.287
124,62926.869,251.025,67524.986,260.045,61100.528,247.358,67130.632,259.281,70333.710,265.401,67646.328,260.280
125,68450.987,261.819,66376.920,257.815,66864.316,258.771,68663.369,262.234,69535.697,263.891,67650.328,260.287
126,64879.578,254.893,67272.315,259.558,61394.528,247.952,67908.671,260.785,71614.066,267.806,67642.328,260.272
127,61574.225,248.320,68156.394,261.270,59746.487,244.598,68162.685,261.274,68693.672,262.286,67635.328,260.259
128,62148.224,249.473,67647.328,260.282,64690.605,254.527,68162.685,261.274,64499.934,254.152,67646.328,260.280
129,64994.947,255.126,67573.986,260.139,65293.960,255.714,67908.671,260.785,67155.985,259.334,67646.328,260.280
130,65620.250,256.343,67064.302,259.154,69673.028,264.150,67401.645,259.806,64499.934,254.152,67647.328,260.282
131,64872.276,254.885,67647.328,260.282,66380.302,257.831,67908.671,260.785,65858.631,256.817,67643.328,260.274
132,59424.145,243.937,67112.973,259.249,58001.118,240.997,68162.685,261.274,69310.684,263.462,67641.328,260.270
133,69840.368,264.468,67964.367,260.898,66689.302,258.430,67130.632,259.281,71083.724,266.813,67647.328,260.282
134,73861.105,271.977,67936.696,260.844,71173.370,266.977,67401.645,259.806,70145.039,265.045,67646.328,260.280
135,51283.013,226.607,67674.341,260.336,50846.683,225.643,67401.645,259.806,68452.000,261.824,67646.328,260.280
136,69903.671,264.582,67112.973,259.249,67962.000,260.886,67401.645,259.806,70385.710,265.499,67650.328,260.287
137,72610.000,269.647,66648.933,258.345,75418.788,274.828,67401.645,259.806,66381.973,257.835,67640.328,260.268
138,83856.658,289.808,67330.315,259.669,81219.263,285.211,68398.698,261.728,69428.356,263.686,67648.328,260.284
139,64001.934,253.170,67704.341,260.394,66864.316,258.771,67647.328,260.282,64691.606,254.529,67646.328,260.280
140,63077.553,251.328,67330.315,259.669,62173.211,249.521,68398.698,261.728,68169.328,261.283,67647.328,260.282
141,68648.355,262.203,67742.012,260.467,70837.370,266.347,68893.711,262.674,64270.262,253.699,67646.328,260.280
142,76604.526,276.990,68177.065,261.311,76629.488,277.028,67401.645,259.806,67302.985,259.618,67639.328,260.266
143,72221.696,268.932,67474.986,259.949,73762.093,271.792,67130.632,259.281,66904.315,258.848,67650.328,260.287
144,67433.961,259.865,67474.986,259.949,70180.699,265.110,67401.645,259.806,65401.289,255.923,67650.328,260.287
145,67475.013,259.954,67985.367,260.938,65613.960,256.339,67401.645,259.806,69488.027,263.800,67640.328,260.268
146,67134.302,259.289,67613.657,260.216,68336.343,261.604,67401.645,259.806,66740.644,258.531,67646.328,260.280
147,85786.697,293.126,68062.038,261.086,83906.975,289.892,66517.619,258.094,69775.697,264.345,67650.328,260.287
148,65130.277,255.390,67912.025,260.796,63880.250,252.926,67401.645,259.806,68965.342,262.804,67637.328,260.262
149,60290.197,245.716,67849.354,260.675,61264.528,247.690,67647.328,260.282,66381.973,257.835,67648.328,260.284
150,52485.762,229.264,66960.288,258.951,67326.657,259.664,67908.671,260.785,53079.132,230.562,67647.328,260.282
151,56791.395,238.462,67613.657,260.216,56981.422,238.865,67130.632,259.281,67969.328,260.900,67650.328,260.287
152,69213.305,263.268,67152.973,259.326,72629.737,269.697,66842.290,258.723,65682.631,256.474,67647.328,260.282
153,72668.118,269.777,67882.354,260.738,69849.028,264.483,68162.685,261.274,69600.697,264.014,67648.328,260.284
154,66932.290,258.897,67272.315,259.558,69673.028,264.150,67401.645,259.806,65590.960,256.294,67642.328,260.272
155,57336.105,239.610,67796.012,260.571,62664.553,250.505,66842.290,258.723,62529.566,250.238,67646.328,260.280
156,61730.197,248.629,67882.354,260.738,60960.185,247.073,67401.645,259.806,68509.672,261.935,67648.328,260.284
157,59902.474,244.914,67796.012,260.571,58001.118,240.997,66842.290,258.723,70597.710,265.898,67643.328,260.274
158,80538.908,284.012,67386.986,259.779,80394.907,283.758,67908.671,260.785,67804.328,260.583,67648.328,260.284
159,64299.539,253.745,67013.959,259.055,62347.882,249.871,67130.632,259.281,70976.724,266.612,67650.328,260.287
160,68750.039,262.400,68101.380,261.163,65293.960,255.714,66842.290,258.723,71644.066,267.862,67650.328,260.287
161,78303.513,280.038,67386.986,259.779,78157.512,279.777,67908.671,260.785,67804.328,260.583,67647.328,260.282
162,90714.777,301.428,67386.986,259.779,90656.130,301.334,67401.645,259.806,68242.328,261.422,67648.328,260.284
163,64279.276,253.719,67647.328,260.282,67962.000,260.886,68398.698,261.728,63272.908,251.721,67647.328,260.282
164,61555.868,248.279,67742.012,260.467,60218.171,245.564,67908.671,260.785,68768.672,262.429,67648.328,260.284
165,57280.434,239.493,67112.973,259.249,59746.487,244.598,68398.698,261.728,64596.606,254.343,67650.328,260.287
166,68618.344,262.143,67330.315,259.669,67962.000,260.886,68162.685,261.274,68104.328,261.158,67648.328,260.284
167,73032.066,270.441,67435.986,259.874,69673.028,264.150,67401.645,259.806,71405.724,267.416,67640.328,260.268
168,71487.383,267.567,67823.354,260.625,74894.446,273.871,67401.645,259.806,64596.606,254.343,67646.328,260.280
169,48888.315,221.253,67882.354,260.738,50846.683,225.643,66842.290,258.723,65590.960,256.294,67643.328,260.274
170,59059.158,243.190,67647.328,260.282,68490.343,261.899,66842.290,258.723,59021.527,243.120,67648.328,260.284
171,47908.683,219.036,68326.091,261.601,48721.986,220.878,68162.685,261.274,65401.289,255.923,67646.328,260.280
172,67726.961,260.428,67435.986,259.874,68803.343,262.495,67130.632,259.281,67302.985,259.618,67646.328,260.280
173,73848.434,271.952,67647.328,260.282,72103.067,268.718,68162.685,261.274,68768.672,262.429,67643.328,260.274
174,64461.235,254.069,67524.986,260.045,66241.302,257.561,66842.290,258.723,66740.644,258.531,67646.328,260.280
175,61827.895,248.831,67849.354,260.675,62664.553,250.505,67647.328,260.282,66560.644,258.182,67646.328,260.280
176,77766.514,279.077,67936.696,260.844,78594.527,280.559,66517.619,258.094,67724.328,260.430,67646.328,260.280
177,71536.040,267.656,67474.986,259.949,74579.775,273.295,67908.671,260.785,64793.606,254.730,67643.328,260.274
178,63649.619,252.477,68088.038,261.135,66241.302,257.561,67647.328,260.282,64596.606,254.343,67643.328,260.274
179,61609.499,248.380,67013.959,259.055,63283.237,251.741,66207.947,257.492,67894.328,260.756,67646.328,260.280
180,53654.040,231.785,67674.341,260.336,53640.382,231.758,67130.632,259.281,68169.328,261.283,67646.328,260.280
181,55993.093,236.788,67823.354,260.625,58912.474,242.885,67908.671,260.785,63871.921,252.911,67646.328,260.280
182,70095.737,264.957,67796.012,260.571,66537.302,258.135,68398.698,261.728,70333.710,265.401,67646.328,260.280
183,61808.526,248.785,67386.986,259.779,63880.250,252.926,67130.632,259.281,66199.973,257.482,67650.328,260.287
184,58021.776,241.038,67435.986,259.874,56499.422,237.854,69124.382,263.114,68169.328,261.283,67646.328,260.280
185,65517.633,256.152,67704.341,260.394,69315.014,263.469,68893.711,262.674,62725.565,250.630,67647.328,260.282
186,61208.513,247.574,67474.986,259.949,64228.262,253.616,67130.632,259.281,65113.947,255.359,67650.328,260.287
187,57384.421,239.707,66850.617,258.738,56070.751,236.950,67647.328,260.282,70030.697,264.827,67646.328,260.280
188,60981.171,247.113,66850.617,258.738,65005.618,255.148,67908.671,260.785,63958.921,253.082,67648.328,260.284
189,64085.197,253.321,66261.920,257.592,66241.302,257.561,66842.290,258.723,67567.657,260.128,67650.328,260.287
190,81187.606,285.157,67849.354,260.675,82572.947,287.577,68162.685,261.274,65764.631,256.634,67650.328,260.287
191,62752.552,250.681,67524.986,260.045,65447.960,256.015,67401.645,259.806,65209.947,255.547,67646.328,260.280
192,56011.422,236.826,67573.986,260.139,54182.724,232.927,68398.698,261.728,69251.684,263.350,67643.328,260.274
193,80120.578,283.275,67912.025,260.796,78302.183,280.036,68162.685,261.274,68392.328,261.709,67647.328,260.282
194,72564.420,269.579,67796.012,260.571,74414.775,272.993,68162.685,261.274,65293.947,255.712,67648.328,260.284
195,59052.815,243.175,67202.644,259.423,60053.171,245.228,68663.369,262.234,65933.631,256.963,67643.328,260.274
196,72842.065,270.089,67882.354,260.738,72797.737,270.008,66517.619,258.094,68576.672,262.063,67648.328,260.284
197,75583.828,275.136,68101.380,261.163,75591.788,275.143,67908.671,260.785,66904.315,258.848,67650.328,260.287
198,72938.395,270.267,67704.341,260.394,71324.041,267.260,66517.619,258.094,70290.710,265.320,67647.328,260.282
199,59107.474,243.286,67152.973,259.326,60810.514,246.769,68663.369,262.234,65209.947,255.547,67644.328,260.276
200,86579.723,294.480,67882.354,260.738,82920.618,288.182,67647.328,260.282,70290.710,265.320,67648.328,260.284
201,68149.605,261.234,66711.604,258.467,67962.000,260.886,67401.645,259.806,69028.342,262.924,67648.328,260.284
202,72524.408,269.502,67647.328,260.282,75744.802,275.423,68162.685,261.274,64270.262,253.699,67646.328,260.280
203,78285.856,280.008,67912.025,260.796,78302.183,280.036,67401.645,259.806,67567.657,260.128,67650.328,260.287
204,66493.684,258.060,67704.341,260.394,65293.960,255.714,68893.711,262.674,67567.657,260.128,67650.328,260.287
205,71144.422,266.932,67849.354,260.675,68803.343,262.495,69124.382,263.114,68242.328,261.422,67650.328,260.287
206,68407.671,261.740,67849.354,260.675,71941.396,268.416,67908.671,260.785,63871.921,252.911,67637.328,260.262
207,73674.092,271.630,67773.012,260.526,72935.408,270.264,66207.947,257.492,69674.697,264.154,67648.328,260.284
208,57599.461,240.164,68035.038,261.034,61100.528,247.358,66517.619,258.094,64499.934,254.152,67637.328,260.262
209,57655.855,240.294,67964.367,260.898,68647.343,262.198,67401.645,259.806,56750.172,238.398,67648.328,260.284
210,63440.223,252.050,67985.367,260.938,60538.842,246.217,66842.290,258.723,71405.724,267.416,67651.328,260.289
211,68533.066,261.991,68201.065,261.357,67962.000,260.886,67908.671,260.785,67390.986,259.787,67647.328,260.282
212,69135.672,263.127,67330.315,259.669,71005.370,266.662,68663.369,262.234,65209.947,255.547,67646.328,260.280
213,60644.171,246.430,67823.354,260.625,60053.171,245.228,66842.290,258.723,68965.342,262.804,67645.328,260.278
214,56826.171,238.557,67823.354,260.625,64551.262,254.252,67647.328,260.282,59411.198,243.921,67647.328,260.282
215,60315.841,245.764,68062.038,261.086,58602.460,242.243,67401.645,259.806,69488.027,263.800,67643.328,260.274
216,70763.420,266.218,67882.354,260.738,67962.000,260.886,68663.369,262.234,69139.684,263.137,67647.328,260.282
217,74946.763,273.964,67064.302,259.154,75244.117,274.510,68162.685,261.274,67480.986,259.960,67651.328,260.289
218,74811.736,273.712,67013.959,259.055,74414.775,272.993,67401.645,259.806,68911.342,262.701,67648.328,260.284
219,76819.500,277.373,67112.973,259.249,74094.434,272.404,68663.369,262.234,69674.697,264.154,67646.328,260.280
220,55070.422,234.831,67742.012,260.467,52755.696,229.837,67647.328,260.282,70597.710,265.898,67647.328,260.282
221,73883.382,272.007,66648.933,258.345,78302.183,280.036,67908.671,260.785,64596.606,254.343,67650.328,260.287
222,66276.631,257.629,67573.986,260.139,65139.289,255.411,67908.671,260.785,68636.672,262.177,67646.328,260.280
223,57258.473,239.455,67849.354,260.675,62011.869,249.196,68398.698,261.728,61620.553,248.413,67642.328,260.272
224,62643.540,250.461,67272.315,259.558,72103.067,268.718,67130.632,259.281,59533.198,244.171,67639.328,260.266
225,69295.001,263.429,67524.986,260.045,74579.775,273.295,67647.328,260.282,62944.236,251.066,67648.328,260.284
226,51411.988,226.886,67112.973,259.249,56981.422,238.865,67908.671,260.785,61299.553,247.766,67644.328,260.276
227,54452.356,233.497,67613.657,260.216,58300.789,241.618,67130.632,259.281,63691.250,252.552,67646.328,260.280
228,69153.329,263.159,67936.696,260.844,75591.788,275.143,66842.290,258.723,62291.566,249.762,67646.328,260.280
229,57313.079,239.557,67647.328,260.282,57715.106,240.400,66842.290,258.723,67969.328,260.900,67650.328,260.287
230,72845.723,270.095,67386.986,259.779,71324.041,267.260,67401.645,259.806,69600.697,264.014,67647.328,260.282
231,55516.067,235.773,67647.328,260.282,57863.776,240.710,68398.698,261.728,64169.262,253.499,67646.328,260.280
232,61473.856,248.111,67152.973,259.326,68490.343,261.899,67401.645,259.806,61391.553,247.951,67648.328,260.284
233,71785.026,268.118,67272.315,259.558,76459.488,276.721,66842.290,258.723,64596.606,254.343,67645.328,260.278
234,82629.976,287.681,67849.354,260.675,76792.157,277.322,68162.685,261.274,71973.406,268.478,67648.328,260.284
235,58538.764,242.105,66911.288,258.856,56981.422,238.865,67647.328,260.282,70239.039,265.222,67646.328,260.280
236,62870.553,250.916,67647.328,260.282,64228.262,253.616,67130.632,259.281,66740.644,258.531,67641.328,260.270
237,59325.829,243.738,67964.367,260.898,61394.528,247.952,67401.645,259.806,65293.947,255.712,67646.328,260.280
238,53424.357,231.286,67936.696,260.844,57863.776,240.710,66517.619,258.094,63272.908,251.721,67640.328,260.268
239,67794.698,260.571,67882.354,260.738,68647.343,262.198,68663.369,262.234,65590.960,256.294,67646.328,260.280
