# CaFe Fe54 MF Systematics Cuts Summary
# entry -> id for a particular combination of random gaussian-generated data analysis cuts  
# syst_total_real -> randoms-subtracted, integrated yield (varied all cuts simultaneously)
# syst_dVAR_real,err -> randoms-subtracted integrated yield (kept all cuts at central value, and varied only VAR)
entry,syst_total_real,syst_total_real_err,syst_dPm_max_real,syst_dPm_max_real_err,syst_dQ2_real,syst_dQ2_real_err,syst_dEm_real,syst_dEm_real_err,syst_dHcoll_real,syst_dHcoll_real_err,syst_dScoll_real,syst_dScoll_real_err
36,54414.934,233.327,55385.618,235.402,58523.316,241.981,55222.618,235.055,50659.251,225.131,55030.618,234.647
37,78929.500,281.033,55359.618,235.347,77197.486,277.932,55031.618,234.649,55861.290,236.411,55034.618,234.655
38,46080.223,214.715,54719.618,233.983,45373.552,213.062,54852.618,234.267,56348.290,237.439,55034.618,234.655
39,46793.223,216.369,55492.289,235.629,51887.593,227.845,55031.618,234.649,49219.580,221.910,55031.618,234.649
40,62634.356,250.339,55385.618,235.402,63196.026,251.459,54242.947,232.961,54978.618,234.536,55029.618,234.644
41,59141.342,243.260,55513.289,235.674,68677.764,262.146,54031.947,232.508,47758.896,218.590,55031.618,234.649
42,46851.565,216.506,54809.618,234.175,48672.236,220.671,54031.947,232.508,54155.618,232.775,55034.618,234.655
43,48789.236,220.936,54895.618,234.359,47342.565,217.637,55031.618,234.649,56861.290,238.517,55030.618,234.647
44,55004.605,234.588,54719.618,233.983,58946.316,242.853,54852.618,234.267,51842.922,227.746,55029.618,234.644
45,52854.263,229.958,54668.618,233.874,58946.316,242.853,55222.618,235.055,49524.580,222.596,55031.618,234.649
46,57634.633,240.134,55539.631,235.732,53599.605,231.574,55222.618,235.055,58425.632,241.775,55029.618,234.644
47,63244.671,251.552,54668.618,233.874,61329.000,247.714,55401.618,235.436,56813.290,238.416,55025.618,234.636
48,64500.369,254.042,54991.618,234.563,64168.710,253.390,55566.618,235.786,54841.618,234.244,55029.618,234.644
49,53338.593,231.007,55385.618,235.402,49942.579,223.533,55031.618,234.649,58462.632,241.852,55029.618,234.644
50,52538.264,229.269,54991.618,234.563,50955.593,225.791,55401.618,235.436,56393.290,237.533,55029.618,234.644
51,64886.394,254.805,55296.618,235.213,67952.764,260.760,54652.618,233.840,52598.593,229.400,55034.618,234.655
52,61389.672,247.837,55585.302,235.829,60914.329,246.875,55401.618,235.436,54517.618,233.551,55029.618,234.644
53,63244.342,251.552,55470.289,235.583,61329.000,247.714,55031.618,234.649,56293.290,237.323,55031.618,234.649
54,45475.236,213.305,54925.618,234.423,44308.552,210.548,56033.631,236.777,55529.290,235.708,55029.618,234.644
55,57158.658,239.146,54395.618,233.290,64725.053,254.487,54242.947,232.961,49907.251,223.455,55029.618,234.644
56,58830.302,242.612,55136.618,234.872,61459.671,247.978,54652.618,233.840,52929.593,230.120,55035.618,234.657
57,49434.578,222.394,55136.618,234.872,47208.565,217.329,55031.618,234.649,57546.632,239.951,55034.618,234.655
58,52521.592,229.232,54090.276,232.632,60068.987,245.155,53817.947,232.047,50080.251,223.842,55029.618,234.644
59,57776.328,240.435,55891.644,236.480,56690.302,238.161,55401.618,235.436,54841.618,234.244,55029.618,234.644
60,55365.303,235.362,54558.618,233.639,57690.974,240.253,54652.618,233.840,53659.947,231.707,55029.618,234.644
61,55695.302,236.062,55262.618,235.140,56248.302,237.231,54852.618,234.267,54439.618,233.384,55029.618,234.644
62,52981.276,230.236,54958.618,234.493,54220.276,232.912,54652.618,233.840,54225.618,232.925,55031.618,234.649
63,52861.264,229.973,54958.618,234.493,51463.593,226.913,55401.618,235.436,56205.290,237.137,55033.618,234.653
64,67048.751,259.018,55136.618,234.872,66963.080,258.852,54852.618,234.267,55165.618,234.934,55031.618,234.649
65,49057.921,221.547,55174.618,234.953,50702.593,225.230,54242.947,232.961,53879.618,232.181,55034.618,234.655
66,40802.539,202.047,55031.618,234.649,39324.856,198.352,55881.631,236.456,56205.290,237.137,55031.618,234.649
67,46080.894,214.718,54668.618,233.874,44191.552,210.270,55222.618,235.055,57546.632,239.951,55029.618,234.644
68,50039.593,223.753,54853.618,234.269,51197.593,226.326,55031.618,234.649,53959.618,232.353,55034.618,234.655
69,62759.000,250.584,55442.289,235.523,59511.316,244.014,54852.618,234.267,57798.632,240.475,55034.618,234.655
70,58307.632,241.531,54991.618,234.563,61739.342,248.543,54852.618,234.267,52189.593,228.507,55036.618,234.659
71,56669.947,238.113,55326.618,235.277,59102.316,243.174,54652.618,233.840,52838.593,229.923,55033.618,234.653
72,48598.236,220.504,54958.618,234.493,52916.935,230.095,56033.631,236.777,49708.580,223.009,55031.618,234.649
73,45717.223,213.868,54958.618,234.493,45151.552,212.540,55031.618,234.649,55758.290,236.193,55034.618,234.655
74,42839.552,207.030,55031.618,234.649,43452.552,208.505,55566.618,235.786,53735.618,231.871,55037.618,234.662
75,49053.236,221.533,55062.618,234.715,51336.593,226.633,54242.947,232.961,53311.264,230.949,55033.618,234.653
76,46893.565,216.603,55262.618,235.140,47603.565,218.236,55031.618,234.649,54019.618,232.482,55031.618,234.649
77,47664.894,218.375,55234.618,235.081,46329.223,215.294,55222.618,235.055,56205.290,237.137,55031.618,234.649
78,56371.960,237.489,55539.631,235.732,58523.316,241.981,54852.618,234.267,52682.593,229.583,55034.618,234.655
79,51078.578,226.060,55174.618,234.953,49445.907,222.418,54852.618,234.267,56912.290,238.623,55034.618,234.655
80,55290.605,235.197,54958.618,234.493,59511.316,244.014,55725.960,236.125,50575.251,224.945,55033.618,234.653
81,58806.987,242.567,54809.618,234.175,58523.316,241.981,55031.618,234.649,55529.290,235.708,55029.618,234.644
82,69201.764,263.144,55326.618,235.277,67395.422,259.687,55401.618,235.436,55813.290,236.309,55033.618,234.653
83,34575.500,185.990,55385.618,235.402,40019.869,200.100,55031.618,234.649,47239.896,217.400,55031.618,234.649
84,62166.000,249.398,55418.618,235.472,59938.988,244.890,55725.960,236.125,55960.290,236.620,55025.618,234.636
85,57759.960,240.394,54895.618,234.359,60068.987,245.155,54852.618,234.267,53234.264,230.782,55034.618,234.655
86,70295.777,265.217,55326.618,235.277,68962.435,262.689,55222.618,235.055,55597.290,235.852,55031.618,234.649
87,68319.737,261.457,55513.289,235.674,66216.394,257.402,54445.947,233.396,56861.290,238.517,55029.618,234.644
88,59475.645,243.940,54221.947,232.916,62920.355,250.910,55222.618,235.055,52682.593,229.583,55034.618,234.655
89,56711.289,238.202,55442.289,235.523,57531.974,239.922,55566.618,235.786,53311.264,230.949,55029.618,234.644
90,53622.947,231.627,54450.618,233.407,54889.947,234.346,54652.618,233.840,54708.618,233.959,55034.618,234.655
91,59000.645,242.964,54958.618,234.493,57531.974,239.922,55031.618,234.649,56513.290,237.786,55031.618,234.649
92,54083.276,232.617,54895.618,234.359,54220.276,232.912,55401.618,235.436,54657.618,233.850,55033.618,234.653
93,56705.619,238.189,55262.618,235.140,55031.618,234.649,54445.947,233.396,57069.290,238.952,55034.618,234.655
94,56720.315,238.226,55136.618,234.872,65158.723,255.338,54031.947,232.508,48650.567,220.621,55029.618,234.644
95,58997.303,242.956,55031.618,234.649,61922.342,248.911,55031.618,234.649,52441.593,229.058,55029.618,234.644
96,64386.354,253.814,54336.618,233.163,62351.013,249.771,55725.960,236.125,56952.290,238.707,55029.618,234.644
97,52202.263,228.536,55206.618,235.021,58676.316,242.297,54652.618,233.840,49133.580,221.716,55025.618,234.636
98,52788.935,229.816,54611.618,233.752,52157.264,228.437,55222.618,235.055,55912.290,236.519,55031.618,234.649
99,57430.303,239.709,54719.618,233.983,56976.302,238.760,54445.947,233.396,56393.290,237.533,55034.618,234.655
100,46235.894,215.078,54958.618,234.493,46950.894,216.734,55566.618,235.786,53735.618,231.871,55031.618,234.649
101,50089.907,223.861,54809.618,234.175,48538.565,220.367,54852.618,234.267,57216.961,239.262,55029.618,234.644
102,56134.974,236.993,55262.618,235.140,67805.093,260.476,55401.618,235.436,44979.525,212.129,55033.618,234.653
103,62199.329,249.464,55326.618,235.277,59102.316,243.174,55031.618,234.649,57618.632,240.101,55031.618,234.649
104,51275.593,226.498,55470.289,235.583,55713.960,236.100,55222.618,235.055,50080.251,223.842,55029.618,234.644
105,58896.646,242.750,55326.618,235.277,59664.316,244.327,55031.618,234.649,54019.618,232.482,55033.618,234.653
106,61506.671,248.073,55098.618,234.791,61459.671,247.978,54445.947,233.396,55597.290,235.852,55029.618,234.644
107,54968.277,234.512,55418.618,235.472,53968.605,232.370,55031.618,234.649,55659.290,235.983,55035.618,234.657
108,45099.223,212.418,54611.618,233.752,46461.223,215.600,55031.618,234.649,53814.618,232.041,55030.618,234.647
109,66843.051,258.615,54991.618,234.563,64308.381,253.666,55222.618,235.055,57069.290,238.952,55029.618,234.644
110,54270.605,233.019,55206.618,235.021,56690.302,238.161,55031.618,234.649,52517.593,229.223,55031.618,234.649
111,43066.552,207.577,54853.618,234.269,43960.552,209.720,55031.618,234.649,54083.618,232.620,55034.618,234.655
112,69318.105,263.366,55206.618,235.021,69244.776,263.228,55222.618,235.055,54708.618,233.959,55031.618,234.649
113,52168.264,228.461,55098.618,234.791,50166.922,224.036,55031.618,234.649,57184.961,239.195,55026.618,234.638
114,59746.645,244.495,54991.618,234.563,58829.316,242.612,54242.947,232.961,56744.290,238.271,55026.618,234.638
115,53103.264,230.498,55098.618,234.791,56976.302,238.760,54031.947,232.508,52189.593,228.507,55029.618,234.644
116,60733.658,246.508,54719.618,233.983,61046.329,247.142,55222.618,235.055,54914.618,234.399,55031.618,234.649
117,41288.881,203.249,54763.618,234.077,41085.211,202.747,54652.618,233.840,55912.290,236.519,55031.618,234.649
118,55484.289,235.612,55062.618,234.715,54348.276,233.186,55881.631,236.456,55294.618,235.208,55029.618,234.644
119,49659.578,222.899,54719.618,233.983,49445.907,222.418,55222.618,235.055,55348.290,235.323,55033.618,234.653
120,62118.329,249.301,54958.618,234.493,59372.316,243.729,54852.618,234.267,57854.632,240.592,55035.618,234.657
121,55312.631,235.250,55359.618,235.347,56834.302,238.463,54242.947,232.961,54019.618,232.482,55034.618,234.655
122,50996.593,225.881,55442.289,235.523,51887.593,227.845,54652.618,233.840,54083.618,232.620,55029.618,234.644
123,57394.974,239.636,55062.618,234.715,57531.974,239.922,54445.947,233.396,55456.290,235.553,55029.618,234.644
124,48549.236,220.392,55385.618,235.402,49445.907,222.418,54445.947,233.396,54296.618,233.077,55029.618,234.644
125,55599.619,235.856,54895.618,234.359,55163.618,234.930,54445.947,233.396,56205.290,237.137,55029.618,234.644
126,56910.961,238.622,55442.289,235.523,55589.289,235.835,54242.947,232.961,56744.290,238.271,55034.618,234.655
127,61216.671,247.488,54991.618,234.563,61459.671,247.978,54652.618,233.840,55232.618,235.077,55033.618,234.653
128,53365.264,231.066,54558.618,233.639,55031.618,234.649,55725.960,236.125,53164.593,230.630,55029.618,234.644
129,52938.593,230.140,55174.618,234.953,55447.289,235.534,54242.947,232.961,53164.593,230.630,55029.618,234.644
130,56039.935,236.784,55206.618,235.021,60336.987,245.701,54242.947,232.961,51679.922,227.388,55031.618,234.649
131,57127.290,239.074,55470.289,235.583,54348.276,233.186,54242.947,232.961,58228.632,241.368,55034.618,234.655
132,51346.593,226.655,54853.618,234.269,50298.922,224.331,55401.618,235.436,55960.290,236.620,55033.618,234.653
133,67096.382,259.103,54925.618,234.423,64025.369,253.105,55566.618,235.786,57252.632,239.337,55035.618,234.657
134,63927.027,252.909,55513.289,235.674,62513.685,250.097,55566.618,235.786,55232.618,235.077,55034.618,234.655
135,46254.224,215.120,54558.618,233.639,51599.593,227.212,54445.947,233.396,50278.251,224.284,55029.618,234.644
136,52691.263,229.603,54763.618,234.077,57690.974,240.253,55222.618,235.055,50355.251,224.455,55029.618,234.644
137,50126.236,223.942,54925.618,234.423,52027.264,228.152,55222.618,235.055,52929.593,230.120,55031.618,234.649
138,61140.659,247.332,55470.289,235.583,58243.316,241.402,54242.947,232.961,58159.632,241.225,55034.618,234.655
139,52181.264,228.490,55062.618,234.715,52027.264,228.152,54242.947,232.961,55960.290,236.620,55031.618,234.649
140,59638.343,244.279,55725.302,236.126,58676.316,242.297,54852.618,234.267,55405.290,235.445,55029.618,234.644
141,51262.935,226.472,54611.618,233.752,53189.605,230.687,54445.947,233.396,54019.618,232.482,55034.618,234.655
142,56936.303,238.676,54558.618,233.639,57846.974,240.578,54445.947,233.396,55232.618,235.077,55034.618,234.655
143,49675.922,222.938,54925.618,234.423,50574.922,224.945,55031.618,234.649,54155.618,232.775,55033.618,234.653
144,55160.948,234.923,55031.618,234.649,52520.935,229.233,54852.618,234.267,57997.632,240.889,55031.618,234.649
145,53317.935,230.965,55385.618,235.402,52157.264,228.437,55222.618,235.055,55706.290,236.083,55033.618,234.653
146,54709.605,233.959,55359.618,235.347,52652.935,229.520,54852.618,234.267,57039.290,238.889,55033.618,234.653
147,38912.527,197.311,55296.618,235.213,36664.514,191.527,55222.618,235.055,57978.632,240.849,55029.618,234.644
148,55800.948,236.281,55062.618,234.715,54889.947,234.346,54445.947,233.396,56513.290,237.786,55029.618,234.644
149,48022.894,219.193,55470.289,235.583,46461.223,215.600,55222.618,235.055,56248.290,237.228,55029.618,234.644
150,62636.685,250.343,54895.618,234.359,63484.026,252.031,55401.618,235.436,54083.618,232.620,55034.618,234.655
151,64584.711,254.209,55442.289,235.523,62920.355,250.910,56033.631,236.777,55031.618,234.649,55030.618,234.647
152,57909.646,240.709,54809.618,234.175,59664.316,244.327,54852.618,234.267,53814.618,232.041,55031.618,234.649
153,53820.593,232.048,55385.618,235.402,55163.618,234.930,55222.618,235.055,53164.593,230.630,55029.618,234.644
154,56885.633,238.569,55585.302,235.829,53848.605,232.111,55401.618,235.436,57148.961,239.120,55034.618,234.655
155,53686.605,231.762,54925.618,234.423,53711.605,231.816,54852.618,234.267,55294.618,235.208,55029.618,234.644
156,47581.565,218.185,55296.618,235.213,50702.593,225.230,54852.618,234.267,51589.922,227.190,55029.618,234.644
157,43893.223,209.560,55174.618,234.953,41337.211,203.367,55401.618,235.436,57899.632,240.685,55031.618,234.649
158,41654.210,204.145,55296.618,235.213,41796.210,204.493,54852.618,234.267,54782.618,234.118,55034.618,234.655
159,59874.974,244.756,54895.618,234.359,62205.342,249.478,55222.618,235.055,52929.593,230.120,55035.618,234.657
160,49699.250,222.989,54991.618,234.563,50955.593,225.791,56190.302,237.109,52598.593,229.400,55033.618,234.653
161,44316.526,210.561,55262.618,235.140,51887.593,227.845,55401.618,235.436,46465.210,215.607,55034.618,234.655
162,47448.565,217.880,55326.618,235.277,47603.565,218.236,55222.618,235.055,54378.618,233.253,55033.618,234.653
163,73026.104,270.314,54925.618,234.423,75833.143,275.465,55222.618,235.055,52929.593,230.120,55034.618,234.655
164,62394.329,249.854,55098.618,234.791,60789.658,246.621,53817.947,232.047,57686.632,240.242,55031.618,234.649
165,55832.289,236.350,55062.618,234.715,52398.935,228.966,55725.960,236.125,57874.632,240.633,55029.618,234.644
166,61955.658,248.974,54763.618,234.077,60639.658,246.317,54242.947,232.961,57348.632,239.538,55029.618,234.644
167,55786.619,236.252,55098.618,234.791,53455.605,231.263,54652.618,233.840,57742.632,240.359,55034.618,234.655
168,74672.145,273.349,55234.618,235.081,72685.131,269.688,55566.618,235.786,55758.290,236.193,55029.618,234.644
169,51903.593,227.880,55062.618,234.715,56539.302,237.843,54852.618,234.267,50659.251,225.131,55029.618,234.644
170,44526.210,211.062,54763.618,234.077,46829.894,216.455,55566.618,235.786,52027.922,228.152,55029.618,234.644
171,42509.552,206.231,55725.302,236.126,41337.211,203.367,55222.618,235.055,55706.290,236.083,55035.618,234.657
172,67025.382,258.966,54853.618,234.269,64025.369,253.105,54852.618,234.267,58020.632,240.936,55029.618,234.644
173,59811.658,244.630,54668.618,233.874,61329.000,247.714,54852.618,234.267,54225.618,232.925,55031.618,234.649
174,51655.264,227.336,55174.618,234.953,52786.935,229.812,54445.947,233.396,54296.618,233.077,55030.618,234.647
175,60591.317,246.217,55206.618,235.021,56976.302,238.760,55566.618,235.786,57770.632,240.417,55029.618,234.644
176,51142.935,226.207,54450.618,233.407,52520.935,229.233,55222.618,235.055,53959.618,232.353,55034.618,234.655
177,56249.290,237.230,54991.618,234.563,54348.276,233.186,54652.618,233.840,57382.632,239.609,55030.618,234.647
178,45641.894,213.693,54167.276,232.798,47342.565,217.637,55031.618,234.649,53879.618,232.181,55029.618,234.644
179,54142.277,232.744,55385.618,235.402,53051.605,230.388,55031.618,234.649,55813.290,236.309,55029.618,234.644
180,36661.499,191.515,55136.618,234.872,38210.514,195.521,55222.618,235.055,52517.593,229.223,55034.618,234.655
181,59445.317,243.879,55359.618,235.347,59938.988,244.890,55401.618,235.436,53879.618,232.181,55034.618,234.655
182,62081.987,249.227,55296.618,235.213,59664.316,244.327,55031.618,234.649,56995.290,238.797,55029.618,234.644
183,63776.342,252.607,54090.276,232.632,61922.342,248.911,54652.618,233.840,58173.632,241.254,55029.618,234.644
184,45016.197,212.217,54763.618,234.077,53848.605,232.111,55222.618,235.055,46065.539,214.677,55034.618,234.655
185,52476.264,229.134,55418.618,235.472,50702.593,225.230,54652.618,233.840,56995.290,238.797,55031.618,234.649
186,51527.593,227.054,55359.618,235.347,51197.593,226.326,55566.618,235.786,54517.618,233.551,55029.618,234.644
187,65534.738,256.076,54510.618,233.536,66963.080,258.852,53354.947,231.047,56107.290,236.931,55033.618,234.653
188,61139.658,247.330,55385.618,235.402,59938.988,244.890,55031.618,234.649,55758.290,236.193,55033.618,234.653
189,63841.052,252.744,55174.618,234.953,68093.764,261.030,55031.618,234.649,51408.922,226.791,55034.618,234.655
190,45937.894,214.384,54558.618,233.639,44191.552,210.270,55401.618,235.436,57290.632,239.417,55029.618,234.644
191,54390.605,233.276,55296.618,235.213,52398.935,228.966,55031.618,234.649,56861.290,238.517,55034.618,234.655
192,54189.935,232.845,53395.605,231.134,53455.605,231.263,54652.618,233.840,57874.632,240.633,55029.618,234.644
193,51767.922,227.581,55418.618,235.472,50060.251,223.797,55031.618,234.649,56550.290,237.864,55029.618,234.644
194,47435.565,217.850,54853.618,234.269,47886.565,218.883,55566.618,235.786,54155.618,232.775,55029.618,234.644
195,52879.947,230.017,54510.618,233.536,53711.605,231.816,56033.631,236.777,53735.618,231.871,55025.618,234.636
196,57660.646,240.191,55031.618,234.649,59372.316,243.729,54652.618,233.840,53814.618,232.041,55030.618,234.647
197,51035.907,225.964,55098.618,234.791,52652.935,229.520,55222.618,235.055,53090.593,230.470,55033.618,234.653
198,57360.316,239.566,54719.618,233.983,57965.316,240.825,54652.618,233.840,55165.618,234.934,55031.618,234.649
199,44002.552,209.820,55442.289,235.523,44776.552,211.656,54445.947,233.396,54296.618,233.077,55026.618,234.638
200,64722.341,254.473,55098.618,234.791,61183.329,247.419,55031.618,234.649,58159.632,241.225,55034.618,234.655
201,57375.986,239.599,55710.302,236.094,56539.302,237.843,55031.618,234.649,55165.618,234.934,55031.618,234.649
202,55505.948,235.656,54991.618,234.563,54482.947,233.476,54242.947,232.961,56912.290,238.623,55029.618,234.644
203,42382.881,205.923,55098.618,234.791,43960.552,209.720,54445.947,233.396,53575.947,231.525,55029.618,234.644
204,53332.605,230.997,54895.618,234.359,56384.302,237.517,54852.618,234.267,52365.593,228.892,55029.618,234.644
205,62405.685,249.881,55296.618,235.213,63061.026,251.191,55566.618,235.786,53659.947,231.707,55029.618,234.644
206,55077.277,234.744,54925.618,234.423,53599.605,231.574,55222.618,235.055,56456.290,237.666,55026.618,234.638
207,59194.974,243.363,55062.618,234.715,61922.342,248.911,54652.618,233.840,52929.593,230.120,55034.618,234.655
208,50959.251,225.797,54558.618,233.639,57401.974,239.651,55881.631,236.456,48549.567,220.392,55029.618,234.644
209,39595.527,199.035,55608.302,235.878,39545.856,198.909,54445.947,233.396,55165.618,234.934,55033.618,234.653
210,49499.922,222.543,55206.618,235.021,50433.922,224.631,54652.618,233.840,54225.618,232.925,55033.618,234.653
211,46725.565,216.215,54853.618,234.269,50166.922,224.036,55566.618,235.786,50937.922,225.750,55031.618,234.649
212,51626.264,227.272,55098.618,234.791,51084.593,226.076,55222.618,235.055,55348.290,235.323,55029.618,234.644
213,40632.211,201.626,55262.618,235.140,40860.211,202.191,54445.947,233.396,55098.618,234.791,55029.618,234.644
214,65608.697,256.213,54895.618,234.359,62920.355,250.910,55401.618,235.436,57184.961,239.195,55033.618,234.653
215,46997.223,216.840,54895.618,234.359,49690.579,222.969,54242.947,232.961,52929.593,230.120,55029.618,234.644
216,46424.223,215.515,54991.618,234.563,45151.552,212.540,55401.618,235.436,56205.290,237.137,55031.618,234.649
217,64220.368,253.490,54958.618,234.493,66368.394,257.697,55881.631,236.456,52517.593,229.223,55029.618,234.644
218,56454.631,237.664,54034.276,232.512,56690.302,238.161,54652.618,233.840,56205.290,237.137,55029.618,234.644
219,58245.974,241.405,54895.618,234.359,55967.631,236.638,55222.618,235.055,57216.961,239.262,55031.618,234.649
220,53487.934,231.332,55174.618,234.953,58109.316,241.124,55401.618,235.436,50185.251,224.076,55033.618,234.653
221,61171.987,247.394,55262.618,235.140,59786.988,244.579,54031.947,232.508,57102.961,239.024,55034.618,234.655
222,62036.671,249.139,54668.618,233.874,61922.342,248.911,54242.947,232.961,56348.290,237.439,55031.618,234.649
223,69326.079,263.376,55385.618,235.402,66368.394,257.697,54652.618,233.840,57485.632,239.824,55034.618,234.655
224,47894.565,218.901,54895.618,234.359,53189.605,230.687,55222.618,235.055,49524.580,222.596,55031.618,234.649
225,45217.881,212.695,55492.289,235.629,46117.223,214.801,55222.618,235.055,53366.276,231.071,55027.618,234.640
226,62257.658,249.580,55136.618,234.872,60068.987,245.155,55401.618,235.436,56550.290,237.864,55029.618,234.644
227,60348.000,245.726,54853.618,234.269,62050.342,249.167,54852.618,234.267,53879.618,232.181,55025.618,234.636
228,45182.223,212.614,54991.618,234.563,45040.552,212.279,53817.947,232.047,56456.290,237.666,55034.618,234.655
229,60383.316,245.794,55062.618,234.715,62920.355,250.910,55031.618,234.649,52761.593,229.755,55035.618,234.657
230,56821.657,238.441,55635.302,235.935,56539.302,237.843,55566.618,235.786,54155.618,232.775,55029.618,234.644
231,63165.013,251.395,55174.618,234.953,61922.342,248.911,55566.618,235.786,55456.290,235.553,55029.618,234.644
232,72511.105,269.360,55031.618,234.649,75833.143,275.465,55031.618,234.649,52598.593,229.400,55030.618,234.647
233,62722.356,250.515,55234.618,235.081,63196.026,251.459,54652.618,233.840,54782.618,234.118,55031.618,234.649
234,50327.593,224.396,54719.618,233.983,50702.593,225.230,54852.618,234.267,55098.618,234.791,55029.618,234.644
235,54553.289,233.628,55262.618,235.140,55447.289,235.534,54852.618,234.267,54083.618,232.620,55034.618,234.655
236,54046.960,232.543,54611.618,233.752,55845.631,236.380,54031.947,232.508,54657.618,233.850,55034.618,234.655
237,66445.723,257.846,54221.947,232.916,65158.723,255.338,54445.947,233.396,57667.632,240.203,55029.618,234.644
238,52719.935,229.666,54719.618,233.983,56248.302,237.231,54031.947,232.508,52838.593,229.923,55029.618,234.644
239,60316.330,245.661,55062.618,234.715,64168.710,253.390,54652.618,233.840,52027.922,228.152,55031.618,234.649
