# CaFe B11 SRC Systematics Cuts Summary
# entry -> id for a particular combination of random gaussian-generated data analysis cuts  
# syst_total_real -> randoms-subtracted, integrated yield (varied all cuts simultaneously)
# syst_dVAR_real,err -> randoms-subtracted integrated yield (kept all cuts at central value, and varied only VAR)
entry,syst_total_real,syst_total_real_err,syst_dPm_min_real,syst_dPm_min_real_err,syst_dPm_max_real,syst_dPm_max_real_err,syst_dQ2_real,syst_dQ2_real_err,syst_dXbj_real,syst_dXbj_real_err,syst_dthrq_real,syst_dthrq_real_err,syst_dHcoll_real,syst_dHcoll_real_err,syst_dScoll_real,syst_dScoll_real_err
0,2292.605,48.507,3309.566,58.303,4230.947,65.768,4476.368,67.672,4162.250,65.220,3083.118,56.226,4525.368,68.033,4344.000,66.661
1,4655.053,68.993,4229.000,65.793,4092.855,64.638,4401.684,67.105,4419.053,67.260,4958.132,71.210,4282.658,66.193,4341.000,66.638
2,3117.276,56.374,4145.658,65.149,4220.605,65.682,4110.250,64.820,3801.750,62.262,4050.947,64.385,4263.658,66.049,4342.000,66.646
3,3841.632,62.752,4541.355,68.141,4225.276,65.721,4333.329,66.577,4622.842,68.848,3607.526,60.772,4366.000,66.826,4342.000,66.646
4,3023.211,55.474,4171.329,65.350,3975.474,63.686,4246.303,65.901,3603.671,60.585,4546.724,68.206,4015.632,64.123,4342.000,66.646
5,4582.145,68.529,4707.368,69.358,4150.553,65.107,4471.368,67.635,4972.724,71.493,3959.908,63.643,4199.316,65.553,4342.000,66.646
6,3900.000,62.980,4864.053,70.491,3918.434,63.206,4417.684,67.224,4001.171,63.911,3879.224,62.992,4498.355,67.825,4343.000,66.653
7,4595.329,68.517,4408.684,67.157,4202.263,65.536,4307.658,66.381,4281.961,66.164,4885.447,70.686,4243.658,65.897,4344.000,66.661
8,3286.355,57.922,3976.974,63.828,4044.184,64.257,4337.329,66.608,3947.474,63.466,4533.724,68.111,4108.303,64.845,4342.000,66.646
9,3466.711,59.477,4197.329,65.548,4289.974,66.235,4073.579,64.533,4020.842,64.069,3938.566,63.468,4514.026,67.944,4343.000,66.653
10,4218.789,65.555,4471.355,67.626,4455.368,67.517,4387.671,66.991,3642.342,60.907,5009.132,71.568,4233.987,65.821,4344.000,66.661
11,4272.263,66.068,4471.355,67.626,4320.658,66.479,3852.184,62.745,4332.658,66.569,4575.737,68.428,4514.026,67.944,4342.000,66.646
12,4983.105,71.600,3903.974,63.254,4476.066,67.693,4263.303,66.030,4806.605,70.238,4744.079,69.654,4402.013,67.104,4342.000,66.646
13,3257.882,57.555,4471.355,67.626,4252.290,65.936,4092.250,64.681,3286.566,57.818,4600.737,68.611,4233.987,65.821,4342.000,66.646
14,4213.382,65.710,4229.000,65.793,4579.434,68.477,4473.368,67.650,4332.658,66.569,3805.224,62.402,4539.039,68.137,4344.000,66.661
15,4552.724,68.250,4359.013,66.783,4500.408,67.879,4290.316,66.244,4276.947,66.116,4664.737,69.075,4199.316,65.553,4342.000,66.646
16,4399.118,67.161,4471.355,67.626,4256.290,65.967,4071.579,64.517,4857.658,70.638,4132.289,65.020,4465.355,67.581,4342.000,66.646
17,4499.539,67.969,4492.355,67.781,4590.776,68.567,4181.961,65.404,4622.842,68.848,3698.197,61.517,4682.395,69.197,4342.000,66.646
