# CaFe Au197 SRC Systematics Cuts Summary
# entry -> id for a particular combination of random gaussian-generated data analysis cuts  
# syst_total_real -> randoms-subtracted, integrated yield (varied all cuts simultaneously)
# syst_dVAR_real,err -> randoms-subtracted integrated yield (kept all cuts at central value, and varied only VAR)
entry,syst_total_real,syst_total_real_err,syst_dPm_min_real,syst_dPm_min_real_err,syst_dPm_max_real,syst_dPm_max_real_err,syst_dQ2_real,syst_dQ2_real_err,syst_dXbj_real,syst_dXbj_real_err,syst_dthrq_real,syst_dthrq_real_err,syst_dHcoll_real,syst_dHcoll_real_err,syst_dScoll_real,syst_dScoll_real_err
43,1848.013,44.522,2150.368,48.166,2171.605,48.287,2153.316,48.142,2151.868,48.009,2258.039,49.276,2346.763,50.224,2286.066,49.586
44,2595.276,53.124,2233.382,49.034,2134.237,47.862,2323.118,50.010,2805.145,55.246,2388.461,50.668,2171.961,48.313,2286.066,49.586
45,2733.066,54.518,2461.487,51.409,2168.605,48.256,2323.118,50.010,2880.618,56.050,2321.408,49.950,2094.224,47.428,2286.066,49.586
46,2521.132,51.965,2408.132,50.866,2051.513,46.929,2257.724,49.290,2425.908,51.148,2412.132,50.905,2424.790,51.021,2286.066,49.586
47,2475.618,51.674,2322.737,49.958,2302.750,49.771,2338.461,50.172,2487.961,51.801,2125.289,47.823,2345.763,50.215,2284.066,49.566
48,2004.434,46.340,2203.382,48.727,2294.737,49.677,2360.145,50.405,1991.368,46.128,2365.434,50.414,2278.724,49.503,2286.066,49.586
49,2775.145,54.974,2416.803,50.956,2401.882,50.886,2200.026,48.670,2731.711,54.485,2057.908,47.062,2427.461,51.052,2286.066,49.586
50,1955.882,45.574,2426.803,51.054,2119.895,47.702,2229.039,48.981,1793.184,43.717,2473.171,51.540,2333.421,50.083,2286.066,49.586
51,2464.421,51.374,2300.066,49.727,2264.368,49.335,2375.829,50.578,2233.316,48.966,2526.526,52.076,2197.987,48.609,2288.066,49.606
52,2872.197,55.897,2416.803,50.956,2211.987,48.752,2336.461,50.152,2830.539,55.531,2240.368,49.092,2264.711,49.348,2286.066,49.586
53,2152.513,47.993,2311.066,49.837,2226.658,48.907,2338.461,50.172,2097.816,47.387,2298.737,49.718,2328.750,50.032,2286.066,49.586
54,2560.987,52.842,2108.697,47.727,2206.987,48.701,2102.276,47.568,2913.000,56.381,2445.487,51.253,2298.066,49.707,2286.066,49.586
55,2045.618,46.978,2255.053,49.259,2222.658,48.866,2362.145,50.425,2439.250,51.286,2125.289,47.823,2104.908,47.559,2286.066,49.586
56,2513.868,51.962,2400.447,50.773,2171.605,48.287,2339.461,50.182,2466.947,51.585,2338.079,50.121,2210.329,48.744,2288.066,49.606
57,1684.816,42.419,2379.105,50.554,1970.079,45.944,2152.316,48.132,2160.539,48.104,2031.566,46.772,2377.776,50.545,2288.066,49.606
58,1995.237,46.027,2349.421,50.242,2224.658,48.887,2331.461,50.102,1786.842,43.635,2757.329,54.371,2106.579,47.581,2286.066,49.586
59,1854.934,44.511,2190.382,48.593,2396.526,50.812,2303.092,49.783,1778.500,43.529,2465.500,51.461,2278.724,49.503,2286.066,49.586
60,2463.526,51.789,2130.368,47.958,2278.368,49.477,2313.434,49.896,2683.290,53.958,2258.039,49.276,2239.355,49.068,2286.066,49.586
61,3022.803,57.464,2203.382,48.727,2204.316,48.669,2299.092,49.743,2995.790,57.217,2460.500,51.412,2262.711,49.327,2286.066,49.586
62,2115.079,47.844,2034.000,46.905,2327.763,50.035,2272.724,49.442,2368.145,50.485,2276.724,49.483,2256.711,49.267,2286.066,49.586
63,1735.303,43.187,2287.066,49.596,2260.026,49.283,2234.711,49.043,2144.855,47.922,1853.145,44.727,2326.750,50.012,2287.066,49.596
64,1671.566,42.360,2300.066,49.727,2318.421,49.933,2371.829,50.538,1980.684,45.993,1831.803,44.478,2291.066,49.636,2286.066,49.586
65,2012.750,46.411,2141.368,48.073,2310.421,49.853,2221.039,48.899,1991.368,46.128,2586.553,52.674,2244.368,49.132,2288.066,49.606
66,1679.040,42.221,2277.066,49.495,2357.789,50.360,1968.474,45.993,1712.079,42.657,2520.855,52.017,2326.750,50.012,2287.066,49.596
67,2078.158,47.189,2108.697,47.727,2247.355,49.149,2097.934,47.513,2132.184,47.785,2555.211,52.367,2377.776,50.545,2286.066,49.586
68,2989.908,56.978,2243.053,49.137,2376.500,50.589,2229.711,48.992,2701.316,54.149,2535.526,52.162,2246.368,49.153,2288.066,49.606
69,2691.342,54.081,2190.382,48.593,2376.145,50.564,2327.461,50.063,2595.829,53.022,2201.342,48.666,2392.776,50.693,2288.066,49.606
70,2064.539,47.095,2255.053,49.259,2393.513,50.770,2341.461,50.202,2084.145,47.238,2275.724,49.472,2183.645,48.452,2288.066,49.606
71,2167.592,48.232,2300.066,49.727,2294.737,49.677,2325.118,50.030,2224.290,48.847,2260.039,49.296,2207.658,48.712,2287.066,49.596
72,2053.553,46.993,2329.408,50.030,1979.092,46.056,2251.053,49.218,2596.842,53.044,2327.079,50.011,2097.237,47.474,2286.066,49.586
73,1863.882,44.553,2520.184,52.006,2238.342,49.044,2121.961,47.793,1915.632,45.222,2180.329,48.436,2304.408,49.779,2288.066,49.606
74,2358.526,50.437,2300.066,49.727,2287.066,49.596,2078.579,47.286,2583.803,52.884,2344.750,50.191,2240.697,49.090,2289.066,49.616
75,2381.895,50.703,2322.737,49.958,2347.776,50.248,2230.711,49.002,2513.671,52.091,2193.342,48.583,2220.342,48.860,2287.066,49.596
76,2087.132,47.256,2287.066,49.596,2235.000,49.001,2159.987,48.216,2151.868,48.009,2436.487,51.165,2249.368,49.183,2286.066,49.586
77,2243.816,49.242,2224.382,48.942,2168.605,48.256,2139.974,47.994,2583.803,52.884,2282.395,49.544,2326.750,50.012,2287.066,49.596
78,1818.171,43.987,2488.829,51.683,2121.895,47.723,2319.447,49.969,1822.539,44.077,2228.026,48.957,2199.987,48.629,2288.066,49.606
79,2365.118,50.429,2190.382,48.593,2376.487,50.576,2190.026,48.567,2240.658,49.050,2446.487,51.263,2351.763,50.274,2288.066,49.606
80,1817.329,44.156,2287.066,49.596,2142.908,47.957,2327.461,50.063,2186.553,48.387,2156.645,48.172,2120.934,47.755,2287.066,49.596
81,2888.066,55.921,2215.382,48.850,2300.079,49.740,2319.447,49.969,2583.803,52.884,2520.855,52.017,2298.066,49.707,2286.066,49.586
82,1599.303,41.181,2203.382,48.727,2224.658,48.887,2374.829,50.568,1532.237,40.278,2591.224,52.722,2308.408,49.819,2287.066,49.596
83,1935.355,45.866,2224.382,48.942,2361.132,50.402,1998.500,46.347,2701.316,54.149,2127.289,47.844,2013.526,46.537,2287.066,49.596
84,1882.329,44.886,2215.382,48.850,2105.882,47.542,2330.461,50.092,2023.382,46.487,2324.408,49.980,2312.750,49.872,2284.066,49.566
85,3489.039,61.579,2400.447,50.773,2325.763,50.015,2331.461,50.102,2837.224,55.607,2565.553,52.474,2215.342,48.809,2288.066,49.606
86,2311.921,50.034,2171.711,48.396,2278.368,49.477,2378.500,50.609,2525.355,52.220,2125.289,47.823,2299.066,49.717,2287.066,49.596
87,2952.053,56.479,2119.697,47.842,2157.934,48.140,2367.829,50.499,2565.434,52.677,2711.987,53.945,2346.763,50.224,2286.066,49.586
88,2465.066,51.681,2311.066,49.837,2541.684,52.372,2351.803,50.314,2449.263,51.397,2056.908,47.052,2199.987,48.629,2288.066,49.606
89,1966.092,45.915,2255.053,49.259,2375.145,50.554,2310.434,49.866,2040.421,46.713,2216.013,48.821,2220.342,48.860,2286.066,49.586
90,1725.039,43.149,2054.671,47.130,2312.421,49.873,2284.066,49.566,2124.513,47.700,2061.921,47.119,2273.724,49.452,2288.066,49.606
91,2264.829,49.131,2400.447,50.773,2380.500,50.628,2310.434,49.866,1915.632,45.222,2413.132,50.915,2338.421,50.133,2287.066,49.596
92,1729.539,43.009,2150.368,48.166,2302.750,49.771,2272.724,49.442,1875.921,44.732,2273.724,49.452,2272.382,49.430,2287.066,49.596
93,3525.184,61.988,2287.066,49.596,2199.974,48.616,2287.066,49.596,3080.316,58.117,2589.224,52.703,2354.763,50.304,2288.066,49.606
94,2359.776,50.367,2215.382,48.850,2334.434,50.106,2363.816,50.446,2287.066,49.596,2579.553,52.607,2061.882,47.076,2286.066,49.586
95,1830.263,44.229,2150.368,48.166,2367.803,50.472,2341.461,50.202,1832.553,44.205,2498.513,51.793,2192.316,48.546,2286.066,49.586
96,3220.579,58.971,2287.066,49.596,2286.053,49.572,2347.132,50.263,2595.829,53.022,2609.579,52.917,2352.763,50.284,2286.066,49.586
97,2187.303,48.481,2287.066,49.596,2162.934,48.192,2321.447,49.989,2318.105,49.947,2465.500,51.461,2076.882,47.236,2284.066,49.566
98,2574.000,52.663,2233.382,49.034,2188.618,48.476,2243.382,49.136,2533.053,52.322,2488.842,51.696,2311.750,49.862,2286.066,49.586
99,2540.776,52.450,2255.053,49.259,2292.737,49.657,2305.434,49.816,2542.066,52.421,2244.039,49.133,2333.421,50.083,2288.066,49.606
100,2402.158,50.833,2349.421,50.242,2244.684,49.118,2147.316,48.080,2510.987,52.048,2372.118,50.498,2240.697,49.090,2287.066,49.596
101,3703.132,63.366,2233.382,49.034,2297.079,49.710,2175.000,48.385,2932.355,56.571,2895.711,55.672,2361.434,50.375,2286.066,49.586
102,1498.368,40.019,2311.066,49.837,2512.987,52.067,2374.829,50.568,1768.474,43.384,2088.605,47.419,1914.447,45.373,2287.066,49.596
103,1874.671,44.811,2215.382,48.850,2118.224,47.680,2325.118,50.030,2028.737,46.569,2231.697,48.999,2383.776,50.605,2287.066,49.596
104,2723.158,54.206,2300.066,49.727,2272.368,49.416,2292.079,49.660,2596.842,53.044,2559.211,52.405,2106.579,47.581,2286.066,49.586
105,1731.000,43.173,2461.487,51.409,2238.342,49.044,2328.461,50.073,2092.145,47.323,1771.776,43.768,2249.368,49.183,2287.066,49.596
106,1945.763,45.698,2379.105,50.554,1607.355,41.343,2339.461,50.182,2845.579,55.701,2182.329,48.456,2299.066,49.717,2286.066,49.586
107,2382.211,50.688,2150.368,48.166,2357.789,50.360,2266.724,49.381,2377.487,50.586,2349.421,50.242,2299.066,49.717,2288.066,49.606
108,2013.316,46.666,2150.368,48.166,2347.776,50.248,2142.974,48.026,2356.474,50.364,2163.658,48.259,2241.368,49.102,2286.066,49.586
109,2230.263,48.881,2349.421,50.242,2367.803,50.472,2360.145,50.405,2097.816,47.387,2164.658,48.269,2354.763,50.304,2286.066,49.586
110,1931.934,45.368,2287.066,49.596,2371.474,50.513,2303.092,49.783,1842.224,44.319,2449.487,51.292,2193.987,48.567,2287.066,49.596
111,1970.053,46.275,2119.697,47.842,2208.987,48.722,2094.250,47.456,2712.342,54.275,2088.605,47.419,2252.368,49.214,2288.066,49.606
112,1563.605,40.708,2287.066,49.596,2129.566,47.808,2378.500,50.609,1582.974,40.988,2363.763,50.393,2273.724,49.452,2287.066,49.596
113,1947.461,45.750,2379.105,50.554,2204.316,48.669,2207.697,48.753,2259.697,49.284,1969.882,46.089,2361.763,50.374,2284.066,49.566
114,1784.092,43.508,2322.737,49.958,2208.987,48.722,2322.118,50.000,1712.079,42.657,2327.079,50.011,2345.092,50.203,2286.066,49.586
115,2286.434,49.625,2300.066,49.727,2376.500,50.589,2305.434,49.816,2287.066,49.596,2275.724,49.472,2183.645,48.452,2286.066,49.586
116,2386.079,50.924,2316.066,49.887,2206.987,48.701,2337.461,50.162,2738.395,54.563,2045.237,46.923,2280.724,49.523,2286.066,49.586
117,2007.158,46.430,2329.408,50.030,2321.763,49.975,2018.855,46.589,2255.355,49.231,2199.342,48.645,2311.750,49.862,2287.066,49.596
118,1848.211,44.372,2322.737,49.958,2554.711,52.521,2274.724,49.462,1645.697,41.814,2372.118,50.498,2293.066,49.656,2286.066,49.586
119,1887.066,45.017,2215.382,48.850,1945.079,45.671,2190.026,48.567,2318.105,49.947,2364.763,50.403,2294.066,49.666,2287.066,49.596
120,3547.197,62.176,2316.066,49.887,2361.803,50.413,2327.118,50.050,2956.382,56.807,2372.118,50.498,2397.776,50.743,2288.066,49.606
121,2307.566,49.969,2066.342,47.258,2382.171,50.649,2304.763,49.805,2344.461,50.232,2381.789,50.598,2249.368,49.183,2288.066,49.606
122,2525.053,52.246,2190.382,48.593,2320.092,49.954,2241.711,49.114,2533.053,52.322,2400.461,50.786,2252.368,49.214,2286.066,49.586
123,3109.526,58.263,2203.382,48.727,2355.118,50.329,2310.434,49.866,2830.539,55.531,2410.132,50.886,2298.066,49.707,2286.066,49.586
124,2633.539,53.417,2243.053,49.137,2393.855,50.782,2190.026,48.567,2565.434,52.677,2372.118,50.498,2257.711,49.277,2286.066,49.586
125,1413.605,39.248,2034.000,46.905,2060.184,47.026,2287.066,49.596,2479.289,51.713,1701.066,42.901,2326.750,50.012,2286.066,49.586
126,1661.421,42.069,2400.447,50.773,2401.882,50.886,2290.408,49.638,1707.408,42.597,1915.197,45.473,2345.092,50.203,2288.066,49.606
127,2277.908,49.680,2108.697,47.727,2347.776,50.248,2339.461,50.182,2418.566,51.067,2206.013,48.718,2292.066,49.646,2287.066,49.596
128,1707.895,42.782,2203.382,48.727,2320.092,49.954,2287.066,49.596,1970.013,45.872,2100.276,47.547,2214.671,48.798,2286.066,49.586
129,2356.513,50.404,2255.053,49.259,2339.776,50.168,2289.737,49.627,2396.526,50.812,2293.066,49.656,2214.671,48.798,2286.066,49.586
130,1847.974,44.477,2339.079,50.130,2206.987,48.701,2333.461,50.122,2025.395,46.523,2182.329,48.456,2163.289,48.219,2287.066,49.596
131,2638.711,53.314,2356.763,50.324,2253.026,49.211,2274.724,49.462,2533.053,52.322,2243.368,49.122,2415.447,50.921,2288.066,49.606
132,2193.171,48.748,2119.697,47.842,2557.053,52.551,2211.368,48.795,2233.316,48.966,2157.987,48.195,2312.750,49.872,2287.066,49.596
133,3854.474,65.323,2408.132,50.866,2264.368,49.335,2359.145,50.395,3627.961,63.425,2202.013,48.677,2365.434,50.414,2288.066,49.606
134,1721.474,42.838,2461.487,51.409,2339.776,50.168,2347.803,50.274,1755.789,43.217,1946.539,45.826,2292.066,49.646,2288.066,49.606
135,2384.461,50.629,2400.447,50.773,2375.145,50.554,2237.711,49.073,2356.474,50.364,2360.763,50.364,2109.592,47.626,2286.066,49.586
136,3011.750,57.611,2329.408,50.030,2337.434,50.136,2313.434,49.896,3240.566,59.689,2196.342,48.614,2112.263,47.659,2286.066,49.586
137,1786.632,43.772,2316.066,49.887,2321.763,49.975,2242.711,49.124,2092.145,47.323,1976.882,46.165,2210.329,48.744,2287.066,49.596
138,2438.013,51.044,2426.803,51.054,2355.118,50.329,2315.447,49.929,2097.816,47.387,2277.724,49.493,2409.776,50.861,2288.066,49.606
139,2539.026,52.354,2215.382,48.850,2472.592,51.619,2242.711,49.124,2356.474,50.364,2347.750,50.221,2312.750,49.872,2286.066,49.586
140,2310.026,49.787,2311.066,49.837,2051.513,46.929,2321.447,49.989,2406.211,50.925,2364.763,50.403,2297.066,49.696,2286.066,49.586
141,1973.947,46.204,2119.697,47.842,2325.763,50.015,2254.053,49.249,2318.105,49.947,2114.618,47.707,2249.368,49.183,2288.066,49.606
142,1859.882,44.880,2190.382,48.593,2296.079,49.700,2314.434,49.906,2287.066,49.596,1919.197,45.517,2292.066,49.646,2288.066,49.606
143,2184.566,48.380,2356.763,50.324,2208.987,48.722,2216.039,48.848,2233.316,48.966,2348.750,50.231,2254.711,49.246,2287.066,49.596
144,2711.961,54.227,2287.066,49.596,2291.066,49.636,2246.053,49.167,2706.329,54.208,2232.697,49.009,2400.776,50.772,2287.066,49.596
145,1676.092,42.249,2311.066,49.837,1645.395,41.847,2243.382,49.136,2383.513,50.671,2273.724,49.452,2302.737,49.758,2287.066,49.596
146,2181.368,48.143,2316.066,49.887,2294.737,49.677,2248.053,49.188,1814.539,43.986,2726.658,54.084,2353.763,50.294,2288.066,49.606
147,1756.211,43.705,2263.724,49.351,2180.947,48.392,1882.421,44.990,2867.947,55.933,1861.145,44.816,2399.776,50.762,2286.066,49.586
148,1873.961,44.754,2203.382,48.727,2450.250,51.393,2284.066,49.566,1814.539,43.986,2296.066,49.686,2338.421,50.133,2286.066,49.586
149,1645.145,41.943,2233.382,49.034,2235.000,49.001,2142.974,48.026,1952.671,45.673,2065.921,47.161,2327.750,50.022,2286.066,49.586
150,2142.026,48.070,2255.053,49.259,2396.526,50.812,2357.145,50.375,2240.658,49.050,2102.276,47.568,2252.368,49.214,2288.066,49.606
151,2547.566,52.315,2379.105,50.554,2404.882,50.916,2351.803,50.314,2224.290,48.847,2336.079,50.101,2287.066,49.596,2286.066,49.586
152,3407.118,60.975,2287.066,49.596,2396.539,50.825,2328.461,50.073,2813.158,55.330,2530.526,52.114,2241.368,49.102,2287.066,49.596
153,1826.987,44.256,2387.776,50.644,2393.855,50.782,2287.066,49.596,2023.382,46.487,1935.539,45.705,2214.671,48.798,2286.066,49.586
154,2053.697,46.794,2329.408,50.030,2245.013,49.117,2262.724,49.341,2011.711,46.357,2274.724,49.462,2360.763,50.364,2288.066,49.606
155,1939.868,45.748,2311.066,49.837,2376.500,50.589,2259.724,49.310,2224.290,48.847,1903.197,45.341,2293.066,49.656,2286.066,49.586
156,1954.855,45.897,2150.368,48.166,2092.211,47.393,2221.039,48.899,2332.790,50.111,2427.816,51.076,2161.947,48.196,2286.066,49.586
157,2398.579,50.884,2349.421,50.242,2347.776,50.248,2030.868,46.732,2571.447,52.746,2193.342,48.583,2397.776,50.743,2286.066,49.586
158,1579.724,41.050,2224.382,48.942,2218.658,48.825,2040.211,46.841,1795.539,43.769,2333.079,50.071,2275.724,49.472,2288.066,49.606
159,1896.211,44.910,2255.053,49.259,2375.145,50.554,2346.461,50.252,1763.132,43.312,2551.539,52.328,2210.329,48.744,2288.066,49.606
160,2135.329,47.621,2400.447,50.773,2099.211,47.467,2229.039,48.981,1915.632,45.222,2774.329,54.527,2197.987,48.609,2287.066,49.596
161,1697.171,42.590,2316.066,49.887,2314.421,49.893,2241.711,49.114,2025.395,46.523,2183.329,48.467,1984.500,46.195,2288.066,49.606
162,2566.105,53.002,2141.368,48.073,2339.776,50.168,2159.987,48.216,2908.658,56.334,2215.013,48.810,2260.711,49.307,2287.066,49.596
163,1970.079,45.944,2190.382,48.593,2310.421,49.853,2385.842,50.690,1960.013,45.763,2442.487,51.224,2210.329,48.744,2288.066,49.606
164,1895.908,44.940,2349.421,50.242,2177.947,48.361,2334.461,50.132,1832.553,44.205,2258.039,49.276,2387.776,50.644,2286.066,49.586
165,3148.224,58.336,2300.066,49.727,2462.921,51.521,2245.382,49.156,2561.750,52.625,2493.842,51.744,2397.776,50.743,2286.066,49.586
166,2929.645,56.214,2339.079,50.130,2320.092,49.954,2334.461,50.132,2542.066,52.421,2367.776,50.446,2371.434,50.474,2286.066,49.586
167,2573.842,52.827,2066.342,47.258,2359.132,50.382,2256.724,49.280,2542.066,52.421,2342.079,50.160,2391.776,50.684,2288.066,49.606
168,2599.697,52.620,2349.421,50.242,2363.803,50.433,2382.842,50.660,1884.263,44.835,2953.395,56.204,2304.408,49.779,2286.066,49.586
169,2072.724,47.024,2311.066,49.837,2320.092,49.954,2301.092,49.763,2011.711,46.357,2492.842,51.734,2121.934,47.765,2286.066,49.586
170,2344.211,50.312,2203.382,48.727,2339.776,50.168,2146.316,48.070,2466.947,51.585,2455.158,51.352,2173.303,48.336,2286.066,49.586
171,1360.461,37.942,2263.724,49.351,2268.368,49.376,2030.868,46.732,1532.237,40.278,2183.329,48.467,2302.737,49.758,2288.066,49.606
172,2952.040,56.761,2141.368,48.073,2206.987,48.701,2359.145,50.395,2855.263,55.804,2341.079,50.150,2400.776,50.772,2286.066,49.586
173,2174.921,48.303,2277.066,49.495,2387.513,50.711,2338.461,50.172,2034.408,46.634,2372.118,50.498,2256.711,49.267,2287.066,49.596
174,1714.289,42.928,2119.697,47.842,2445.250,51.345,2249.053,49.198,1915.632,45.222,2133.632,47.919,2257.711,49.277,2286.066,49.586
175,3044.276,57.194,2441.145,51.202,2420.237,51.088,2305.434,49.816,2323.776,50.008,2512.855,51.940,2392.776,50.693,2286.066,49.586
176,2492.592,52.132,2363.434,50.395,1992.434,46.210,2246.053,49.167,3113.368,58.446,2279.395,49.514,2246.368,49.153,2288.066,49.606
177,3651.421,63.185,2233.382,49.034,2224.658,48.887,2274.724,49.462,3214.197,59.438,2579.553,52.607,2373.434,50.494,2286.066,49.586
178,2196.026,48.629,2316.066,49.887,2348.447,50.259,2153.316,48.142,2344.461,50.232,2220.355,48.874,2244.368,49.132,2286.066,49.586
179,1987.289,46.358,2085.355,47.473,2245.013,49.117,2251.053,49.218,2356.474,50.364,2157.987,48.195,2308.408,49.819,2286.066,49.586
