#-------------------------------------
#        Data Analysis Summary        
#-------------------------------------
#                                     
#                                     
# target_name: Ca48        kin_type:  SRC            
# target_amu: 47.952523                 
# target_density [g/cm3]: 1.8600     
# target_thickness [cm]: 0.5650      
# target_areal_density [g/cm2]: 1.0509
#
# N: 28
# Z: 20
# A: 48
# transparency: 0.37
#
# beam_energy [GeV]: 10.5494          
#
# hms_h_particle_mass [GeV]: 0.938272          
# hms_h_momentum [GeV/c]: 1.3250             
# hms_h_angle [deg]: -66.4000                  
#
# shms_e_particle_mass [GeV]: 0.000511          
# shms_e_momentum [GeV/c]: 8.5500             
# shms_e_angle [deg]: 8.3000                  
#
# BCM1_Current_Threshold [uA]: >5.00 
# Units: time [sec] | charge [mC] | currnet [uA] | rates [kHz] |  efficiencies [fractional form]                       
#                       
run,beam_time,charge,avg_current,total_Yield,total_Yield_err,real_Yield,real_Yield_err,random_Yield,random_Yield_err,hTrkEff,hTrkEff_err,pTrkEff,pTrkEff_err,cpuLT,cpuLT_err_Bi,tLT,tLT_err_Bi,S1X_rate,T1_scl_rate,T2_scl_rate,T3_scl_rate,T5_scl_rate,T1_accp_rate,T2_accp_rate,T3_accp_rate,T5_accp_rate,edtm_scl,edtm_accp,PS1,PS2,PS3,PS5,ctime_offset,ctime_sigma,hbeta_mean,hbeta_sigma,pbeta_mean,pbeta_sigma,pcal_mean,pcal_sigma,hdc1u1_res,hdc1u2_res,hdc1x1_res,hdc1x2_res,hdc1v2_res,hdc1v1_res,hdc2v1_res,hdc2v2_res,hdc2x2_res,hdc2x1_res,hdc2u2_res,hdc2u1_res,hdc1u1_res_err,hdc1u2_res_err,hdc1x1_res_err,hdc1x2_res_err,hdc1v2_res_err,hdc1v1_res_err,hdc2v1_res_err,hdc2v2_res_err,hdc2x2_res_err,hdc2x1_res_err,hdc2u2_res_err,hdc2u1_res_err,pdc1u1_res,pdc1u2_res,pdc1x1_res,pdc1x2_res,pdc1v1_res,pdc1v2_res,pdc2v2_res,pdc2v1_res,pdc2x2_res,pdc2x1_res,pdc2u2_res,pdc2u1_res,pdc1u1_res_err,pdc1u2_res_err,pdc1x1_res_err,pdc1x2_res_err,pdc1v1_res_err,pdc1v2_res_err,pdc2v2_res_err,pdc2v1_res_err,pdc2x2_res_err,pdc2x1_res_err,pdc2u2_res_err,pdc2u1_res_err,multi_track_eff,multi_track_eff_err,T1_accp_singles,T2_accp_singles,pTrkEff_singles,pTrkEff_singles_err
17036,2240.046,117.765,52.573,508.000,22.539,471.998,22.698,36.002,2.683,0.999,4.243E-05,0.955,5.476E-04,1.003,-NAN,0.936,1.643E-03,7.541E+02,2.642E+02,1.792E+02,2.749E+01,2.311E-01,3.482E-01,3.394E-01,3.405E-01,2.317E-01,22321.000,20884.000,-1.0,2049.0,257.0,1.0,-0.391,0.553,0.805,0.022,0.996,0.055,1.040,0.038,331.415,343.076,347.269,329.782,303.273,292.405,268.627,274.440,257.109,271.898,279.279,288.984,2.200,2.394,2.044,1.976,1.972,1.654,1.407,1.469,1.356,1.538,1.443,1.540,248.281,259.955,247.927,242.244,260.347,256.857,246.023,236.073,223.735,230.339,234.867,234.286,2.636,2.712,2.911,2.796,2.679,2.860,2.541,2.425,2.501,2.665,2.605,2.558,0.954,0.012,1.959E+05,1.959E+05,0.955,0.001
17037,2233.159,117.285,52.520,479.000,21.886,438.198,22.072,40.802,2.857,0.999,4.117E-05,0.956,5.457E-04,1.003,-NAN,0.935,1.657E-03,7.487E+02,2.623E+02,1.781E+02,2.734E+01,2.284E-01,3.448E-01,3.363E-01,3.373E-01,2.291E-01,22258.000,20803.000,-1.0,2049.0,257.0,1.0,-0.387,0.537,0.805,0.022,0.995,0.054,1.036,0.038,330.463,337.150,346.389,327.937,302.359,289.850,270.051,277.318,258.857,270.166,274.994,290.566,2.230,2.299,2.050,2.165,1.980,1.622,1.460,1.513,1.413,1.545,1.443,1.620,244.502,249.222,240.053,237.260,260.071,256.908,238.469,248.565,216.480,232.516,233.023,234.336,2.495,2.634,2.612,2.814,2.767,2.698,2.490,2.780,2.558,2.640,2.553,2.429,0.949,0.207,1.940E+05,1.940E+05,0.956,0.001
17038,2372.434,122.684,51.712,495.000,22.249,452.798,22.437,42.202,2.905,0.999,4.354E-05,0.955,5.403E-04,1.003,-NAN,0.935,1.606E-03,7.351E+02,2.574E+02,1.749E+02,2.686E+01,2.232E-01,3.372E-01,3.289E-01,3.301E-01,2.238E-01,23645.000,22102.000,-1.0,2049.0,257.0,1.0,-0.384,0.538,0.805,0.022,0.996,0.055,1.038,0.038,336.811,340.736,350.679,330.487,302.073,292.049,265.556,273.612,256.499,267.707,276.351,288.194,2.283,2.316,2.109,2.160,1.939,1.641,1.362,1.480,1.350,1.480,1.407,1.527,245.270,254.469,243.613,240.895,256.570,256.370,238.787,239.090,222.362,228.652,236.630,236.555,2.559,2.588,2.771,2.656,2.801,2.716,2.462,2.396,2.745,2.620,2.415,2.552,0.955,0.012,2.024E+05,2.024E+05,0.955,0.001
17039,2465.863,132.399,53.693,551.000,23.473,510.998,23.643,40.002,2.829,0.999,4.050E-05,0.955,5.155E-04,1.003,-NAN,0.938,1.542E-03,7.616E+02,2.674E+02,1.815E+02,2.785E+01,2.340E-01,3.525E-01,3.437E-01,3.449E-01,2.347E-01,24573.000,23041.000,-1.0,2049.0,257.0,1.0,-0.396,0.532,0.805,0.022,0.996,0.055,1.038,0.038,339.384,342.805,345.129,330.007,301.732,293.579,267.877,275.838,258.035,273.658,279.544,287.154,2.349,2.379,2.041,1.956,1.937,1.658,1.378,1.497,1.367,1.459,1.468,1.537,246.606,246.358,240.688,233.206,260.619,255.285,238.701,239.901,223.968,229.606,233.972,234.861,2.654,2.531,2.651,2.472,2.835,2.683,2.429,2.457,2.473,2.539,2.483,2.432,0.955,0.012,2.183E+05,2.184E+05,0.955,0.001
17040,2245.717,115.060,51.235,418.000,20.445,384.798,20.607,33.202,2.577,0.999,4.508E-05,0.956,5.508E-04,1.003,-NAN,0.939,1.601E-03,7.235E+02,2.530E+02,1.722E+02,2.647E+01,2.176E-01,3.295E-01,3.215E-01,3.229E-01,2.182E-01,22380.000,21013.000,-1.0,2049.0,257.0,1.0,-0.408,0.541,0.805,0.022,0.996,0.056,1.037,0.038,332.086,338.945,342.783,331.123,302.532,293.251,266.095,272.187,255.141,267.257,279.232,290.654,2.218,2.313,2.207,2.220,1.966,1.672,1.397,1.464,1.362,1.496,1.476,1.474,245.163,242.432,241.723,229.707,259.427,259.446,236.657,239.806,221.258,234.230,237.604,239.206,2.558,2.471,2.633,2.625,2.763,2.792,2.380,2.414,2.333,2.737,2.511,2.490,0.955,0.012,1.887E+05,1.887E+05,0.956,0.001
17041,1949.740,103.463,53.065,405.000,20.125,372.398,20.286,32.602,2.554,0.999,4.436E-05,0.955,5.823E-04,1.003,-NAN,0.936,1.761E-03,7.480E+02,2.631E+02,1.786E+02,2.739E+01,2.310E-01,3.479E-01,3.393E-01,3.401E-01,2.317E-01,19431.000,18179.000,-1.0,2049.0,257.0,1.0,-0.401,0.538,0.805,0.022,0.995,0.055,1.037,0.038,335.480,342.064,347.233,332.081,301.175,295.637,265.729,274.331,257.807,269.285,280.753,290.019,2.255,2.355,2.074,1.992,1.982,1.685,1.387,1.488,1.385,1.525,1.463,1.485,247.548,246.561,246.027,230.735,259.797,267.750,239.107,234.910,220.617,231.468,236.873,231.624,2.587,2.552,2.751,2.603,2.820,3.035,2.422,2.315,2.686,2.679,2.529,2.411,0.955,0.013,1.699E+05,1.699E+05,0.955,0.001
17043,1137.186,40.234,35.381,176.000,13.266,168.000,13.327,8.000,1.265,0.999,8.035E-05,0.970,8.433E-04,1.006,-NAN,0.941,2.217E-03,4.999E+02,1.613E+02,1.146E+02,1.827E+01,9.885E-02,1.673E-01,1.640E-01,1.712E-01,9.945E-02,11333.000,10662.000,-1.0,2049.0,257.0,1.0,-0.355,0.489,0.806,0.022,0.994,0.053,1.028,0.037,338.984,340.389,346.850,332.916,303.486,294.782,267.383,274.164,257.925,270.592,280.215,286.577,2.378,2.391,2.076,2.280,2.097,1.708,1.436,1.511,1.409,1.564,1.501,1.572,230.362,230.882,226.427,217.960,249.989,250.101,235.378,231.616,213.313,217.824,221.633,228.979,2.126,2.172,2.283,2.325,2.444,2.499,2.284,2.015,2.148,2.312,2.137,2.255,0.973,0.030,6.356E+04,6.357E+04,0.970,0.001
17044,3413.047,137.416,40.262,564.000,23.749,535.799,23.867,28.201,2.375,0.999,4.294E-05,0.967,4.694E-04,1.005,-NAN,0.940,1.292E-03,5.681E+02,1.867E+02,1.314E+02,2.077E+01,1.248E-01,2.046E-01,2.003E-01,2.071E-01,1.254E-01,34013.000,31957.000,-1.0,2049.0,257.0,1.0,-0.364,0.489,0.806,0.022,0.994,0.054,1.029,0.037,334.101,339.793,346.156,331.630,299.717,291.037,265.834,271.438,257.137,267.261,274.148,287.468,2.305,2.361,2.072,2.236,1.956,1.638,1.410,1.491,1.382,1.500,1.431,1.577,233.337,237.387,234.782,221.475,249.977,252.272,232.635,225.126,213.432,218.059,225.912,230.237,2.283,2.296,2.212,2.178,2.611,2.572,2.245,2.058,2.242,2.392,2.250,2.381,0.969,0.015,2.188E+05,2.188E+05,0.967,0.000
17045,2756.540,126.950,46.054,527.000,22.956,496.198,23.090,30.802,2.482,0.999,4.041E-05,0.962,5.075E-04,1.004,-NAN,0.938,1.460E-03,6.494E+02,2.193E+02,1.521E+02,2.376E+01,1.646E-01,2.597E-01,2.539E-01,2.590E-01,1.652E-01,27470.000,25755.000,-1.0,2049.0,257.0,1.0,-0.399,0.512,0.806,0.022,0.996,0.055,1.034,0.037,334.336,343.714,347.767,329.841,301.971,289.738,262.282,268.631,257.549,268.006,273.695,289.379,2.218,2.454,2.067,2.212,1.972,1.786,1.456,1.402,1.368,1.510,1.377,1.549,238.782,242.537,237.002,227.428,255.176,252.045,238.256,233.132,215.506,221.310,231.943,233.204,2.251,2.385,2.405,2.440,2.825,2.757,2.317,2.245,2.388,2.525,2.321,2.250,0.964,0.014,2.046E+05,2.046E+05,0.962,0.001
17046,542.844,23.467,43.229,91.000,9.539,82.600,9.627,8.400,1.296,1.000,8.467E-05,0.966,1.123E-03,1.004,-NAN,0.935,3.344E-03,6.097E+02,2.049E+02,1.426E+02,2.231E+01,1.505E-01,2.394E-01,2.340E-01,2.392E-01,1.512E-01,5411.000,5061.000,-1.0,2049.0,257.0,1.0,-0.398,0.504,0.805,0.022,0.994,0.054,1.033,0.037,332.821,347.425,346.276,328.936,299.710,291.287,261.354,268.944,256.320,265.287,271.242,281.927,2.243,2.468,2.266,2.207,1.940,1.836,1.483,1.443,1.370,1.481,1.392,1.484,236.295,239.865,232.342,224.297,256.028,254.395,227.114,230.541,214.933,219.258,227.793,227.555,2.440,2.327,2.567,2.393,2.840,2.818,2.311,2.351,2.399,2.513,2.516,2.443,0.966,0.033,3.776E+04,3.776E+04,0.966,0.001
