# CaFe Be9 SRC Systematics Cuts Summary
# entry -> id for a particular combination of random gaussian-generated data analysis cuts  
# syst_total_real -> randoms-subtracted, integrated yield (varied all cuts simultaneously)
# syst_dVAR_real,err -> randoms-subtracted integrated yield (kept all cuts at central value, and varied only VAR)
entry,syst_total_real,syst_total_real_err,syst_dPm_min_real,syst_dPm_min_real_err,syst_dPm_max_real,syst_dPm_max_real_err,syst_dQ2_real,syst_dQ2_real_err,syst_dXbj_real,syst_dXbj_real_err,syst_dthrq_real,syst_dthrq_real_err,syst_dEm_real,syst_dEm_real_err,syst_dHcoll_real,syst_dHcoll_real_err,syst_dScoll_real,syst_dScoll_real_err
0,7483.539,87.580,7483.539,87.580,5626.697,75.912,4491.487,67.871,5118.724,72.507,5373.329,74.425,5823.434,77.242,0.000,0.000,5236.724,73.316,4953.658,71.314
1,5820.066,77.198,5820.066,77.198,5626.697,75.912,4689.250,69.382,5056.697,72.060,4898.961,70.908,5054.355,72.038,0.000,0.000,5147.040,72.690,4952.658,71.307
2,5515.855,75.062,5515.855,75.062,5348.671,74.041,4318.079,66.525,5097.382,72.354,4836.592,70.442,5768.763,76.885,0.000,0.000,4819.276,70.331,4953.658,71.314
3,5267.329,73.483,5267.329,73.483,6620.066,82.216,4944.658,71.251,4716.276,69.595,5227.539,73.355,4350.224,66.874,0.000,0.000,4739.250,69.741,4953.658,71.314
4,6286.750,80.175,6286.750,80.175,6278.724,80.108,4765.947,69.954,4813.303,70.307,5014.697,71.768,5320.395,73.888,0.000,0.000,4950.316,71.284,4953.658,71.314
5,5636.368,76.197,5636.368,76.197,5538.355,75.322,4185.355,65.477,4813.303,70.307,6493.000,82.212,5218.368,73.176,0.000,0.000,4909.961,70.985,4952.658,71.307
6,4100.882,64.977,4100.882,64.977,5119.329,72.469,4860.303,70.641,4752.290,69.863,5165.487,72.895,4178.513,65.545,0.000,0.000,4845.276,70.516,4949.658,71.286
7,5253.895,73.549,5253.895,73.549,5564.026,75.495,4754.947,69.876,4867.645,70.699,5524.789,75.519,4627.618,68.962,0.000,0.000,4888.961,70.837,4953.658,71.314
8,7445.658,87.810,7445.658,87.810,5454.684,74.762,5105.079,72.428,5133.737,72.620,5981.447,78.690,5117.026,72.474,0.000,0.000,4972.000,71.449,4953.658,71.314
9,5104.592,72.089,5104.592,72.089,6065.053,78.760,4327.079,66.593,5146.079,72.711,4295.618,66.261,4782.645,70.095,0.000,0.000,5016.684,71.773,4953.658,71.314
10,4608.316,68.844,4608.316,68.844,5414.342,74.486,4412.447,67.257,5099.382,72.368,5373.329,74.425,4080.171,64.783,0.000,0.000,5217.724,73.187,4952.658,71.307
11,3277.934,58.061,3277.934,58.061,5381.342,74.264,4765.947,69.954,4632.237,68.960,4887.619,70.822,3476.066,59.852,0.000,0.000,4880.289,70.773,4953.658,71.314
12,4289.105,66.327,4289.105,66.327,5318.671,73.838,4481.474,67.787,5012.671,71.736,5227.539,73.355,5025.671,71.826,0.000,0.000,4059.053,64.529,4952.658,71.307
13,7105.618,85.246,7105.618,85.246,5948.053,78.014,5208.461,73.171,4747.947,69.825,4941.658,71.230,6132.447,79.226,0.000,0.000,4984.013,71.542,4953.658,71.314
14,5435.197,74.529,5435.197,74.529,5981.053,78.225,4844.961,70.526,5117.053,72.493,4822.592,70.342,4959.658,71.356,0.000,0.000,4424.145,67.366,4953.658,71.314
15,6391.697,80.999,6391.697,80.999,5981.053,78.225,4696.250,69.432,4867.645,70.699,5615.855,76.163,5601.079,75.775,0.000,0.000,4513.171,68.043,4953.658,71.314
16,4407.592,67.081,4407.592,67.081,5169.000,72.814,4941.658,71.230,4966.658,71.405,4320.618,66.449,4871.645,70.727,0.000,0.000,4888.961,70.837,4953.658,71.314
17,5249.000,73.813,5249.000,73.813,5775.039,76.889,4944.658,71.251,5007.329,71.692,6201.026,80.226,3778.132,62.377,0.000,0.000,4974.342,71.471,4953.658,71.314
18,5220.855,73.071,5220.855,73.071,5948.053,78.014,4557.868,68.393,4916.658,71.054,4809.579,70.241,4806.645,70.266,0.000,0.000,4966.000,71.407,4953.658,71.314
19,4341.447,66.975,4341.447,66.975,5802.382,77.072,4699.263,69.463,5050.026,72.011,5747.263,77.069,3645.434,61.279,0.000,0.000,4739.250,69.741,4952.658,71.307
