# CaFe Be9 MF Systematics Cuts Summary
# entry -> id for a particular combination of random gaussian-generated data analysis cuts  
# real_yield -> randoms-subtracted, integrated missing-momentum counts
# rand_yield -> randoms (accidentals selected) yield integrated missing-momentum counts
# total_yield -> total (reals+randoms) integrated missing-momentum counts
entry,real_yield,real_yield_err,rand_yield,rand_yield_err,total_yield_total_yield_err
467,72622.330,269.546,24.671,2.849,72647.000,269.531
468,91192.409,302.048,30.592,3.172,91223.000,302.031
469,89573.066,299.354,29.934,3.138,89603.000,299.338
470,95619.092,309.292,31.908,3.240,95651.000,309.275
471,90780.422,301.368,31.579,3.223,90812.000,301.350
472,107747.460,328.319,34.539,3.371,107782.000,328.302
473,111193.501,333.532,37.500,3.512,111231.000,333.513
474,118703.539,344.612,40.461,3.648,118744.000,344.593
475,110397.526,332.340,39.474,3.603,110437.000,332.321
476,126941.578,356.370,43.421,3.779,126985.000,356.350
477,102223.841,319.804,38.158,3.543,102262.000,319.784
478,102853.817,320.783,36.184,3.450,102890.000,320.765
479,108224.513,329.053,38.487,3.558,108263.000,329.033
480,85889.052,293.134,28.947,3.086,85918.000,293.118
481,95346.170,308.863,37.829,3.528,95384.000,308.843
482,108286.541,329.151,40.461,3.648,108327.000,329.131
483,90185.419,300.379,31.579,3.223,90217.000,300.361
484,64805.632,254.628,22.368,2.713,64828.000,254.613
485,79182.369,281.459,27.632,3.015,79210.000,281.443
486,77740.697,278.885,27.303,2.997,77768.000,278.869
487,46076.868,214.702,15.132,2.231,46092.000,214.690
488,69028.619,262.787,21.382,2.652,69050.000,262.774
489,84422.765,290.630,32.237,3.256,84455.000,290.611
490,66731.302,258.382,22.697,2.732,66754.000,258.368
491,72359.989,269.057,24.013,2.811,72384.000,269.043
492,69598.317,263.875,23.684,2.791,69622.000,263.860
493,79705.393,282.391,29.605,3.121,79735.000,282.374
494,59208.579,243.378,18.421,2.462,59227.000,243.366
495,73664.001,271.472,25.000,2.868,73689.000,271.457
496,69063.986,262.861,24.013,2.811,69088.000,262.846
497,102693.198,320.540,39.803,3.618,102733.000,320.520
498,71682.330,267.797,24.671,2.849,71707.000,267.782
499,94384.869,307.308,40.132,3.633,94425.000,307.287
500,77209.026,277.930,26.974,2.979,77236.000,277.914
501,107380.499,327.766,37.500,3.512,107418.000,327.747
502,96245.737,310.300,30.263,3.155,96276.000,310.284
503,120126.198,346.669,39.803,3.618,120166.000,346.650
504,104042.171,322.634,37.829,3.528,104080.000,322.614
505,103594.143,321.934,35.855,3.434,103630.000,321.916
506,121976.948,349.340,46.053,3.892,122023.000,349.318
507,96586.079,310.849,30.921,3.189,96617.000,310.833
508,133313.303,365.208,47.697,3.961,133361.000,365.186
509,105382.803,324.699,35.197,3.403,105418.000,324.681
510,98109.091,313.291,31.908,3.240,98141.000,313.275
511,100292.776,316.760,33.224,3.306,100326.000,316.743
512,86814.709,294.707,28.289,3.051,86843.000,294.691
513,88328.395,297.267,29.605,3.121,88358.000,297.251
514,79806.025,282.563,26.974,2.979,79833.000,282.547
515,103159.129,321.256,34.868,3.387,103194.000,321.238
516,114250.553,338.091,41.447,3.692,114292.000,338.071
517,100425.131,316.972,34.868,3.387,100460.000,316.954
518,117554.920,342.948,44.079,3.808,117599.000,342.927
519,96335.434,310.449,32.566,3.273,96368.000,310.432
520,90011.091,300.089,31.908,3.240,90043.000,300.072
521,75843.329,275.456,24.671,2.849,75868.000,275.441
522,71659.672,267.756,25.329,2.887,71685.000,267.741
523,73453.330,271.083,24.671,2.849,73478.000,271.068
524,80684.711,284.117,28.289,3.051,80713.000,284.100
525,78542.368,280.320,27.632,3.015,78570.000,280.303
526,72316.355,268.983,26.645,2.961,72343.000,268.967
527,102172.196,319.727,39.803,3.618,102212.000,319.706
528,81080.369,284.811,27.632,3.015,81108.000,284.795
529,92932.475,304.926,35.526,3.419,92968.000,304.907
530,102104.199,319.620,39.803,3.618,102144.000,319.600
531,74018.986,272.123,24.013,2.811,74043.000,272.108
532,86993.380,295.011,28.618,3.068,87022.000,294.995
533,95998.764,309.906,32.237,3.256,96031.000,309.889
534,116543.923,341.471,44.079,3.808,116588.000,341.450
535,86701.039,294.513,27.961,3.033,86729.000,294.498
536,98491.789,313.906,34.211,3.355,98526.000,313.889
537,113370.591,336.793,44.408,3.822,113415.000,336.771
538,97458.106,312.253,32.895,3.289,97491.000,312.235
539,111287.184,333.675,38.816,3.573,111326.000,333.656
540,103768.130,322.203,34.868,3.387,103803.000,322.185
541,105863.460,325.437,34.539,3.371,105898.000,325.420
542,100199.445,316.613,33.553,3.322,100233.000,316.596
543,96286.423,310.368,31.579,3.223,96318.000,310.351
544,79425.684,281.888,26.316,2.942,79452.000,281.872
545,89504.394,299.239,29.605,3.121,89534.000,299.222
546,97258.764,311.932,32.237,3.256,97291.000,311.915
547,119433.222,345.671,41.776,3.707,119475.000,345.652
548,105564.143,324.980,35.855,3.434,105600.000,324.962
549,77996.987,279.337,24.013,2.811,78021.000,279.322
550,104750.130,323.723,34.868,3.387,104785.000,323.705
551,86148.380,293.575,28.618,3.068,86177.000,293.559
552,97926.104,313.001,32.895,3.289,97959.000,312.984
553,99984.459,316.276,34.539,3.371,100019.000,316.258
554,84224.750,290.287,31.250,3.206,84256.000,290.269
555,75532.355,274.896,26.645,2.961,75559.000,274.880
556,88557.473,297.665,35.526,3.419,88593.000,297.646
557,88338.133,297.295,34.868,3.387,88373.000,297.276
558,63912.933,252.863,20.066,2.569,63933.000,252.850
559,55263.566,235.131,17.434,2.395,55281.000,235.119
560,81357.040,285.297,27.961,3.033,81385.000,285.281
561,62285.303,249.631,22.697,2.732,62308.000,249.616
562,78463.697,280.178,27.303,2.997,78491.000,280.162
563,79147.711,281.399,28.289,3.051,79176.000,281.382
564,76776.039,277.152,27.961,3.033,76804.000,277.135
565,75670.671,275.144,25.329,2.887,75696.000,275.129
566,90437.433,300.800,32.566,3.273,90470.000,300.782
567,70271.974,265.146,23.026,2.752,70295.000,265.132
568,116180.938,340.941,45.066,3.850,116226.000,340.919
569,105160.485,324.359,36.513,3.466,105197.000,324.341
570,95321.105,308.812,32.895,3.289,95354.000,308.794
571,97947.105,313.035,32.895,3.289,97980.000,313.018
572,78180.356,279.671,26.645,2.961,78207.000,279.655
573,94662.408,307.739,30.592,3.172,94693.000,307.722
574,142547.409,377.652,55.592,4.276,142603.000,377.628
575,132873.947,364.603,46.053,3.892,132920.000,364.582
576,113963.235,337.669,42.763,3.751,114006.000,337.648
577,138033.671,371.619,50.329,4.069,138084.000,371.597
578,124014.234,352.237,42.763,3.751,124057.000,352.217
579,117945.251,343.516,43.750,3.794,117989.000,343.495
580,153940.735,392.446,55.263,4.264,153996.000,392.423
581,167330.541,409.167,65.461,4.640,167396.000,409.141
582,132461.315,364.041,48.684,4.002,132510.000,364.019
583,147210.040,383.771,52.961,4.174,147263.000,383.749
584,157533.752,396.999,56.250,4.302,157590.000,396.976
585,152351.054,390.414,53.947,4.213,152405.000,390.391
586,134790.661,367.228,49.342,4.029,134840.000,367.206
587,155087.722,393.903,54.276,4.225,155142.000,393.881
588,125580.249,354.455,43.750,3.794,125624.000,354.435
589,137948.656,371.503,49.342,4.029,137998.000,371.481
590,143005.734,378.258,55.263,4.264,143061.000,378.234
591,122168.918,349.610,44.079,3.808,122213.000,349.590
592,134369.303,366.651,47.697,3.961,134417.000,366.629
593,122475.275,350.051,45.724,3.878,122521.000,350.030
594,108363.499,329.262,37.500,3.512,108401.000,329.243
595,105690.802,325.173,35.197,3.403,105726.000,325.155
596,148811.103,385.860,57.895,4.364,148869.000,385.835
597,116951.526,342.058,39.474,3.603,116991.000,342.039
598,102620.460,320.416,34.539,3.371,102655.000,320.398
599,94167.407,306.933,30.592,3.172,94198.000,306.917
600,103777.803,322.218,35.197,3.403,103813.000,322.200
601,118774.208,344.715,40.789,3.663,118815.000,344.696
602,102082.460,319.575,34.539,3.371,102117.000,319.558
603,73662.671,271.471,25.329,2.887,73688.000,271.455
604,107327.486,327.683,36.513,3.466,107364.000,327.664
605,76617.987,276.857,24.013,2.811,76642.000,276.843
606,86339.065,293.903,29.934,3.138,86369.000,293.886
607,84482.396,290.726,29.605,3.121,84512.000,290.709
608,91371.738,302.344,30.263,3.155,91402.000,302.328
609,111503.157,333.994,36.842,3.481,111540.000,333.976
610,114373.530,338.269,39.474,3.603,114413.000,338.250
611,112786.472,335.907,35.526,3.419,112822.000,335.890
612,109583.843,331.111,38.158,3.543,109622.000,331.092
613,105086.171,324.248,37.829,3.528,105124.000,324.228
614,113057.171,336.315,37.829,3.528,113095.000,336.296
615,106676.829,326.690,37.171,3.497,106714.000,326.671
616,83000.696,288.161,27.303,2.997,83028.000,288.146
617,94150.420,306.908,31.579,3.223,94182.000,306.891
618,98315.409,313.618,30.592,3.172,98346.000,313.602
619,114476.567,338.427,42.434,3.736,114519.000,338.407
620,99307.775,315.201,33.224,3.306,99341.000,315.184
621,83678.709,289.338,28.289,3.051,83707.000,289.322
622,90792.748,301.387,31.250,3.206,90824.000,301.370
623,102526.146,320.271,35.855,3.434,102562.000,320.253
624,99170.131,314.986,34.868,3.387,99205.000,314.968
625,81924.395,286.293,29.605,3.121,81954.000,286.276
626,68938.317,262.621,23.684,2.791,68962.000,262.606
627,96090.066,310.048,29.934,3.138,96120.000,310.032
628,73535.683,271.239,26.316,2.942,73562.000,271.223
629,88165.078,296.995,30.921,3.189,88196.000,296.978
630,71951.344,268.301,25.658,2.905,71977.000,268.285
631,71383.975,267.235,23.026,2.752,71407.000,267.221
632,77737.367,278.880,27.632,3.015,77765.000,278.864
633,96730.474,311.091,35.526,3.419,96766.000,311.072
634,84413.711,290.605,28.289,3.051,84442.000,290.589
635,83126.407,288.387,30.592,3.172,83157.000,288.370
636,124057.962,352.307,47.039,3.934,124105.000,352.285
637,122700.634,350.376,47.368,3.947,122748.000,350.354
638,92409.737,304.056,30.263,3.155,92440.000,304.039
639,100599.118,317.245,33.882,3.338,100633.000,317.227
640,90918.408,301.594,30.592,3.172,90949.000,301.578
641,75631.659,275.071,24.342,2.830,75656.000,275.056
642,89624.764,299.445,32.237,3.256,89657.000,299.428
643,106825.510,326.920,38.487,3.558,106864.000,326.901
644,113500.498,336.972,37.500,3.512,113538.000,336.954
645,92905.421,304.873,31.579,3.223,92937.000,304.856
646,97264.777,311.944,33.224,3.306,97298.000,311.926
647,123469.935,351.468,45.066,3.850,123515.000,351.447
648,123526.247,351.546,43.750,3.794,123570.000,351.525
649,130066.934,360.731,45.066,3.850,130112.000,360.710
650,110255.854,332.126,39.145,3.588,110295.000,332.107
651,133842.317,365.933,48.684,4.002,133891.000,365.911
652,94455.738,307.402,30.263,3.155,94486.000,307.386
653,122613.238,350.243,42.763,3.751,122656.000,350.223
654,113638.514,337.179,38.487,3.558,113677.000,337.160
655,127133.235,356.637,42.763,3.751,127176.000,356.617
656,114300.881,338.165,41.118,3.678,114342.000,338.145
657,90755.079,301.324,30.921,3.189,90786.000,301.307
658,101961.787,319.386,34.211,3.355,101996.000,319.368
659,78651.672,280.509,25.329,2.887,78677.000,280.494
660,74713.988,273.397,24.013,2.811,74738.000,273.383
661,88881.763,298.202,32.237,3.256,88914.000,298.185
662,132591.644,364.220,48.355,3.988,132640.000,364.198
663,91696.737,302.881,30.263,3.155,91727.000,302.865
664,95097.421,308.447,31.579,3.223,95129.000,308.430
665,103599.789,321.940,34.211,3.355,103634.000,321.922
666,87447.710,295.779,28.289,3.051,87476.000,295.763
667,106499.828,326.419,37.171,3.497,106537.000,326.400
668,107276.118,327.599,33.882,3.338,107310.000,327.582
669,101056.787,317.966,34.211,3.355,101091.000,317.948
670,111412.830,333.860,37.171,3.497,111450.000,333.841
671,114549.853,338.529,39.145,3.588,114589.000,338.510
672,99088.433,314.852,32.566,3.273,99121.000,314.835
673,112119.514,334.919,38.487,3.558,112158.000,334.900
674,109046.488,330.295,36.513,3.466,109083.000,330.277
675,107808.830,328.418,37.171,3.497,107846.000,328.399
676,112336.858,335.245,39.145,3.588,112376.000,335.225
677,149472.751,386.714,56.250,4.302,149529.000,386.690
678,116068.869,340.767,40.132,3.633,116109.000,340.748
679,124294.226,352.633,41.776,3.707,124336.000,352.613
680,111410.843,333.859,38.158,3.543,111449.000,333.840
681,127239.291,356.793,46.711,3.920,127286.000,356.772
682,132239.962,363.734,47.039,3.934,132287.000,363.713
683,129881.921,360.473,44.079,3.808,129926.000,360.452
684,127687.617,357.420,46.382,3.906,127734.000,357.399
685,110804.171,332.948,37.829,3.528,110842.000,332.929
686,87861.064,296.481,29.934,3.138,87891.000,296.464
687,118023.829,343.618,37.171,3.497,118061.000,343.600
688,135035.683,367.565,51.316,4.109,135087.000,367.542
689,106933.129,327.077,34.868,3.387,106968.000,327.060
690,90472.094,300.856,31.908,3.240,90504.000,300.839
691,90237.723,300.461,29.276,3.103,90267.000,300.445
692,89926.395,299.943,29.605,3.121,89956.000,299.927
693,107910.829,328.573,37.171,3.497,107948.000,328.554
694,114707.853,338.762,39.145,3.588,114747.000,338.743
695,117573.211,342.969,40.789,3.663,117614.000,342.949
696,123566.906,351.602,43.092,3.765,123610.000,351.582
697,71981.659,268.354,24.342,2.830,72006.000,268.339
698,91989.147,303.376,35.855,3.434,92025.000,303.356
699,80837.026,284.382,26.974,2.979,80864.000,284.366
700,98776.197,314.371,39.803,3.618,98816.000,314.350
701,74449.684,272.919,26.316,2.942,74476.000,272.903
702,89614.830,299.440,37.171,3.497,89652.000,299.419
703,60048.619,245.106,21.382,2.652,60070.000,245.092
704,63795.290,252.634,21.711,2.672,63817.000,252.620
705,64824.289,254.663,21.711,2.672,64846.000,254.649
706,86112.407,293.518,30.592,3.172,86143.000,293.501
707,94377.448,307.282,33.553,3.322,94411.000,307.264
708,89333.079,298.955,30.921,3.189,89364.000,298.938
709,85830.408,293.038,30.592,3.172,85861.000,293.020
710,60422.289,245.868,21.711,2.672,60444.000,245.854
711,107331.212,327.697,40.789,3.663,107372.000,327.677
712,122557.316,350.174,48.684,4.002,122606.000,350.151
713,87905.407,296.557,30.592,3.172,87936.000,296.540
714,88734.407,297.951,30.592,3.172,88765.000,297.935
715,84247.052,290.320,28.947,3.086,84276.000,290.303
716,83148.382,288.421,28.618,3.068,83177.000,288.404
717,102012.789,319.466,34.211,3.355,102047.000,319.448
718,99658.803,315.762,35.197,3.403,99694.000,315.744
719,143785.749,379.289,56.250,4.302,143842.000,379.265
720,127295.302,356.873,47.697,3.961,127343.000,356.852
721,100138.448,316.517,33.553,3.322,100172.000,316.500
722,93326.078,305.560,30.921,3.189,93357.000,305.544
723,126682.946,356.011,46.053,3.892,126729.000,355.990
724,115055.198,339.276,39.803,3.618,115095.000,339.257
725,137582.332,371.010,49.671,4.042,137632.000,370.988
726,119006.905,345.057,43.092,3.765,119050.000,345.036
727,130442.301,361.256,47.697,3.961,130490.000,361.234
728,103788.104,322.229,32.895,3.289,103821.000,322.213
729,69375.329,263.454,24.671,2.849,69400.000,263.439
730,115423.527,339.818,39.474,3.603,115463.000,339.798
731,106171.474,325.912,35.526,3.419,106207.000,325.894
732,89652.038,299.482,27.961,3.033,89680.000,299.466
733,77151.013,277.823,25.987,2.924,77177.000,277.807
734,108877.934,330.057,45.066,3.850,108923.000,330.035
735,95504.776,309.110,33.224,3.306,95538.000,309.092
736,103175.238,321.297,42.763,3.751,103218.000,321.276
737,88632.078,297.780,30.921,3.189,88663.000,297.763
738,120162.962,346.735,47.039,3.934,120210.000,346.713
739,109148.488,330.450,36.513,3.466,109185.000,330.432
740,90956.776,301.664,33.224,3.306,90990.000,301.645
741,125748.881,354.688,41.118,3.678,125790.000,354.669
742,128756.290,358.913,46.711,3.920,128803.000,358.891
743,116849.540,341.911,40.461,3.648,116890.000,341.892
744,91922.409,303.254,30.592,3.172,91953.000,303.238
745,124063.224,352.305,41.776,3.707,124105.000,352.285
746,97191.789,311.829,34.211,3.355,97226.000,311.811
747,118001.225,343.594,41.776,3.707,118043.000,343.574
748,125717.234,354.646,42.763,3.751,125760.000,354.627
749,107850.474,328.478,35.526,3.419,107886.000,328.460
750,162800.184,403.590,63.816,4.582,162864.000,403.564
751,112553.528,335.568,39.474,3.603,112593.000,335.549
752,112793.541,335.928,40.461,3.648,112834.000,335.908
753,87632.093,296.099,31.908,3.240,87664.000,296.081
754,73359.015,270.912,25.987,2.924,73385.000,270.897
755,68986.686,262.720,26.316,2.942,69013.000,262.703
756,74619.342,273.228,25.658,2.905,74645.000,273.212
757,75341.710,274.553,28.289,3.051,75370.000,274.536
758,72794.342,269.867,25.658,2.905,72820.000,269.852
759,64221.289,253.476,21.711,2.672,64243.000,253.462
760,66093.631,257.145,22.368,2.713,66116.000,257.130
761,59841.934,244.681,20.066,2.569,59862.000,244.667
762,70545.000,265.666,25.000,2.868,70570.000,265.650
763,73103.369,270.444,27.632,3.015,73131.000,270.427
764,79129.026,281.363,26.974,2.979,79156.000,281.347
765,74731.026,273.435,26.974,2.979,74758.000,273.419
766,54372.579,233.232,18.421,2.462,54391.000,233.219
767,74559.344,273.118,25.658,2.905,74585.000,273.103
768,80578.722,283.932,29.276,3.103,80608.000,283.915
769,89966.804,300.023,35.197,3.403,90002.000,300.003
770,77650.026,278.722,26.974,2.979,77677.000,278.706
771,52316.539,228.773,15.461,2.255,52332.000,228.762
772,69328.013,263.368,25.987,2.924,69354.000,263.351
773,87750.803,296.307,35.197,3.403,87786.000,296.287
774,70078.658,264.785,24.342,2.830,70103.000,264.770
775,76166.670,276.044,25.329,2.887,76192.000,276.029
776,84036.737,289.960,30.263,3.155,84067.000,289.943
777,79705.368,282.386,27.632,3.015,79733.000,282.370
778,74089.671,272.256,25.329,2.887,74115.000,272.241
779,84986.751,291.596,31.250,3.206,85018.000,291.578
780,99314.790,315.215,34.211,3.355,99349.000,315.197
781,102378.458,320.038,34.539,3.371,102413.000,320.020
782,84451.697,290.668,27.303,2.997,84479.000,290.653
783,99266.775,315.136,33.224,3.306,99300.000,315.119
784,97370.171,312.122,37.829,3.528,97408.000,312.103
785,75010.684,273.945,26.316,2.942,75037.000,273.929
786,81731.053,285.954,28.947,3.086,81760.000,285.937
787,86622.093,294.388,31.908,3.240,86654.000,294.371
788,86955.420,294.953,31.579,3.223,86987.000,294.936
789,77193.711,277.905,28.289,3.051,77222.000,277.888
790,82228.065,286.824,29.934,3.138,82258.000,286.807
791,83759.067,289.480,29.934,3.138,83789.000,289.463
792,73830.683,271.782,26.316,2.942,73857.000,271.766
793,109558.907,331.083,43.092,3.765,109602.000,331.062
794,113038.210,336.292,40.789,3.663,113079.000,336.272
795,79381.355,281.810,26.645,2.961,79408.000,281.794
796,110474.817,332.450,36.184,3.450,110511.000,332.432
797,89130.065,298.613,29.934,3.138,89160.000,298.597
798,81234.671,285.076,25.329,2.887,81260.000,285.061
799,84103.053,290.072,28.947,3.086,84132.000,290.055
800,91924.750,303.259,31.250,3.206,91956.000,303.242
801,96443.447,310.625,33.553,3.322,96477.000,310.607
802,115064.525,339.289,39.474,3.603,115104.000,339.270
803,124331.234,352.687,42.763,3.751,124374.000,352.667
804,110332.197,332.243,39.803,3.618,110372.000,332.223
805,128779.578,358.939,43.421,3.779,128823.000,358.919
806,99522.459,315.545,34.539,3.371,99557.000,315.527
807,132748.670,364.439,50.329,4.069,132799.000,364.416
808,111814.844,334.463,38.158,3.543,111853.000,334.444
809,113320.538,336.711,40.461,3.648,113361.000,336.691
810,130271.947,361.017,46.053,3.892,130318.000,360.996
811,118259.934,343.976,45.066,3.850,118305.000,343.955
812,100787.170,317.549,37.829,3.528,100825.000,317.530
813,118636.882,344.516,41.118,3.678,118678.000,344.497
814,86777.710,294.644,28.289,3.051,86806.000,294.629
815,119430.935,345.674,45.066,3.850,119476.000,345.653
816,95182.435,308.587,32.566,3.273,95215.000,308.569
817,90704.725,301.237,29.276,3.103,90734.000,301.221
818,106793.815,326.867,36.184,3.450,106830.000,326.849
819,112153.130,334.962,34.868,3.387,112188.000,334.945
820,89870.395,299.850,29.605,3.121,89900.000,299.833
821,81146.697,284.926,27.303,2.997,81174.000,284.911
822,115419.196,339.812,39.803,3.618,115459.000,339.793
823,120653.935,347.439,45.066,3.850,120699.000,347.418
824,102128.803,319.649,35.197,3.403,102164.000,319.631
825,102104.133,319.610,34.868,3.387,102139.000,319.592
826,121514.306,348.680,47.697,3.961,121562.000,348.657
827,112919.578,336.121,43.421,3.779,112963.000,336.100
828,110512.855,332.513,39.145,3.588,110552.000,332.494
829,98105.144,313.293,35.855,3.434,98141.000,313.275
830,85354.369,292.218,27.632,3.015,85382.000,292.202
831,137158.365,370.443,52.632,4.161,137211.000,370.420
832,115958.214,340.606,40.789,3.663,115999.000,340.586
833,103518.473,321.816,35.526,3.419,103554.000,321.798
834,120868.237,347.743,42.763,3.751,120911.000,347.723
835,102880.131,320.822,34.868,3.387,102915.000,320.804
836,89173.723,298.685,29.276,3.103,89203.000,298.669
837,131510.332,362.735,49.671,4.042,131560.000,362.712
838,77957.012,279.270,25.987,2.924,77983.000,279.254
839,113377.160,336.788,36.842,3.481,113414.000,336.770
840,111886.829,334.569,37.171,3.497,111924.000,334.550
841,133999.628,366.146,47.368,3.947,134047.000,366.124
842,149231.433,386.404,57.566,4.352,149289.000,386.379
843,141913.344,376.803,50.658,4.082,141964.000,376.781
844,108619.185,329.652,38.816,3.573,108658.000,329.633
845,123959.554,352.157,41.447,3.692,124001.000,352.138
846,149305.103,386.500,57.895,4.364,149363.000,386.475
847,106735.184,326.782,38.816,3.573,106774.000,326.763
848,152203.772,390.232,58.224,4.376,152262.000,390.208
849,134663.315,367.053,48.684,4.002,134712.000,367.031
850,131872.633,363.229,47.368,3.947,131920.000,363.208
851,101997.787,319.442,34.211,3.355,102032.000,319.424
852,125679.237,354.593,42.763,3.751,125722.000,354.573
853,136007.301,368.878,47.697,3.961,136055.000,368.856
854,111675.197,334.258,39.803,3.618,111715.000,334.238
855,115725.578,340.269,43.421,3.779,115769.000,340.248
856,121571.236,348.752,42.763,3.751,121614.000,348.732
857,146187.698,382.436,52.303,4.148,146240.000,382.413
858,128407.634,358.428,47.368,3.947,128455.000,358.406
859,151149.053,388.871,53.947,4.213,151203.000,388.848
860,121141.590,348.139,44.408,3.822,121186.000,348.118
861,148372.408,385.287,55.592,4.276,148428.000,385.264
862,162367.133,403.047,59.868,4.438,162427.000,403.022
863,139213.011,373.203,50.987,4.095,139264.000,373.181
864,149041.396,386.153,54.605,4.238,149096.000,386.130
865,168020.210,410.009,65.789,4.652,168086.000,409.983
866,148638.106,385.636,57.895,4.364,148696.000,385.611
867,183531.332,428.521,74.671,4.956,183606.000,428.493
868,150924.068,388.583,54.934,4.251,150979.000,388.560
869,138382.672,372.088,50.329,4.069,138433.000,372.066
870,146390.368,382.701,52.632,4.161,146443.000,382.679
871,136483.988,369.526,49.013,4.015,136533.000,369.504
872,126506.934,355.762,45.066,3.850,126552.000,355.741
873,131465.976,362.670,48.026,3.975,131514.000,362.649
874,128295.630,358.272,47.368,3.947,128343.000,358.250
875,136689.009,369.806,50.987,4.095,136740.000,369.784
876,155492.121,394.424,58.882,4.401,155551.000,394.400
877,166167.856,407.741,64.145,4.593,166232.000,407.716
878,155383.751,394.282,56.250,4.302,155440.000,394.259
879,164672.858,405.904,64.145,4.593,164737.000,405.878
880,125206.948,353.932,46.053,3.892,125253.000,353.911
881,153710.053,392.150,53.947,4.213,153764.000,392.128
882,154575.064,393.253,54.934,4.251,154630.000,393.230
883,160040.449,400.148,58.553,4.389,160099.000,400.124
884,165342.211,406.730,65.789,4.652,165408.000,406.704
885,145431.368,381.446,52.632,4.161,145484.000,381.424
886,123877.621,352.050,46.382,3.906,123924.000,352.028
887,157931.448,397.504,58.553,4.389,157990.000,397.480
888,161977.460,402.563,59.539,4.426,162037.000,402.538
889,120338.251,346.982,43.750,3.794,120382.000,346.961
890,149040.710,386.150,53.289,4.187,149094.000,386.127
891,169618.226,411.955,66.776,4.687,169685.000,411.928
892,169729.251,412.093,68.750,4.756,169798.000,412.066
893,163265.463,404.159,59.539,4.426,163325.000,404.135
894,127127.949,356.636,46.053,3.892,127174.000,356.615
895,140448.024,374.856,51.974,4.135,140500.000,374.833
896,138232.319,371.883,48.684,4.002,138281.000,371.862
897,160704.105,400.975,57.895,4.364,160762.000,400.951
898,129965.658,360.598,49.342,4.029,130015.000,360.576
899,176367.973,420.077,73.026,4.901,176441.000,420.049
900,133442.649,365.386,48.355,3.988,133491.000,365.364
901,98863.144,314.501,35.855,3.434,98899.000,314.482
902,134336.300,366.606,47.697,3.961,134384.000,366.584
903,120241.247,346.842,43.750,3.794,120285.000,346.821
904,133612.986,365.620,49.013,4.015,133662.000,365.598
905,127086.935,356.577,45.066,3.850,127132.000,356.556
906,132347.292,363.881,46.711,3.920,132394.000,363.860
907,147755.369,384.481,52.632,4.161,147808.000,384.458
908,115304.565,339.648,42.434,3.736,115347.000,339.628
909,136182.990,369.118,49.013,4.015,136232.000,369.096
910,124249.292,352.578,46.711,3.920,124296.000,352.556
911,127847.278,357.642,45.724,3.878,127893.000,357.621
912,136875.977,370.054,48.026,3.975,136924.000,370.032
913,135177.368,367.760,52.632,4.161,135230.000,367.736
914,164811.893,406.080,67.105,4.698,164879.000,406.053
915,113349.551,336.756,41.447,3.692,113391.000,336.736
916,114725.881,338.793,41.118,3.678,114767.000,338.773
917,128634.962,358.744,47.039,3.934,128682.000,358.723
918,168038.542,410.031,65.461,4.640,168104.000,410.005
919,112877.870,336.052,40.132,3.633,112918.000,336.033
920,123117.590,350.965,44.408,3.822,123162.000,350.944
921,148568.713,385.538,53.289,4.187,148622.000,385.515
922,161428.144,401.882,60.855,4.474,161489.000,401.857
923,106095.170,325.800,37.829,3.528,106133.000,325.781
924,118240.590,343.947,44.408,3.822,118285.000,343.926
925,137624.674,371.068,50.329,4.069,137675.000,371.046
926,144151.027,379.763,51.974,4.135,144203.000,379.741
927,128230.949,358.179,46.053,3.892,128277.000,358.158
928,131492.301,362.706,47.697,3.961,131540.000,362.684
929,134648.960,367.031,47.039,3.934,134696.000,367.010
930,102751.143,320.623,35.855,3.434,102787.000,320.604
931,111882.829,334.563,37.171,3.497,111920.000,334.544
932,116815.526,341.860,39.474,3.603,116855.000,341.841
933,81400.710,285.374,28.289,3.051,81429.000,285.358
934,86679.725,294.480,29.276,3.103,86709.000,294.464
935,122349.736,349.890,55.263,4.264,122405.000,349.864
936,87495.723,295.863,29.276,3.103,87525.000,295.846
937,92525.500,304.262,37.500,3.512,92563.000,304.242
938,66820.961,258.554,22.039,2.693,66843.000,258.540
939,65697.290,256.371,21.711,2.672,65719.000,256.357
940,76463.025,276.584,26.974,2.979,76490.000,276.568
941,111882.683,334.591,51.316,4.109,111934.000,334.565
942,71502.330,267.460,24.671,2.849,71527.000,267.445
943,67567.619,259.992,21.382,2.652,67589.000,259.979
944,68171.620,261.151,21.382,2.652,68193.000,261.138
945,62251.605,249.557,20.395,2.590,62272.000,249.544
946,71444.657,267.352,24.342,2.830,71469.000,267.337
947,61062.289,247.166,21.711,2.672,61084.000,247.152
948,75221.015,274.327,25.987,2.924,75247.000,274.312
949,60611.605,246.249,20.395,2.590,60632.000,246.236
950,58971.238,242.889,17.763,2.417,58989.000,242.877
951,68032.303,260.888,22.697,2.732,68055.000,260.874
952,64009.302,253.060,22.697,2.732,64032.000,253.045
953,77201.697,277.917,27.303,2.997,77229.000,277.901
954,97840.487,312.872,36.513,3.466,97877.000,312.853
955,90313.723,300.587,29.276,3.103,90343.000,300.571
956,99295.118,315.183,33.882,3.338,99329.000,315.165
957,90132.764,300.293,32.237,3.256,90165.000,300.275
958,91523.420,302.598,31.579,3.223,91555.000,302.581
959,83178.394,288.475,29.605,3.121,83208.000,288.458
