#Plane_2v2
#Card       tzero  t_zero_err      entries
0    0.50000     0.00000             1868
1    3.62409     1.33643             14721
2    10.52075     1.00318             84422
3    12.09057     0.12570             5036140
4    6.38790     0.63814             146831
5    9.18261     1.27323             40927
6    10.19126     2.44519             9685
