#Plane_2x1
#Card       tzero  t_zero_err      entries
0    8.00598     1.36895             20990
1    6.54681     0.11866             2144670
2    3.61052     0.06826             2943879
3    3.31280     0.26371             225851
4    12.68035     1.20398             111714
