#Plane_1v2
#Card       tzero  t_zero_err      entries
0    10.50000     0.00000             674
1    7.83732     2.15817             6211
2    11.57638     0.33174             1073937
3    3.39190     0.08575             3652646
4    2.44774     0.18244             354815
5    4.37006     0.71447             85805
6    6.06876     1.63073             9680
