#Plane_1x1
#Card       tzero  t_zero_err      entries
0    -2.42764     1.38239             9142
1    2.12134     0.07581             1634544
2    3.91282     0.08521             3254237
3    7.25512     0.41723             233208
4    11.21916     1.16215             124392
