#Plane_1u2
#Card       tzero  t_zero_err      entries
0    10.50000     0.00000             664
1    2.34616     1.33079             5329
2    3.82291     0.82444             47417
3    6.25152     0.10836             4929206
4    8.37610     0.62408             143475
5    8.14271     0.98260             44368
6    7.79308     2.14211             7719
