#Plane_2x2
#Card       tzero  t_zero_err      entries
0    6.19557     1.10717             18544
1    3.49316     0.09794             2014906
2    6.60287     0.09864             3087349
3    8.65280     0.64052             231687
4    11.20915     0.77945             117017
