#Plane_2u2
#Card       tzero  t_zero_err      entries
0    9.48616     6.94619             2070
1    9.69205     1.33294             16836
2    10.72137     0.22792             1207118
3    3.14146     0.06057             3592401
4    4.33965     0.32425             374889
5    3.50715     0.59936             83633
6    10.92173     2.56312             17070
