#Plane_1v1
#Card       tzero  t_zero_err      entries
0    10.50000     0.00000             1057
1    9.15196     1.88765             24361
2    9.21152     0.19925             1535742
3    12.50381     0.17523             3340183
4    0.71275     0.21302             236407
5    1.71283     0.51223             72201
6    5.01689     3.09787             6697
