#Plane_1x2
#Card       tzero  t_zero_err      entries
0    7.71835     2.42598             7869
1    7.81151     0.17412             1544061
2    0.61750     0.03877             3371449
3    3.74022     0.25789             238858
4    5.90768     0.59372             128025
