#Plane_2v1
#Card       tzero  t_zero_err      entries
0    3.13564     5.21734             3535
1    0.51660     0.53448             19099
2    11.84999     0.58523             324197
3    12.09686     0.12798             4829982
4    7.41804     0.75623             105358
5    6.32390     0.89743             36525
6    9.25629     2.87193             6929
