#Plane_1u2
#Card       tzero  t_zero_err      entries
0    4.71288     2.50349             5099
1    4.07617     0.54480             96695
2    4.76947     0.35766             211799
3    4.58226     0.57545             101871
4    -3.47757     0.61820             30989
5    -8.53238     3.19783             4342
