#Plane_2u2
#Card       tzero  t_zero_err      entries
0    -0.16810     0.70420             13502
1    -0.77815     0.31998             105018
2    -0.06843     0.18831             206842
3    -10.27781     0.41586             92075
4    9.36135     1.53143             29014
5    9.76832     5.66737             4279
