#Plane_2v1
#Card       tzero  t_zero_err      entries
0    6.07881     1.89422             10462
1    9.79675     1.04482             96940
2    -0.98799     0.24705             196520
3    -1.30728     0.33518             103078
4    -2.04844     0.59285             34833
5    -10.39486     1.47142             6523
