#Plane_1v1
#Card       tzero  t_zero_err      entries
0    -4.04300     1.50067             5930
1    -2.65534     0.43122             85327
2    5.23960     0.35646             220041
3    6.01955     0.64417             98226
4    3.27670     0.99553             29691
5    -2.05144     1.80887             3052
