#Plane_1u1
#Card       tzero  t_zero_err      entries
0    20.50000     0.00000             69
1    2.18268     0.80988             25595
2    5.15062     0.59764             74462
3    4.05241     0.68689             64195
4    8.20104     1.33333             45367
5    6.19944     1.56491             15553
6    14.50000     0.00000             262
