#Plane_1x2
#Card       tzero  t_zero_err      entries
0    7.37590     2.00819             9395
1    7.68577     0.99908             48385
2    0.45836     0.39351             76029
3    4.17095     0.52254             69504
4    5.71634     1.07756             24003
