#Plane_2x2
#Card       tzero  t_zero_err      entries
0    6.50003     1.77046             14633
1    2.50042     0.58319             50408
2    6.88265     1.05441             66442
3    9.81360     1.34355             62006
4    11.12997     1.12314             37054
