#Plane_1x1
#Card       tzero  t_zero_err      entries
0    -1.97617     0.93640             10142
1    1.38855     0.49977             49098
2    3.62205     0.50136             76431
3    7.81595     0.76297             69036
4    11.42555     1.83927             22612
