#Plane_2u2
#Card       tzero  t_zero_err      entries
0    30.50000     0.00000             76
1    10.54427     4.48448             7683
2    9.38766     1.29066             43414
3    2.84730     0.53124             66716
4    4.62920     0.61937             64509
5    2.93582     0.61921             41021
6    10.91450     3.93637             5165
