#Plane_1v1
#Card       tzero  t_zero_err      entries
0    10.50000     0.00000             59
1    6.74008     2.37577             7608
2    9.87133     0.90088             50845
3    12.85451     0.99114             73331
4    0.50619     0.34898             63193
5    1.55346     0.80702             30792
6    10.50000     0.00000             597
