#Plane_2v1
#Card       tzero  t_zero_err      entries
0    20.50000     0.00000             326
1    0.03450     0.45489             34363
2    11.07738     0.94093             69102
3    11.52307     1.54661             59430
4    7.80813     1.01797             43062
5    4.83279     1.12315             20458
6    10.50000     0.00000             1220
