#Plane_2u1
#Card       tzero  t_zero_err      entries
0    -4.30768     1.03235             15045
1    -1.24880     0.41500             117252
2    6.58454     0.42584             249154
3    7.11609     0.71695             117194
4    4.42903     0.86588             37284
5    4.71695     2.66520             5237
