#Plane_2u2
#Card       tzero  t_zero_err      entries
0    -3.45283     0.74396             16141
1    -3.14414     0.23086             129193
2    -2.28263     0.20126             250760
3    -11.32423     0.48189             112161
4    8.33119     1.11720             34140
5    8.53260     5.77192             4811
