#Plane_1x2
#Card       tzero  t_zero_err      entries
0    -11.29867     1.48551             15345
1    -6.05067     0.22635             184887
2    -8.89085     0.31174             139335
3    -5.82743     0.25281             95703
4    2.48186     0.61336             64547
5    2.15478     0.77023             37009
6    0.61642     1.30048             7462
