#Plane_1v2
#Card       tzero  t_zero_err      entries
0    -23.55322     1.53347             8313
1    -7.67222     0.28080             121085
2    -5.81588     0.17945             269493
3    -17.04648     0.74708             114048
4    1.98321     1.07960             25121
5    1.79776     3.38987             3198
