#Plane_1u1
#Card       tzero  t_zero_err      entries
0    -7.29533     1.77391             5530
1    2.07200     0.68529             108779
2    -7.13721     0.20923             258845
3    -5.81325     0.25178             125100
4    -8.01988     0.53445             39298
5    -14.95049     3.44361             5273
