#Plane_2v2
#Card       tzero  t_zero_err      entries
0    5.90547     1.63919             14268
1    5.78298     0.63571             129367
2    6.37220     0.47767             243143
3    7.54744     0.78695             116136
4    -1.60401     0.77594             37515
5    -4.18547     1.40515             6751
