#Plane_2x1
#Card       tzero  t_zero_err      entries
0    -3.93062     0.40836             49869
1    -2.65576     0.24596             167652
2    -3.27613     0.20283             116156
3    5.87051     0.62605             88802
4    4.93556     0.68594             62447
5    6.46412     0.91369             39416
6    4.47268     1.38430             12834
