# CaFe Ca40 SRC Systematics Cuts Summary
# entry -> id for a particular combination of random gaussian-generated data analysis cuts  
# syst_total_real -> randoms-subtracted, integrated yield (varied all cuts simultaneously)
# syst_dVAR_real,err -> randoms-subtracted integrated yield (kept all cuts at central value, and varied only VAR)
entry,syst_total_real,syst_total_real_err,syst_dPm_min_real,syst_dPm_min_real_err,syst_dPm_max_real,syst_dPm_max_real_err,syst_dQ2_real,syst_dQ2_real_err,syst_dXbj_real,syst_dXbj_real_err,syst_dthrq_real,syst_dthrq_real_err,syst_dHcoll_real,syst_dHcoll_real_err,syst_dScoll_real,syst_dScoll_real_err
23,11112.316,110.635,8481.040,95.653,8578.842,96.578,8243.105,94.436,9419.618,101.711,8204.974,94.164,7738.329,91.483,8014.553,93.100
24,6973.789,86.512,7762.790,91.686,8264.961,94.651,8189.052,94.121,6787.382,85.190,7797.105,91.863,8399.553,95.320,8016.553,93.111
25,7739.592,91.633,7716.447,91.428,8047.947,93.312,8019.553,93.127,8180.868,94.157,8220.316,94.250,7629.250,90.842,8016.553,93.111
26,5176.632,73.974,7762.790,91.686,8038.605,93.257,8307.171,94.809,5365.158,75.365,9131.513,99.233,7296.908,88.802,8016.224,93.112
27,4691.592,71.061,7811.461,91.953,8341.408,95.113,8006.197,93.044,6590.158,83.892,5274.303,75.739,8124.987,93.745,8017.224,93.117
28,7558.789,90.566,7947.184,92.719,8509.066,96.159,7559.434,90.374,7761.763,91.484,7433.566,89.748,8345.197,95.023,8019.224,93.128
29,9471.789,101.233,7514.026,90.266,7418.961,89.330,8197.395,94.170,8647.026,97.025,9392.013,100.619,8273.145,94.615,8016.224,93.112
30,8270.592,95.361,7716.447,91.428,7630.368,90.730,7991.184,92.956,9622.039,102.905,7407.868,89.588,8330.184,94.937,8016.224,93.112
31,6061.026,80.182,8308.303,94.709,7489.750,89.793,8233.763,94.381,6286.816,81.856,7858.132,92.209,7780.355,91.727,8016.224,93.112
32,6541.263,83.861,7422.329,89.739,8029.579,93.195,8013.868,93.087,7014.987,86.672,7850.461,92.165,8283.487,94.674,8013.553,93.095
33,4892.711,72.084,7680.434,91.224,7686.105,91.075,8019.553,93.127,5917.342,79.270,7665.355,91.098,7476.776,89.921,8017.224,93.117
34,9331.868,100.414,8015.553,93.106,8428.237,95.653,8247.776,94.463,7761.763,91.484,8535.171,96.004,8443.908,95.564,8013.553,93.095
35,6050.013,80.930,7514.026,90.266,8607.211,96.743,7790.013,91.775,7088.434,87.160,6724.026,85.390,8118.316,93.707,8018.224,93.122
36,8577.026,97.006,7861.145,92.232,7803.237,91.787,8157.355,93.936,9481.763,102.086,8031.553,93.192,7428.369,89.610,8013.553,93.095
37,6749.553,84.872,8390.987,95.153,6936.369,86.245,8438.934,95.551,7622.197,90.591,7206.382,88.370,8134.329,93.800,8018.224,93.122
38,6495.276,83.594,8145.579,93.815,7186.369,87.872,7390.947,89.352,8434.961,95.718,7359.145,89.284,8213.408,94.262,8017.224,93.117
39,6547.934,83.903,8015.553,93.106,8264.961,94.651,7839.408,92.077,7316.092,88.639,7883.474,92.351,7235.882,88.443,8015.553,93.106
40,8739.974,97.305,8069.895,93.402,7824.263,91.916,8293.158,94.728,8408.276,95.569,8156.618,93.895,8008.211,93.062,8013.553,93.095
41,6459.026,83.027,8015.553,93.106,8142.079,93.885,8399.237,95.327,6657.921,84.352,8626.224,96.504,7034.697,87.193,8016.224,93.112
42,6450.158,83.053,7638.408,90.979,8654.974,97.039,7625.500,90.775,6300.513,81.958,8686.934,96.840,7898.447,92.418,8018.224,93.122
43,6585.434,84.225,7514.026,90.266,7630.368,90.730,7538.763,90.257,7669.605,90.893,7868.803,92.269,8273.145,94.615,8014.553,93.100
44,8972.921,99.141,7811.461,91.953,7539.513,90.123,8170.368,94.012,9622.039,102.905,8405.118,95.296,7568.526,90.475,8013.553,93.095
45,9577.579,102.303,8760.461,97.147,7621.000,90.659,8170.368,94.012,9900.184,104.476,8124.263,93.711,7284.566,88.727,8014.553,93.100
46,9113.434,98.934,8570.053,96.124,7295.132,88.543,7937.487,92.650,8408.276,95.569,8470.816,95.656,8551.040,96.191,8013.553,93.095
47,8563.684,96.590,8180.592,94.009,8088.658,93.553,8244.776,94.447,8565.184,96.511,7349.803,89.227,8267.474,94.583,8012.882,93.089
48,7129.224,87.464,7680.434,91.224,8038.605,93.257,8319.842,94.878,7088.434,87.160,8306.026,94.727,7992.526,92.968,8013.553,93.095
49,9527.132,102.488,8607.724,96.322,8423.566,95.627,7718.263,91.337,9371.513,101.422,7095.000,87.710,8564.395,96.272,8013.553,93.095
50,7216.224,87.391,8644.408,96.521,7498.763,89.851,7776.671,91.697,6468.697,83.088,8705.947,96.945,8220.408,94.299,8013.553,93.095
51,8795.803,97.334,8069.895,93.402,7953.816,92.736,8386.895,95.258,7880.987,92.255,8913.368,98.054,7687.618,91.181,8017.224,93.117
52,9960.211,104.458,8607.724,96.322,7795.566,91.743,8233.763,94.381,9721.579,103.487,7793.105,91.841,7937.816,92.649,8013.553,93.095
53,7884.487,92.003,8099.908,93.569,7844.316,92.053,8244.776,94.447,7531.697,89.998,8051.224,93.299,8204.737,94.214,8014.553,93.100
54,8769.553,98.092,7344.632,89.288,7763.171,91.533,7286.197,88.717,10000.776,105.079,8606.197,96.386,8091.618,93.548,8013.553,93.095
55,7057.395,87.530,7906.500,92.490,7824.263,91.916,8338.513,94.978,8434.961,95.718,7343.132,89.187,7338.605,89.053,8013.553,93.095
56,8833.763,97.678,8516.382,95.842,7630.368,90.730,8247.776,94.463,8510.408,96.170,8174.961,93.997,7729.329,91.434,8019.224,93.128
57,6094.855,80.699,8443.013,95.440,7020.184,86.815,7529.079,90.194,7688.987,91.026,6994.908,87.085,8372.210,95.172,8016.224,93.112
58,7315.158,88.107,8308.303,94.709,7831.290,91.968,8202.066,94.197,6449.658,82.950,9785.197,102.644,7369.974,89.249,8013.553,93.095
59,6738.658,84.870,7638.408,90.979,8382.803,95.363,8090.290,93.544,6424.974,82.790,8691.934,96.866,7992.526,92.968,8013.553,93.095
60,8349.934,95.781,7422.329,89.739,7992.868,92.974,8130.974,93.770,9232.119,100.537,7868.803,92.269,7837.053,92.052,8013.553,93.095
61,10447.395,107.316,7680.434,91.224,7752.829,91.471,8071.592,93.427,10267.329,106.599,8663.579,96.708,7933.145,92.622,8013.553,93.095
62,7253.618,88.957,7072.184,87.684,8165.790,94.035,7978.842,92.885,8205.566,94.304,7974.526,92.871,7905.460,92.463,8014.553,93.100
63,6108.566,81.221,8015.553,93.106,7944.803,92.680,7813.382,91.921,7644.895,90.733,6396.118,83.304,8193.724,94.148,8016.224,93.112
64,5921.197,79.830,8069.895,93.402,8131.408,93.826,8369.553,95.162,7065.053,86.998,6311.066,82.760,8028.579,93.190,8014.553,93.100
65,7143.171,87.513,7468.671,90.002,8108.355,93.675,7766.645,91.628,7088.434,87.160,9146.184,99.309,7873.408,92.261,8018.224,93.122
66,6152.263,80.895,7985.197,92.931,8230.250,94.444,6860.803,86.058,6179.053,81.136,8895.026,97.956,8193.724,94.148,8016.553,93.111
67,7422.947,89.345,7344.632,89.288,7915.447,92.510,7275.184,88.647,7622.197,90.591,9041.132,98.752,8372.210,95.172,8013.553,93.095
68,10297.776,106.171,7861.145,92.232,8338.066,95.091,7801.355,91.841,9282.197,100.825,8941.395,98.210,7880.079,92.300,8017.224,93.117
69,9131.368,100.159,7638.408,90.979,8313.671,94.931,8189.052,94.121,8946.250,98.836,7618.303,90.810,8419.908,95.438,8018.224,93.122
70,7439.816,89.552,7906.500,92.490,8371.118,95.292,8254.776,94.500,7471.974,89.633,7974.184,92.864,7629.250,90.842,8021.224,93.138
71,7647.500,90.896,8069.895,93.402,8038.605,93.257,8173.039,94.029,7854.263,92.079,7884.145,92.357,7720.645,91.377,8016.224,93.112
72,7241.487,88.440,8224.605,94.249,7058.237,87.064,7895.474,92.416,8965.618,98.952,8150.276,93.857,7314.592,88.911,8014.553,93.100
73,6803.092,85.113,9004.868,98.435,7880.711,92.284,7370.263,89.226,6868.790,85.710,7529.934,90.303,8118.316,93.707,8018.224,93.122
74,8015.684,93.355,8069.895,93.402,8015.553,93.106,7224.132,88.329,8897.171,98.547,8212.645,94.207,7852.724,92.139,8021.224,93.138
75,8102.724,94.018,8180.592,94.009,8210.211,94.317,7806.368,91.876,8661.408,97.124,7603.961,90.726,7780.355,91.727,8016.224,93.112
76,7468.447,89.506,8015.553,93.106,7870.355,92.216,7559.434,90.374,7669.605,90.893,8573.842,96.207,7892.079,92.364,8015.553,93.106
77,7677.434,91.389,7762.790,91.686,7621.000,90.659,7465.368,89.816,8897.171,98.547,7999.540,93.013,8193.724,94.148,8016.224,93.112
78,6658.395,84.043,8848.487,97.613,7510.105,89.919,8157.355,93.936,6564.461,83.720,7724.066,91.443,7695.632,91.233,8018.224,93.122
79,8348.947,95.086,7638.408,90.979,8326.711,95.020,7678.895,91.102,7902.026,92.390,8612.211,96.424,8277.816,94.642,8018.224,93.122
80,6434.171,83.165,8015.553,93.106,7554.868,90.221,8189.052,94.121,7732.395,91.305,7458.579,89.895,7416.026,89.536,8016.224,93.112
81,10020.487,104.560,7716.447,91.428,8079.987,93.505,8157.355,93.936,8897.171,98.547,8901.368,97.993,8091.618,93.548,8013.553,93.095
82,5928.145,79.214,7680.434,91.224,7831.290,91.968,8376.553,95.199,5615.066,77.161,9172.197,99.446,8124.987,93.745,8016.224,93.112
83,6430.605,83.998,7762.790,91.686,8245.592,94.530,6931.868,86.508,9282.197,100.825,7358.145,89.278,6974.329,86.826,8015.553,93.106
84,6774.711,85.113,7716.447,91.428,7466.671,89.621,8201.395,94.191,7189.592,87.828,8137.934,93.786,8149.342,93.887,8012.553,93.090
85,12240.092,115.811,8516.382,95.842,8158.118,93.991,8202.066,94.197,9749.605,103.635,9067.145,98.890,7770.684,91.672,8018.224,93.122
86,7910.145,93.035,7594.724,90.728,7992.868,92.974,8401.237,95.338,8688.105,97.277,7345.803,89.204,8101.290,93.602,8016.553,93.111
87,10344.000,106.024,7389.316,89.548,7599.605,90.507,8363.197,95.118,8831.711,98.150,9642.789,101.911,8273.145,94.615,8013.553,93.095
88,8289.908,95.453,8099.908,93.569,8786.895,97.846,8287.487,94.696,8460.658,95.868,7093.329,87.698,7695.632,91.233,8016.224,93.112
89,6990.355,86.742,7906.500,92.490,8300.329,94.856,8126.303,93.743,7295.053,88.498,7665.355,91.098,7780.355,91.727,8013.553,93.095
90,6095.158,81.297,7154.211,88.166,8113.026,93.702,8013.868,93.087,7598.842,90.450,7138.355,87.969,7966.842,92.820,8018.224,93.122
91,8289.658,94.093,8516.382,95.842,8341.408,95.113,8126.303,93.743,6868.790,85.710,8474.487,95.678,8233.079,94.369,8016.553,93.111
92,6197.816,81.514,7514.026,90.266,8088.658,93.553,7978.842,92.885,6725.684,84.809,7963.171,92.798,7954.829,92.748,8016.224,93.112
93,12312.750,116.406,8015.553,93.106,7735.158,91.372,8015.553,93.106,10510.618,108.021,9158.526,99.375,8297.500,94.755,8018.224,93.122
94,8264.105,94.547,7716.447,91.428,8181.132,94.121,8345.855,95.022,8015.553,93.106,9119.842,99.172,7150.145,87.917,8013.553,93.095
95,6572.000,83.888,7514.026,90.266,8274.303,94.704,8260.447,94.532,6590.158,83.892,8842.329,97.671,7662.263,91.030,8013.553,93.095
96,11355.790,111.197,8015.553,93.106,8006.882,93.057,8274.460,94.613,8946.250,98.836,9281.605,100.032,8283.487,94.674,8013.553,93.095
97,7672.948,90.916,8015.553,93.106,7607.961,90.565,8163.355,93.968,8094.684,93.600,8685.934,96.835,7221.210,88.357,8012.553,93.090
98,8945.987,98.533,7811.461,91.953,7695.118,91.131,7853.434,92.167,8740.540,97.597,8776.645,97.325,8142.342,93.849,8015.553,93.106
99,8754.750,97.777,7906.500,92.490,8029.579,93.195,8099.303,93.599,8764.921,97.747,7816.790,91.980,8220.408,94.299,8018.224,93.122
100,8358.947,95.139,8308.303,94.709,7906.092,92.447,7506.737,90.065,8647.026,97.025,8353.066,94.995,7852.724,92.139,8015.553,93.106
101,12956.263,119.074,7811.461,91.953,8068.303,93.433,7622.487,90.751,10046.882,105.348,10235.132,104.940,8322.842,94.894,8013.553,93.095
102,5277.829,75.229,8099.908,93.569,8709.434,97.384,8384.895,95.248,6361.553,82.353,7230.053,88.506,6586.421,84.420,8016.224,93.112
103,6697.461,84.707,7716.447,91.428,7489.750,89.793,8173.039,94.029,7239.987,88.149,7736.737,91.515,8382.553,95.231,8016.553,93.111
104,9472.645,101.494,8069.895,93.402,7983.184,92.913,8049.908,93.302,8965.618,98.952,9051.474,98.809,7369.974,89.249,8013.553,93.095
105,6267.697,82.072,8760.461,97.147,7880.711,92.284,8193.395,94.149,7497.013,89.795,6081.605,81.284,7892.079,92.364,8016.224,93.112
106,7070.434,87.247,8443.013,95.440,5916.211,79.389,8247.776,94.463,9779.316,103.799,7531.934,90.314,8101.290,93.602,8013.553,93.095
107,8228.974,94.643,7514.026,90.266,8230.250,94.444,7960.500,92.781,8228.961,94.460,8236.000,94.342,8104.961,93.624,8019.224,93.128
108,6847.750,86.337,7514.026,90.266,8205.211,94.290,7472.039,89.855,8180.868,94.157,7505.921,90.163,7864.066,92.206,8014.553,93.100
109,8116.974,93.518,8308.303,94.709,8274.303,94.704,8330.842,94.936,7531.697,89.998,7505.921,90.163,8297.500,94.755,8013.553,93.095
110,6938.145,86.126,8015.553,93.106,8295.316,94.822,8090.290,93.544,6612.882,84.061,8617.553,96.457,7673.276,91.098,8016.553,93.111
111,6640.421,85.325,7389.316,89.548,7777.855,91.622,7260.500,88.555,9320.303,101.066,7230.053,88.506,7894.105,92.390,8018.224,93.122
112,5726.961,77.816,8015.553,93.106,7518.132,89.978,8403.237,95.348,5750.882,78.132,8291.355,94.647,7966.842,92.820,8016.224,93.112
113,6889.079,86.189,8443.013,95.440,7752.829,91.471,7741.960,91.484,7969.474,92.815,6817.079,85.964,8316.171,94.856,8012.553,93.090
114,6555.434,83.452,8180.592,94.009,7777.855,91.622,8168.355,93.995,6179.053,81.136,8149.947,93.857,8259.789,94.533,8012.553,93.090
115,8012.447,93.211,8069.895,93.402,8338.066,95.091,8099.303,93.599,8015.553,93.106,7972.184,92.854,7629.250,90.842,8013.553,93.095
116,8166.250,94.633,8145.579,93.815,7763.171,91.533,8235.763,94.392,9399.224,101.580,7034.618,87.337,7999.868,93.012,8014.553,93.100
117,7044.342,87.235,8224.605,94.249,8147.105,93.926,7026.947,87.101,7940.434,92.638,7617.632,90.804,8142.342,93.849,8016.553,93.111
118,6784.829,85.047,8180.592,94.009,8816.987,98.046,7984.513,92.918,6019.184,80.019,8346.053,94.951,8053.921,93.330,8013.553,93.095
119,6702.553,84.791,7716.447,91.428,6967.408,86.448,7678.895,91.102,8094.684,93.600,8304.355,94.715,8067.934,93.412,8016.224,93.112
120,12160.658,115.998,8145.579,93.815,8248.605,94.553,8183.052,94.089,10107.960,105.675,8348.724,94.968,8431.908,95.501,8019.224,93.128
121,7973.842,93.215,7199.566,88.435,8349.408,95.155,8094.290,93.565,8152.500,93.987,8386.105,95.190,7892.079,92.364,8018.224,93.122
122,8655.921,97.188,7638.408,90.979,8142.079,93.885,7839.408,92.077,8740.540,97.597,8432.460,95.444,7894.105,92.390,8013.553,93.095
123,10635.474,108.378,7680.434,91.224,8226.566,94.415,8126.303,93.743,9721.579,103.487,8462.145,95.609,8082.276,93.494,8013.553,93.095
124,9003.737,99.203,7861.145,92.232,8374.461,95.314,7678.895,91.102,8831.711,98.150,8354.066,95.001,7912.803,92.507,8013.553,93.095
125,4918.461,73.233,7072.184,87.684,7318.829,88.694,8019.553,93.127,8543.447,96.363,5869.763,79.861,8193.724,94.148,8013.553,93.095
126,6089.487,80.644,8516.382,95.842,8423.566,95.627,8044.237,93.269,6166.039,81.047,6615.618,84.709,8259.789,94.533,8018.224,93.122
127,7734.987,92.003,7344.632,89.288,8210.211,94.317,8247.776,94.463,8373.895,95.364,7642.329,90.957,8042.921,93.271,8016.224,93.112
128,6039.197,80.565,7680.434,91.224,8142.079,93.885,8015.553,93.106,7043.684,86.855,7263.408,88.707,7757.013,91.595,8013.553,93.095
129,8141.434,94.070,7906.500,92.490,8194.526,94.224,8036.566,93.225,8276.382,94.757,8035.224,93.214,7757.013,91.595,8013.553,93.095
130,6601.974,84.050,8258.290,94.437,7763.171,91.533,8208.750,94.242,7211.290,87.969,7537.605,90.348,7543.842,90.329,8016.553,93.111
131,9222.776,100.155,8349.974,94.931,7931.132,92.604,7984.513,92.918,8740.540,97.597,7807.790,91.931,8514.329,95.977,8018.224,93.122
132,7515.132,90.697,7389.316,89.548,8827.671,98.110,7747.960,91.517,7880.987,92.255,7478.250,90.007,8149.342,93.887,8016.224,93.112
133,12901.645,120.530,8570.053,96.124,7953.816,92.736,8313.842,94.846,11962.750,116.187,7632.658,90.901,8329.513,94.931,8021.224,93.138
134,6333.211,82.176,8760.461,97.147,8191.171,94.195,8280.460,94.645,6300.513,81.958,6763.368,85.625,8042.921,93.271,8018.224,93.122
135,8297.118,94.728,8516.382,95.842,8300.329,94.856,7822.053,91.970,8180.868,94.157,8283.684,94.604,7385.987,89.346,8013.553,93.095
136,10132.290,106.414,8224.605,94.249,8186.829,94.167,8130.974,93.770,10925.645,110.390,7615.961,90.792,7399.342,89.433,8013.553,93.095
137,6307.961,82.477,8145.579,93.815,8147.105,93.926,7842.763,92.107,7497.013,89.795,6842.105,86.124,7729.329,91.434,8016.553,93.111
138,8958.658,98.093,8644.408,96.521,8226.566,94.415,8152.684,93.909,7531.697,89.998,7975.526,92.876,8499.987,95.898,8018.224,93.122
139,8710.579,97.464,7716.447,91.428,8614.882,96.784,7842.763,92.107,8180.868,94.157,8220.316,94.250,8149.342,93.887,8015.553,93.106
140,8156.224,93.683,8099.908,93.569,7295.132,88.543,8163.355,93.968,8321.092,95.016,8295.355,94.668,8074.605,93.450,8013.553,93.095
141,6776.053,85.903,7389.316,89.548,8158.118,93.991,7913.145,92.514,8094.684,93.600,7299.776,88.931,7892.079,92.364,8017.224,93.117
142,6462.026,83.842,7638.408,90.979,8056.632,93.368,8141.645,93.829,8015.553,93.106,6634.302,84.830,8042.921,93.271,8017.224,93.117
143,7808.803,91.581,8349.974,94.931,7777.855,91.622,7761.974,91.600,7880.987,92.255,8220.316,94.250,7898.447,92.418,8016.224,93.112
144,9251.632,100.723,8015.553,93.106,8020.566,93.140,7873.790,92.289,9300.908,100.939,7742.408,91.548,8457.934,95.651,8016.224,93.112
145,6075.750,80.515,8099.908,93.569,6036.671,80.223,7853.434,92.167,8259.013,94.647,7962.171,92.793,8111.645,93.669,8016.224,93.112
146,8008.500,92.323,8145.579,93.815,8047.947,93.312,7879.803,92.329,6540.434,83.561,9698.145,102.193,8291.158,94.717,8016.224,93.112
147,6072.158,81.564,7947.184,92.719,7677.421,91.018,6573.540,84.217,9868.816,104.309,6421.132,83.462,8453.592,95.624,8013.553,93.095
148,6771.921,85.220,7680.434,91.224,8571.171,96.536,8013.868,93.087,6540.434,83.561,8037.224,93.224,8233.079,94.369,8013.553,93.095
149,5873.263,79.361,7811.461,91.953,7870.355,92.216,7472.039,89.855,6989.947,86.505,7158.026,88.083,8200.066,94.186,8013.553,93.095
150,7529.184,90.437,7906.500,92.490,8382.803,95.363,8302.500,94.782,7902.026,92.390,7273.092,88.771,7894.105,92.390,8018.224,93.122
151,9175.724,99.561,8443.013,95.440,8428.237,95.653,8287.487,94.696,7854.263,92.079,8169.961,93.971,8015.553,93.106,8014.553,93.100
152,11742.961,113.732,8015.553,93.106,8408.842,95.520,8193.395,94.149,9652.750,103.075,8922.382,98.107,7864.066,92.206,8016.553,93.111
153,6563.645,84.023,8481.040,95.653,8374.461,95.314,8019.553,93.127,7189.592,87.828,6719.026,85.361,7757.013,91.595,8013.553,93.095
154,7447.342,89.330,8224.605,94.249,7900.079,92.408,7949.829,92.721,7161.553,87.646,7967.513,92.826,8307.171,94.809,8017.224,93.117
155,6793.474,85.862,8099.908,93.569,8338.066,95.091,7944.158,92.688,7854.263,92.079,6565.579,84.390,8053.921,93.330,8013.553,93.095
156,6831.342,85.813,7514.026,90.266,7418.961,89.330,7766.645,91.628,8142.434,93.899,8533.171,95.993,7534.171,90.273,8013.553,93.095
157,8150.053,94.267,8308.303,94.709,8205.211,94.290,7044.960,87.211,8847.092,98.253,7603.961,90.726,8443.908,95.564,8014.553,93.100
158,5672.039,77.727,7762.790,91.686,7813.921,91.855,7093.329,87.508,6489.710,83.223,8165.289,93.944,7976.855,92.881,8016.224,93.112
159,6867.895,85.572,7906.500,92.490,8300.329,94.856,8271.118,94.591,6331.868,82.162,9005.092,98.549,7729.329,91.434,8019.224,93.128
160,7729.289,90.499,8516.382,95.842,7426.961,89.375,7776.671,91.697,6868.790,85.710,9826.250,102.869,7687.618,91.181,8016.224,93.112
161,5883.671,79.473,8145.579,93.815,8118.395,93.750,7839.408,92.077,7211.290,87.969,7555.947,90.454,6819.592,85.889,8018.224,93.122
162,8591.092,97.624,7468.671,90.002,8191.171,94.195,7559.434,90.374,9985.040,104.971,7659.684,91.064,7923.145,92.568,8016.224,93.112
163,7080.105,87.115,7638.408,90.979,8108.355,93.675,8436.263,95.535,7014.987,86.672,8595.526,96.329,7729.329,91.434,8018.224,93.122
164,6990.539,86.273,8308.303,94.709,7666.408,90.950,8225.763,94.339,6590.158,83.892,7876.474,92.313,8399.553,95.320,8014.553,93.100
165,10928.237,109.309,8069.895,93.402,8592.855,96.657,7865.790,92.246,8811.329,98.022,8821.658,97.563,8437.908,95.532,8013.553,93.095
166,10238.789,105.584,8258.290,94.437,8142.079,93.885,8220.092,94.307,8764.921,97.747,8318.026,94.790,8339.526,94.991,8012.553,93.090
167,8772.816,98.073,7199.566,88.435,8238.592,94.493,7930.487,92.612,8764.921,97.747,8187.974,94.074,8410.566,95.385,8016.224,93.112
168,9633.789,101.377,8308.303,94.709,8256.618,94.602,8424.250,95.465,6759.368,85.018,10493.592,106.224,8118.316,93.707,8013.553,93.095
169,7444.632,89.290,8099.908,93.569,8142.079,93.885,8083.290,93.506,7161.553,87.646,8818.987,97.547,7428.369,89.610,8013.553,93.095
170,7988.658,93.196,7680.434,91.224,8191.171,94.195,7497.395,90.009,8510.408,96.170,8632.237,96.542,7594.882,90.633,8013.553,93.095
171,4955.053,72.521,7947.184,92.719,7968.816,92.817,7044.960,87.211,5615.066,77.161,7551.276,90.426,8111.645,93.669,8019.224,93.128
172,10097.329,105.484,7468.671,90.002,7763.171,91.533,8313.842,94.846,9806.039,103.955,8186.974,94.068,8464.605,95.688,8013.553,93.095
173,7854.250,91.891,7985.197,92.931,8355.434,95.201,8244.776,94.447,7265.684,88.312,8348.724,94.968,7905.460,92.463,8016.553,93.111
174,6089.145,81.048,7389.316,89.548,8551.816,96.424,7885.803,92.361,6868.790,85.710,7380.842,89.422,7912.803,92.507,8013.553,93.095
175,10931.145,108.671,8684.763,96.741,8496.368,96.077,8099.303,93.599,8121.066,93.766,8879.013,97.867,8417.908,95.428,8013.553,93.095
176,8805.579,98.119,8390.987,95.153,7102.619,87.346,7873.790,92.289,10591.789,108.475,7987.526,92.941,7880.079,92.300,8016.224,93.112
177,12631.842,118.230,7811.461,91.953,7831.290,91.968,7984.513,92.918,10857.158,110.010,9129.842,99.222,8345.197,95.023,8014.553,93.100
178,7560.368,90.527,8145.579,93.815,8220.211,94.370,7538.763,90.257,8152.500,93.987,7703.710,91.320,7873.408,92.261,8013.553,93.095
179,6843.803,86.345,7268.592,88.839,7900.079,92.408,7903.474,92.459,8180.868,94.157,7476.250,89.996,8124.987,93.745,8013.553,93.095
