# CaFe Be9 MF Systematics Cuts Summary
# entry -> id for a particular combination of random gaussian-generated data analysis cuts  
# syst_total_real -> randoms-subtracted, integrated yield (varied all cuts simultaneously)
# syst_dVAR_real,err -> randoms-subtracted integrated yield (kept all cuts at central value, and varied only VAR)
entry,syst_total_real,syst_total_real_err,syst_dPm_max_real,syst_dPm_max_real_err,syst_dQ2_real,syst_dQ2_real_err,syst_dEm_real,syst_dEm_real_err,syst_dHcoll_real,syst_dHcoll_real_err,syst_dScoll_real,syst_dScoll_real_err
0,137805.997,371.312,140935.015,375.503,132576.974,364.199,140844.673,375.382,147412.393,384.038,141180.687,375.831
1,157566.776,397.044,141129.687,375.763,150693.393,388.286,141183.687,375.835,147689.393,384.398,141183.687,375.835
2,137022.013,370.256,141353.358,376.061,131603.631,362.859,141900.354,376.788,146121.722,382.353,141183.687,375.835
3,169436.290,411.742,141675.700,376.491,167661.592,409.578,141183.687,375.835,142140.368,377.108,141183.687,375.835
4,133164.646,365.005,139256.002,373.259,144345.699,380.020,141183.687,375.835,132050.316,363.476,141184.687,375.836
5,139036.661,372.964,140872.015,375.419,141542.687,376.312,140844.673,375.382,139316.346,373.341,141183.687,375.835
6,156273.868,395.424,141353.358,376.061,167661.592,409.578,143223.041,378.541,129503.974,359.955,141184.687,375.836
7,144235.014,379.872,141010.015,375.603,151047.393,388.742,140128.673,374.427,135953.660,368.808,141184.687,375.836
8,116993.554,342.124,140330.673,374.697,118515.582,344.345,140844.673,375.382,140524.016,374.956,141184.687,375.836
9,133198.304,365.050,141456.358,376.198,134555.974,366.906,141183.687,375.835,139499.346,373.586,141179.687,375.830
10,138975.327,372.882,141675.700,376.491,134883.974,367.352,139334.314,373.362,146937.393,383.419,141182.687,375.834
11,152468.394,390.565,139740.673,373.908,152140.063,390.145,140844.673,375.382,143313.038,378.660,141180.687,375.831
12,153028.404,391.283,139353.673,373.391,146133.041,382.366,141900.354,376.788,149078.393,386.201,141183.687,375.835
13,123603.945,351.661,141587.029,376.372,123483.946,351.490,140481.673,374.898,141657.354,376.465,141180.687,375.831
14,154860.854,393.632,141819.042,376.682,166525.578,408.187,141900.354,376.788,129982.974,360.620,141184.687,375.836
15,147184.102,383.746,141675.700,376.491,156776.816,396.053,141183.687,375.835,132050.316,363.476,141183.687,375.835
16,110734.184,332.845,140575.673,375.023,112674.537,335.750,141183.687,375.835,139316.346,373.341,141179.687,375.830
17,127881.957,357.693,141246.358,375.919,125813.289,354.789,139334.314,373.362,145418.050,381.431,141183.687,375.835
18,170102.263,412.547,142079.055,377.029,161124.529,401.510,140128.673,374.427,149185.393,386.339,141188.687,375.842
19,156311.091,395.458,139924.673,374.154,149611.721,386.890,141183.687,375.835,148862.393,385.921,141192.687,375.847
20,170961.550,413.582,140423.673,374.821,162599.529,403.343,141183.687,375.835,149305.393,386.494,141180.687,375.831
21,142174.384,377.155,141675.700,376.491,140155.015,374.463,141183.687,375.835,142717.038,377.872,141185.687,375.838
22,135871.342,368.699,141587.029,376.372,142603.358,377.719,142226.026,377.220,133157.988,364.997,141176.687,375.826
23,150203.101,387.660,141675.700,376.491,156776.816,396.053,140128.673,374.427,135763.660,368.550,141183.687,375.835
24,159500.786,399.474,141300.358,375.991,152524.077,390.638,140844.673,375.382,147872.393,384.636,141183.687,375.835
25,133977.647,366.117,140500.673,374.923,141542.687,376.312,141900.354,376.788,133617.988,365.627,141183.687,375.835
26,145208.053,381.156,140807.344,375.333,163335.869,404.255,139761.985,373.935,127031.288,356.502,141184.687,375.836
27,144720.738,380.518,141675.700,376.491,140499.687,374.924,142893.369,378.105,143160.038,378.458,141184.687,375.836
28,127433.298,357.067,141010.015,375.603,121873.265,349.189,141900.354,376.788,147089.393,383.617,141189.687,375.843
29,155418.749,394.327,140872.015,375.419,153225.761,391.538,138944.314,372.839,145842.050,381.987,141184.687,375.836
30,144505.367,380.231,140646.344,375.118,139788.015,373.973,140844.673,375.382,146856.393,383.313,141184.687,375.836
31,152844.791,391.054,141499.358,376.255,156067.802,395.155,142547.026,377.645,136569.331,369.642,141184.687,375.836
32,144499.698,380.223,141499.358,376.255,140847.687,375.388,139761.985,373.935,146012.722,382.210,141177.687,375.827
33,129630.618,360.128,140330.673,374.697,141542.687,376.312,140481.673,374.898,130697.645,361.610,141184.687,375.836
34,167276.240,409.104,141587.029,376.372,157514.503,396.986,142226.026,377.220,148355.393,385.263,141179.687,375.830
35,133362.013,365.280,141972.713,376.887,130923.631,361.921,141183.687,375.835,143016.038,378.268,141184.687,375.836
36,138765.026,372.604,141726.371,376.559,149966.393,387.349,141551.354,376.324,129760.974,360.312,141182.687,375.834
37,201087.880,448.563,141675.700,376.491,197284.168,444.298,141183.687,375.835,143313.038,378.660,141184.687,375.836
38,117984.909,343.573,140646.344,375.118,115912.894,340.542,140844.673,375.382,144623.050,380.388,141184.687,375.836
39,119229.263,345.382,141903.042,376.794,132888.974,364.627,141183.687,375.835,126074.616,355.157,141183.687,375.835
40,160707.499,400.987,141726.371,376.559,161882.529,402.453,139761.985,373.935,141021.016,375.618,141180.687,375.831
41,151188.801,388.933,141938.713,376.842,175662.630,419.236,139334.314,373.362,122260.261,349.742,141184.687,375.836
42,120576.569,347.323,140807.344,375.333,124449.618,352.862,139334.314,373.362,138949.346,372.849,141186.687,375.839
43,124946.287,353.565,140935.015,375.503,121188.265,348.206,141183.687,375.835,145842.050,381.987,141183.687,375.835
44,141160.333,375.801,140646.344,375.118,151047.393,388.742,140844.673,375.382,132738.316,364.421,141178.687,375.828
45,135514.643,368.210,140575.673,375.023,151047.393,388.742,141551.354,376.324,126795.288,356.170,141183.687,375.835
46,146764.079,383.195,141972.713,376.887,137317.327,370.653,141551.354,376.324,149649.065,386.939,141179.687,375.830
47,162312.170,402.983,140575.673,375.023,157145.488,396.519,141900.354,376.788,145738.050,381.850,141167.687,375.814
48,165006.552,406.319,141129.687,375.763,164408.551,405.582,142226.026,377.220,140702.016,375.193,141180.687,375.831
49,136104.040,369.018,141726.371,376.559,127847.631,357.646,141183.687,375.835,149767.737,387.093,141179.687,375.830
50,134430.670,366.739,141129.687,375.763,130552.631,361.408,141900.354,376.788,144731.050,380.530,141179.687,375.830
