# CaFe B10 SRC Systematics Cuts Summary
# entry -> id for a particular combination of random gaussian-generated data analysis cuts  
# syst_total_real -> randoms-subtracted, integrated yield (varied all cuts simultaneously)
# syst_dVAR_real,err -> randoms-subtracted integrated yield (kept all cuts at central value, and varied only VAR)
entry,syst_total_real,syst_total_real_err,syst_dPm_min_real,syst_dPm_min_real_err,syst_dPm_max_real,syst_dPm_max_real_err,syst_dQ2_real,syst_dQ2_real_err,syst_dXbj_real,syst_dXbj_real_err,syst_dthrq_real,syst_dthrq_real_err,syst_dHcoll_real,syst_dHcoll_real_err,syst_dScoll_real,syst_dScoll_real_err
28,3822.303,62.335,3961.316,63.451,4226.382,65.556,3808.263,62.191,3887.632,62.854,3771.618,61.913,4193.013,65.275,4011.987,63.852
29,4708.763,69.172,3707.632,61.405,3757.592,61.779,4099.671,64.549,4298.092,66.134,4733.711,69.315,4152.671,64.958,4011.987,63.852
30,4116.197,64.825,3850.303,62.559,3852.947,62.563,3997.316,63.734,4715.974,69.376,3754.618,61.776,4190.013,65.252,4011.987,63.852
31,3201.750,56.950,4214.671,65.434,3786.934,62.023,4112.342,64.650,3245.776,57.358,3950.645,63.363,3895.632,62.917,4011.987,63.852
32,3294.513,57.842,3653.961,60.963,4022.987,63.938,4008.987,63.829,3566.855,60.157,3946.645,63.332,4158.671,65.004,4010.987,63.845
33,2551.000,50.835,3820.303,62.319,3880.961,62.797,4015.987,63.884,3050.053,55.574,3882.632,62.814,3738.276,61.636,4011.987,63.852
34,4663.092,68.838,4011.987,63.852,4197.040,65.326,4122.342,64.728,3887.632,62.854,4277.342,65.914,4237.013,65.611,4010.987,63.845
35,3021.132,55.385,3707.632,61.405,4254.724,65.779,3918.605,63.079,3590.868,60.367,3404.553,58.819,4061.658,64.244,4011.987,63.852
36,4171.513,65.237,3912.316,63.064,3927.303,63.172,4079.329,64.384,4650.921,68.867,4012.987,63.860,3712.605,61.424,4010.987,63.845
37,3498.184,59.580,4268.671,65.845,3557.197,60.084,4190.697,65.270,3805.934,62.176,3645.605,60.876,4071.658,64.321,4011.987,63.852
38,3374.855,58.540,4095.000,64.509,3659.224,60.949,3731.579,61.557,4207.066,65.422,3725.947,61.540,4108.329,64.609,4011.987,63.852
39,3316.184,58.032,4011.987,63.852,4126.026,64.770,3938.618,63.248,3688.237,61.197,3957.645,63.419,3609.263,60.570,4011.987,63.852
40,4367.408,66.643,4037.987,64.056,3935.303,63.235,4143.013,64.890,4202.395,65.383,4078.658,64.376,4006.987,63.813,4010.987,63.845
41,3309.790,57.925,4011.987,63.852,4064.000,64.269,4173.697,65.140,3427.487,58.958,4325.684,66.286,3510.250,59.736,4011.987,63.852
42,3307.118,57.898,3793.632,62.101,4275.066,65.940,3847.934,62.513,3257.789,57.474,4354.355,66.506,3954.303,63.385,4011.987,63.852
43,3321.842,58.074,3707.632,61.405,3852.947,62.563,3803.263,62.151,3836.276,62.426,3953.645,63.387,4152.671,64.958,4011.987,63.852
44,4378.895,66.844,3892.645,62.904,3808.276,62.202,4084.329,64.423,4715.974,69.376,4211.342,65.411,3781.618,61.994,4010.987,63.845
45,4801.605,69.965,4532.013,67.822,3848.947,62.531,4084.329,64.423,4802.395,70.058,4054.658,64.189,3633.263,60.768,4011.987,63.852
46,4738.039,69.343,4384.013,66.722,3709.237,61.368,3977.645,63.576,4202.395,65.383,4246.342,65.678,4289.013,66.006,4010.987,63.845
47,4311.092,66.232,4124.000,64.734,4044.658,64.111,4121.342,64.720,4258.421,65.830,3722.947,61.515,4146.329,64.903,4010.316,63.836
48,3585.868,60.326,3820.303,62.319,4026.987,63.970,4152.684,64.968,3590.868,60.367,4165.658,65.048,3994.316,63.710,4010.987,63.845
49,4810.250,70.012,4415.013,66.954,4196.040,65.318,3878.605,62.761,4616.224,68.593,3603.921,60.519,4295.684,66.060,4010.987,63.845
50,3871.447,62.578,4443.013,67.162,3795.934,62.095,3914.605,63.047,3349.803,58.280,4363.355,66.573,4111.329,64.632,4010.987,63.845
51,4391.684,66.782,4037.987,64.056,3984.974,63.630,4170.697,65.117,3941.645,63.292,4476.697,67.426,3835.632,62.439,4011.987,63.852
52,5029.671,71.622,4415.013,66.954,3922.303,63.132,4112.342,64.650,4755.671,69.683,3924.974,63.157,3975.645,63.560,4010.987,63.845
53,3948.263,63.307,4074.658,64.345,3943.303,63.298,4121.342,64.720,3760.921,61.802,4025.987,63.962,4104.329,64.578,4011.987,63.852
54,4218.224,65.627,3605.961,60.568,3907.303,63.013,3683.237,61.156,4846.421,70.391,4318.013,66.225,4046.658,64.127,4010.987,63.845
55,3529.632,59.938,3931.316,63.214,3935.303,63.235,4156.026,65.001,4207.066,65.422,3722.947,61.515,3666.263,61.039,4010.987,63.845
56,4488.395,67.535,4353.342,66.488,3852.947,62.563,4122.342,64.728,4246.079,65.730,4089.658,64.461,3864.632,62.670,4011.987,63.852
57,3258.092,57.450,4299.671,66.080,3592.211,60.386,3799.592,62.118,3848.618,62.532,3558.908,60.135,4204.013,65.359,4011.987,63.852
58,3829.461,62.252,4214.671,65.434,3939.303,63.267,4105.671,64.595,3333.803,58.143,4922.408,70.684,3676.934,61.130,4010.987,63.845
59,3445.829,59.120,3793.632,62.101,4176.697,65.163,4048.329,64.143,3318.803,58.014,4356.355,66.521,3994.316,63.710,4010.987,63.845
60,4049.118,64.245,3653.961,60.963,4000.645,63.757,4069.329,64.307,4545.171,68.034,3953.645,63.387,3920.632,63.116,4010.987,63.845
61,5053.461,71.874,3820.303,62.319,3900.303,62.958,4037.329,64.057,4961.145,71.241,4344.355,66.430,3971.974,63.528,4010.987,63.845
62,3535.303,59.989,3449.276,59.246,4074.000,64.346,3988.316,63.663,4116.684,64.691,3994.316,63.710,3959.303,63.425,4011.987,63.852
63,3092.789,56.020,4011.987,63.852,3978.974,63.583,3928.618,63.168,3823.605,62.321,3225.197,57.255,4095.658,64.508,4011.987,63.852
64,3034.118,55.490,4037.987,64.056,4063.000,64.261,4167.697,65.094,3578.197,60.259,3190.197,56.948,4019.987,63.915,4011.987,63.852
65,3560.171,60.087,3682.632,61.201,4053.658,64.181,3907.605,62.992,3590.868,60.367,4575.368,68.157,3931.303,63.204,4011.987,63.852
66,3186.066,56.797,3979.316,63.593,4116.355,64.691,3445.855,59.143,3190.421,56.854,4468.697,67.366,4095.658,64.508,4011.987,63.852
67,3677.553,61.095,3605.961,60.568,3966.303,63.480,3676.566,61.098,3805.934,62.176,4537.697,67.876,4204.013,65.359,4010.987,63.845
68,5040.921,71.643,3912.316,63.064,4151.697,64.971,3921.276,63.103,4566.513,68.197,4491.697,67.537,3939.303,63.267,4011.987,63.852
69,4514.197,67.826,3793.632,62.101,4139.026,64.870,4094.000,64.502,4440.118,67.219,3850.961,62.558,4232.013,65.573,4011.987,63.852
70,3673.605,61.106,3931.316,63.214,4172.697,65.132,4123.013,64.736,3746.250,61.680,3993.316,63.703,3809.961,62.229,4011.987,63.852
71,3842.961,62.494,4037.987,64.056,4026.987,63.970,4091.000,64.478,3932.645,63.221,3958.645,63.426,3858.632,62.623,4011.987,63.852
72,3693.237,61.238,4151.671,64.950,3611.882,60.552,3965.632,63.471,4448.118,67.278,4073.658,64.337,3648.263,60.891,4011.987,63.852
73,3679.092,61.004,4702.013,69.064,3948.303,63.338,3715.579,61.427,3503.500,59.610,3809.289,62.220,4061.658,64.244,4011.987,63.852
74,3977.987,63.586,4037.987,64.056,4011.987,63.852,3643.566,60.827,4420.776,67.068,4109.658,64.616,3921.303,63.124,4011.987,63.852
75,4094.710,64.541,4124.000,64.734,4107.013,64.612,3924.947,63.136,4308.092,66.210,3840.961,62.478,3895.632,62.917,4011.987,63.852
76,3770.868,61.840,4011.987,63.852,3947.303,63.330,3808.263,62.191,3836.276,62.426,4295.342,66.050,3947.303,63.330,4011.987,63.852
77,3847.645,62.545,3872.645,62.745,3848.947,62.531,3765.592,61.843,4420.776,67.068,4000.316,63.757,4095.658,64.508,4011.987,63.852
78,3610.118,60.458,4581.013,68.182,3800.605,62.136,4079.329,64.384,3385.145,58.590,3905.974,63.006,3847.632,62.535,4011.987,63.852
79,4161.000,65.019,3793.632,62.101,4146.026,64.924,3863.934,62.640,3955.645,63.403,4320.684,66.249,4156.671,64.989,4011.987,63.852
80,3283.855,57.757,4011.987,63.852,3812.276,62.234,4094.000,64.502,3877.632,62.774,3782.618,62.002,3710.605,61.408,4011.987,63.852
81,4969.500,71.081,3850.303,62.559,4041.658,64.088,4079.329,64.384,4420.776,67.068,4473.697,67.403,4046.658,64.127,4010.987,63.845
82,3047.355,55.523,3820.303,62.319,3939.303,63.267,4169.697,65.109,2920.684,54.366,4594.369,68.296,4069.658,64.306,4011.987,63.852
83,3153.605,56.692,3872.645,62.745,4121.355,64.730,3495.197,59.566,4566.513,68.197,3724.947,61.532,3475.579,59.441,4011.987,63.852
84,3424.513,58.955,3850.303,62.559,3777.934,61.950,4101.671,64.564,3639.895,60.794,4068.658,64.298,4075.658,64.352,4009.987,63.837
85,6014.487,78.291,4353.342,66.488,4070.000,64.315,4105.671,64.595,4761.684,69.736,4544.697,67.928,3883.632,62.822,4011.987,63.852
86,3905.053,63.061,3760.632,61.835,4000.645,63.757,4174.697,65.148,4318.092,66.285,3722.947,61.515,4052.658,64.173,4011.987,63.852
87,5052.513,71.672,3628.961,60.757,3836.276,62.426,4161.697,65.048,4383.434,66.783,4849.395,70.157,4152.671,64.958,4010.987,63.845
88,4124.803,64.844,4074.658,64.345,4331.434,66.392,4139.013,64.860,4226.066,65.567,3603.921,60.519,3847.632,62.535,4011.987,63.852
89,3521.566,59.816,3931.316,63.214,4137.026,64.854,4064.329,64.268,3674.237,61.082,3882.632,62.814,3895.632,62.917,4010.987,63.845
90,2996.842,55.205,3504.618,59.718,4055.658,64.197,4008.987,63.829,3795.263,62.086,3624.921,60.692,3988.645,63.662,4011.987,63.852
91,4299.250,66.011,4353.342,66.488,4153.697,64.986,4064.329,64.268,3503.500,59.610,4246.342,65.678,4121.329,64.710,4011.987,63.852
92,3129.132,56.351,3707.632,61.405,4044.658,64.111,3988.316,63.663,3452.487,59.169,3987.645,63.655,3982.645,63.615,4011.987,63.852
93,5956.276,77.997,4011.987,63.852,3897.632,62.933,4011.987,63.852,5053.842,71.910,4588.369,68.252,4166.342,65.067,4011.987,63.852
94,4099.987,64.538,3850.303,62.559,4083.000,64.416,4156.697,65.009,4011.987,63.852,4560.368,68.046,3558.263,60.147,4010.987,63.845
95,3347.500,58.287,3707.632,61.405,4131.026,64.808,4125.013,64.752,3396.145,58.684,4428.697,67.069,3825.632,62.358,4010.987,63.845
96,5625.579,75.608,4011.987,63.852,4008.316,63.820,4130.013,64.790,4440.118,67.219,4652.040,68.720,4158.671,65.004,4010.987,63.845
97,3856.263,62.576,4011.987,63.852,3846.947,62.515,4079.329,64.384,4044.329,64.112,4353.355,66.498,3598.263,60.479,4009.987,63.837
98,4466.408,67.382,3892.645,62.904,3886.961,62.845,3942.289,63.280,4337.092,66.428,4399.026,66.844,4072.658,64.329,4011.987,63.852
99,4332.434,66.400,3931.316,63.214,4022.987,63.938,4054.329,64.190,4347.092,66.504,3936.645,63.253,4111.329,64.632,4011.987,63.852
100,4222.329,65.485,4214.671,65.434,3960.303,63.433,3794.592,62.077,4298.092,66.134,4187.329,65.218,3921.303,63.124,4011.987,63.852
101,6332.934,80.370,3892.645,62.904,4038.658,64.064,3841.934,62.465,4876.092,70.604,5175.105,72.471,4182.342,65.189,4010.987,63.845
102,2752.724,52.836,4074.658,64.345,4301.763,66.165,4170.697,65.117,3281.461,57.683,3664.605,61.032,3313.211,58.029,4011.987,63.852
103,3424.197,58.967,3850.303,62.559,3786.934,62.023,4091.000,64.478,3660.566,60.967,3910.974,63.046,4212.013,65.420,4011.987,63.852
104,4694.750,69.062,4037.987,64.056,3999.645,63.749,4027.329,63.979,4448.118,67.278,4539.697,67.891,3676.934,61.130,4010.987,63.845
105,3295.803,57.815,4532.013,67.822,3948.303,63.338,4096.671,64.526,3751.250,61.720,3090.513,56.051,3947.303,63.330,4011.987,63.852
106,3695.237,61.254,4299.671,66.080,3074.066,55.802,4122.342,64.728,4769.355,69.794,3808.961,62.221,4052.658,64.173,4010.987,63.845
107,4072.711,64.370,3707.632,61.405,4116.355,64.691,3983.316,63.624,4134.684,64.830,4124.658,64.732,4055.658,64.197,4011.987,63.852
108,3430.250,59.063,3707.632,61.405,4103.013,64.582,3770.592,61.884,4103.342,64.581,3798.618,62.131,3926.303,63.164,4011.987,63.852
109,4126.987,64.747,4214.671,65.434,4131.026,64.808,4152.355,64.969,3760.921,61.802,3798.618,62.131,4166.342,65.067,4010.987,63.845
110,3575.171,60.212,4011.987,63.852,4135.026,64.839,4048.329,64.143,3411.145,58.812,4320.684,66.249,3829.632,62.391,4011.987,63.852
111,3272.303,57.755,3628.961,60.757,3913.303,63.061,3665.566,61.008,4594.868,68.421,3665.605,61.040,3951.303,63.362,4011.987,63.852
112,2973.013,54.841,4011.987,63.852,3803.605,62.161,4176.697,65.163,2988.368,55.001,4148.658,64.917,3988.645,63.662,4011.987,63.852
113,3604.855,60.472,4299.671,66.080,3900.303,62.958,3887.605,62.833,3990.987,63.688,3455.224,59.252,4178.342,65.159,4009.987,63.837
114,3402.763,58.699,4124.000,64.734,3913.303,63.061,4083.329,64.415,3190.421,56.854,4074.658,64.345,4137.329,64.833,4009.987,63.837
115,3989.342,63.692,4037.987,64.056,4151.697,64.971,4054.329,64.190,4011.987,63.852,3988.316,63.663,3809.961,62.229,4010.987,63.845
116,4101.803,64.667,4095.000,64.509,3907.303,63.013,4116.342,64.681,4628.237,68.690,3580.579,60.318,4002.987,63.782,4011.987,63.852
117,3602.211,60.468,4151.671,64.950,4066.000,64.284,3536.539,59.919,3977.316,63.577,3849.961,62.550,4072.658,64.329,4011.987,63.852
118,3485.461,59.425,4124.000,64.734,4347.447,66.523,3991.316,63.687,3102.066,56.052,4184.329,65.195,4027.987,63.978,4010.987,63.845
119,3436.487,59.034,3850.303,62.559,3563.868,60.143,3863.934,62.640,4044.329,64.112,4160.658,65.009,4030.658,64.002,4011.987,63.852
120,5884.026,77.586,4095.000,64.509,4122.026,64.739,4092.000,64.486,4892.434,70.726,4185.329,65.202,4235.013,65.596,4011.987,63.852
121,3890.368,62.931,3527.618,59.910,4155.697,65.002,4051.329,64.166,4086.671,64.448,4203.342,65.350,3947.303,63.330,4011.987,63.852
122,4250.395,65.749,3793.632,62.101,4064.000,64.269,3938.618,63.248,4337.092,66.428,4223.342,65.503,3951.303,63.362,4010.987,63.845
123,5124.803,72.374,3820.303,62.319,4113.013,64.659,4064.329,64.268,4755.671,69.683,4237.342,65.610,4042.658,64.095,4010.987,63.845
124,4433.105,67.157,3912.316,63.064,4172.697,65.132,3863.934,62.640,4383.434,66.783,4187.329,65.218,3962.303,63.448,4010.987,63.845
125,2467.118,50.121,3449.276,59.246,3718.579,61.451,4015.987,63.884,4254.750,65.799,2990.829,55.138,4095.658,64.508,4010.987,63.845
126,3240.737,57.280,4353.342,66.488,4196.040,65.318,4023.329,63.948,3179.750,56.756,3364.539,58.466,4137.329,64.833,4011.987,63.852
127,3831.382,62.471,3605.961,60.568,4107.013,64.612,4122.342,64.728,4189.053,65.274,3864.632,62.670,4023.987,63.946,4011.987,63.852
128,3067.474,55.809,3820.303,62.319,4064.000,64.269,4011.987,63.852,3573.526,60.216,3685.276,61.205,3879.632,62.790,4010.987,63.845
129,4034.697,64.064,3931.316,63.214,4093.000,64.494,4020.658,63.924,4155.368,65.002,4013.987,63.868,3879.632,62.790,4010.987,63.845
130,3420.197,58.933,4183.671,65.196,3907.303,63.013,4108.342,64.619,3651.566,60.893,3816.961,62.285,3773.618,61.929,4011.987,63.852
131,4663.776,68.856,4247.671,65.685,3971.974,63.528,3991.316,63.687,4337.092,66.428,3935.645,63.245,4266.013,65.831,4011.987,63.852
132,3679.355,61.221,3628.961,60.757,4354.461,66.585,3890.605,62.856,3941.645,63.292,3787.618,62.042,4075.658,64.352,4011.987,63.852
133,6249.408,80.143,4384.013,66.722,3984.974,63.630,4151.684,64.961,5638.987,76.183,3860.632,62.639,4186.342,65.220,4011.987,63.852
134,3412.434,58.785,4532.013,67.822,4090.000,64.471,4132.013,64.806,3257.789,57.474,3427.224,59.015,4023.987,63.946,4011.987,63.852
135,4239.658,65.614,4353.342,66.488,4137.026,64.854,3929.618,63.176,4103.342,64.581,4144.658,64.886,3691.934,61.252,4010.987,63.845
136,4922.184,70.994,4151.671,64.950,4088.000,64.455,4069.329,64.307,5239.947,73.264,3845.961,62.518,3696.605,61.294,4010.987,63.845
137,3202.816,57.017,4095.000,64.509,4066.000,64.284,3940.618,63.263,3751.250,61.720,3466.224,59.344,3864.632,62.670,4011.987,63.852
138,4582.000,68.180,4443.013,67.162,4113.013,64.659,4075.329,64.353,3760.921,61.802,3994.316,63.710,4263.013,65.809,4011.987,63.852
139,4301.066,66.137,3850.303,62.559,4260.395,65.825,3940.618,63.263,4103.342,64.581,4115.658,64.662,4075.658,64.352,4011.987,63.852
140,4143.632,64.858,4074.658,64.345,3709.237,61.368,4079.329,64.384,4169.368,65.110,4153.658,64.956,4035.658,64.041,4010.987,63.845
141,3347.908,58.354,3628.961,60.757,4070.000,64.315,3968.632,63.495,4044.329,64.112,3706.276,61.376,3947.303,63.330,4011.987,63.852
142,3260.526,57.559,3793.632,62.101,4032.658,64.017,4070.329,64.314,4011.987,63.852,3368.539,58.501,4023.987,63.946,4011.987,63.852
143,3999.579,63.697,4247.671,65.685,3913.303,63.061,3902.605,62.952,3941.645,63.292,4115.658,64.662,3954.303,63.385,4011.987,63.852
144,4606.868,68.509,4011.987,63.852,4016.987,63.891,3950.961,63.352,4578.526,68.295,3912.974,63.062,4246.013,65.679,4011.987,63.852
145,3207.079,56.993,4074.658,64.345,3142.750,56.429,3942.289,63.280,4142.026,64.893,3986.645,63.647,4058.658,64.220,4011.987,63.852
146,4120.868,64.608,4095.000,64.509,4030.987,64.001,3955.961,63.391,3374.145,58.496,4864.066,70.264,4162.342,65.036,4011.987,63.852
147,3039.263,55.666,3961.316,63.451,3873.961,62.741,3302.513,57.911,4793.053,69.985,3239.197,57.377,4244.013,65.664,4010.987,63.845
148,3419.184,58.913,3820.303,62.319,4240.724,65.672,4008.987,63.829,3374.145,58.496,4015.987,63.884,4121.329,64.710,4010.987,63.845
149,3026.079,55.382,3892.645,62.904,3947.303,63.330,3770.592,61.884,3557.513,60.072,3628.921,60.725,4101.329,64.555,4010.987,63.845
150,3766.974,61.893,3931.316,63.214,4176.697,65.163,4145.684,64.914,3955.645,63.403,3694.276,61.278,3951.303,63.362,4011.987,63.852
151,4605.079,68.406,4299.671,66.080,4197.040,65.326,4139.013,64.860,3932.645,63.221,4086.658,64.438,4011.987,63.852,4011.987,63.852
152,5704.855,76.311,4011.987,63.852,4185.368,65.233,4096.671,64.526,4724.987,69.450,4486.697,67.500,3926.303,63.164,4011.987,63.852
153,3399.184,58.743,4326.342,66.285,4172.697,65.132,4015.987,63.884,3639.895,60.794,3402.553,58.802,3879.632,62.790,4010.987,63.845
154,3803.237,62.129,4151.671,64.950,3955.303,63.393,3981.645,63.607,3624.224,60.661,3987.316,63.655,4173.342,65.120,4011.987,63.852
155,3448.895,59.202,4074.658,64.345,4151.697,64.971,3979.645,63.592,3932.645,63.221,3336.868,58.225,4027.987,63.978,4010.987,63.845
156,3441.855,59.109,3707.632,61.405,3757.592,61.779,3907.605,62.992,4079.671,64.394,4277.342,65.914,3766.618,61.873,4010.987,63.845
157,4116.026,64.692,4214.671,65.434,4103.013,64.582,3548.539,60.019,4395.434,66.873,3840.961,62.478,4237.013,65.611,4011.987,63.852
158,2934.395,54.532,3872.645,62.745,3930.303,63.196,3571.882,60.221,3364.803,58.409,4084.658,64.422,3992.316,63.695,4011.987,63.852
159,3526.487,59.791,3931.316,63.214,4137.026,64.854,4129.013,64.782,3270.461,57.588,4522.697,67.766,3864.632,62.670,4011.987,63.852
160,4094.118,64.336,4353.342,66.488,3760.592,61.803,3914.605,63.047,3503.500,59.610,4954.079,70.911,3835.632,62.439,4011.987,63.852
161,3038.447,55.525,4095.000,64.509,4060.329,64.237,3938.618,63.248,3651.566,60.893,3822.961,62.334,3408.224,58.854,4011.987,63.852
162,4142.605,65.086,3682.632,61.201,4090.000,64.471,3808.263,62.191,4832.750,70.290,3880.632,62.798,3965.974,63.481,4011.987,63.852
163,3559.513,60.089,3793.632,62.101,4053.658,64.181,4190.697,65.270,3566.855,60.157,4308.013,66.150,3864.632,62.670,4011.987,63.852
164,3672.500,61.011,4214.671,65.434,3869.961,62.709,4110.342,64.635,3396.145,58.684,3954.645,63.395,4223.013,65.504,4011.987,63.852
165,5359.618,73.854,4037.987,64.056,4248.724,65.733,3946.961,63.320,4370.434,66.685,4419.697,67.002,4236.013,65.603,4010.987,63.845
166,5103.197,72.037,4183.671,65.196,4064.000,64.269,4110.342,64.635,4347.092,66.504,4167.658,65.063,4193.013,65.275,4010.987,63.845
167,4260.474,65.886,3527.618,59.910,4119.355,64.715,3976.974,63.567,4347.092,66.504,4094.658,64.500,4228.013,65.542,4011.987,63.852
168,5014.632,71.257,4214.671,65.434,4126.026,64.770,4188.697,65.255,3460.158,59.238,5319.105,73.458,4061.658,64.244,4010.987,63.845
169,3797.224,62.070,4074.658,64.345,4064.000,64.269,4044.329,64.112,3624.224,60.661,4418.697,66.994,3712.605,61.424,4010.987,63.845
170,3984.000,63.643,3820.303,62.319,4090.000,64.471,3792.592,62.061,4246.079,65.730,4329.684,66.317,3795.289,62.108,4010.987,63.845
171,2615.632,51.433,3961.316,63.451,3988.645,63.662,3548.539,60.019,2920.684,54.366,3820.961,62.318,4058.658,64.220,4011.987,63.852
172,4877.763,70.619,3682.632,61.201,3907.303,63.013,4151.684,64.961,4776.697,69.853,4093.658,64.492,4249.013,65.702,4010.987,63.845
173,3930.605,63.174,3979.316,63.593,4165.697,65.078,4121.342,64.720,3666.237,61.017,4185.329,65.202,3959.303,63.425,4011.987,63.852
174,3038.145,55.550,3628.961,60.757,4236.724,65.642,3960.632,63.432,3503.500,59.610,3738.947,61.645,3962.303,63.448,4010.987,63.845
175,5596.526,75.380,4471.013,67.370,4226.382,65.556,4054.329,64.190,4064.000,64.269,4455.697,67.270,4230.013,65.557,4010.987,63.845
176,4422.461,67.094,4268.671,65.845,3633.882,60.733,3950.961,63.352,5087.855,72.155,3997.316,63.734,3939.303,63.267,4011.987,63.852
177,6039.053,78.595,3892.645,62.904,3939.303,63.267,3991.316,63.687,5210.263,73.049,4567.368,68.098,4193.013,65.275,4011.987,63.852
178,3852.947,62.563,4095.000,64.509,4110.013,64.636,3803.263,62.151,4086.671,64.448,3895.632,62.917,3931.303,63.204,4010.987,63.845
179,3401.921,58.826,3562.961,60.212,3955.303,63.393,3967.632,63.487,4103.342,64.581,3787.618,62.042,4069.658,64.306,4010.987,63.845
