# CaFe Au197 MF Systematics Cuts Summary
# entry -> id for a particular combination of random gaussian-generated data analysis cuts  
# syst_total_real -> randoms-subtracted, integrated yield (varied all cuts simultaneously)
# syst_dVAR_real,err -> randoms-subtracted integrated yield (kept all cuts at central value, and varied only VAR)
entry,syst_total_real,syst_total_real_err,syst_dPm_max_real,syst_dPm_max_real_err,syst_dQ2_real,syst_dQ2_real_err,syst_dEm_real,syst_dEm_real_err,syst_dHcoll_real,syst_dHcoll_real_err,syst_dScoll_real,syst_dScoll_real_err
0,25508.447,159.853,26198.145,162.006,24717.776,157.359,26171.803,161.922,27296.158,165.364,26273.145,162.237
1,29196.895,171.035,26250.145,162.166,28071.210,167.706,26273.145,162.237,27350.158,165.527,26275.145,162.243
2,25573.118,160.057,26317.816,162.376,24539.763,156.788,26516.158,162.988,27092.487,164.745,26274.145,162.240
3,31740.381,178.358,26393.500,162.614,31370.355,177.310,26273.145,162.237,26454.145,162.794,26275.145,162.243
4,24591.776,156.958,25689.789,160.422,26854.829,164.025,26273.145,162.237,24601.448,156.991,26277.145,162.249
5,25814.132,160.812,26178.145,161.944,26357.145,162.496,26171.803,161.922,25923.474,161.154,26273.145,162.237
6,29648.999,172.382,26317.816,162.376,31370.355,177.310,26948.171,164.312,24171.106,155.611,26277.145,162.249
7,26671.487,163.463,26213.145,162.052,28134.210,167.894,25922.461,161.147,25301.790,159.208,26275.145,162.243
8,21690.027,147.397,26034.473,161.498,22068.369,148.678,26171.803,161.922,26139.145,161.823,26276.145,162.246
9,24838.118,157.744,26337.487,162.438,25084.447,158.521,26273.145,162.237,25955.145,161.254,26273.145,162.237
10,25548.118,159.979,26393.500,162.614,25138.119,158.692,25669.447,160.356,27211.158,165.106,26273.145,162.237
11,28162.869,167.977,25844.131,160.905,28344.224,168.522,26171.803,161.922,26651.145,163.398,26273.145,162.237
12,28191.513,168.056,25729.460,160.547,27179.500,165.013,26516.158,162.988,27593.829,166.263,26274.145,162.240
13,22939.079,151.592,26371.500,162.546,22994.066,151.769,26038.803,161.510,26356.145,162.492,26273.145,162.237
14,29229.658,171.158,26425.171,162.713,31187.013,176.790,26516.158,162.988,24243.106,155.842,26276.145,162.246
15,27524.224,166.071,26393.500,162.614,29248.921,171.194,26273.145,162.237,24601.448,156.991,26275.145,162.243
16,20594.658,143.621,26099.145,161.700,21000.329,145.028,26273.145,162.237,25923.474,161.154,26273.145,162.237
17,23507.395,153.449,26285.816,162.277,23421.422,153.178,25669.447,160.356,26977.487,164.396,26273.145,162.237
18,31475.987,177.598,26500.513,162.947,30097.947,173.664,25922.461,161.147,27613.829,166.323,26277.145,162.249
