# CaFe C12 MF Systematics Cuts Summary
# entry -> id for a particular combination of random gaussian-generated data analysis cuts  
# syst_total_real -> randoms-subtracted, integrated yield (varied all cuts simultaneously)
# syst_dVAR_real,err -> randoms-subtracted integrated yield (kept all cuts at central value, and varied only VAR)
entry,syst_total_real,syst_total_real_err,syst_dPm_max_real,syst_dPm_max_real_err,syst_dQ2_real,syst_dQ2_real_err,syst_dEm_real,syst_dEm_real_err,syst_dHcoll_real,syst_dHcoll_real_err,syst_dScoll_real,syst_dScoll_real_err
0,142218.739,377.216,145344.093,381.339,137048.041,370.295,145221.093,381.178,151925.131,389.878,145652.764,381.744
1,162101.852,402.725,145587.093,381.658,155159.159,394.007,145657.764,381.751,152235.131,390.275,145660.764,381.755
2,141689.762,376.518,145881.777,382.046,136028.370,368.915,146491.779,382.844,150594.131,388.167,145660.764,381.755
3,174101.644,417.372,146356.790,382.669,172098.275,414.961,145657.764,381.751,146587.105,382.967,145660.764,381.755
4,137008.696,370.241,143088.725,378.366,148876.118,385.946,145657.764,381.751,136478.380,369.526,145662.764,381.758
5,143293.090,378.641,145256.093,381.224,146003.432,382.204,145221.093,381.178,143788.764,379.295,145657.764,381.751
6,161020.905,401.387,145881.777,382.046,172098.275,414.961,148045.459,384.870,133878.367,365.989,145662.764,381.758
7,148445.790,385.389,145419.093,381.438,155518.830,394.463,144372.750,380.062,140542.408,374.988,145660.764,381.755
8,121237.605,348.279,144590.080,380.348,123047.289,350.869,145221.093,381.178,145014.764,380.908,145661.764,381.756
9,137905.079,371.456,146028.448,382.238,139164.395,373.145,145657.764,381.751,143989.764,379.560,145652.764,381.744
10,143484.432,378.894,146356.790,382.669,139537.395,373.644,143389.410,378.765,151426.131,389.237,145657.764,381.751
11,156224.499,395.358,143768.409,379.265,156567.510,395.793,145221.093,381.178,147750.444,384.484,145652.764,381.744
12,157079.471,396.434,143252.396,378.583,150590.790,388.162,146491.779,382.844,153665.803,392.104,145658.764,381.752
13,128151.341,358.076,146236.119,382.511,127962.657,357.810,144798.093,380.623,146162.764,382.412,145652.764,381.744
14,159615.569,399.631,146550.133,382.923,170931.263,413.550,146491.779,382.844,134391.039,366.690,145662.764,381.758
15,151728.499,389.630,146356.790,382.669,161113.198,401.496,145657.764,381.751,136478.380,369.526,145660.764,381.755
16,115244.908,339.562,144911.751,380.771,117341.921,342.638,145657.764,381.751,143788.764,379.295,145652.764,381.744
17,132066.683,363.504,145755.435,381.879,130292.000,361.052,143389.410,378.765,149868.459,387.231,145657.764,381.751
18,174734.633,418.128,146916.133,383.400,165481.894,406.904,144372.750,380.062,153784.803,392.256,145665.764,381.761
19,160485.839,400.712,144000.409,379.571,154139.159,392.710,145657.764,381.751,153449.803,391.829,145667.764,381.764
20,175155.595,418.626,144692.080,380.482,166959.236,408.717,145657.764,381.751,153900.803,392.404,145655.764,381.748
21,146868.130,383.338,146356.790,382.669,144639.092,380.414,145657.764,381.751,147193.776,383.759,145663.764,381.759
22,140635.108,375.116,146236.119,382.511,147087.774,383.621,146871.792,383.341,137594.052,371.033,145652.764,381.744
23,154548.181,393.234,146356.790,382.669,161113.198,401.496,144372.750,380.062,140307.408,374.675,145657.764,381.751
24,163908.893,404.967,145825.777,381.973,156889.510,396.199,145221.093,381.178,152440.803,390.539,145658.764,381.752
25,138353.054,372.055,144809.080,380.636,146003.432,382.204,146491.779,382.844,138063.724,371.666,145659.764,381.754
26,148859.132,385.926,145164.751,381.103,167670.907,409.587,143869.078,379.399,131443.024,362.646,145660.764,381.755
27,149693.498,387.010,146356.790,382.669,144975.092,380.855,147682.459,384.398,147613.444,384.306,145662.764,381.758
28,132015.687,363.433,145419.093,381.438,126306.317,355.487,146491.779,382.844,151589.131,389.447,145665.764,381.761
29,159085.182,398.961,145256.093,381.224,157587.182,397.079,142901.738,378.121,150296.459,387.783,145660.764,381.755
30,148807.775,385.856,145000.751,380.888,144297.092,379.964,145221.093,381.178,151326.131,389.109,145660.764,381.755
31,157674.553,397.194,146102.448,382.335,160449.526,400.668,147269.792,383.860,141138.080,375.782,145660.764,381.755
32,148739.785,385.770,146102.448,382.335,145304.092,381.287,143869.078,379.399,150506.459,388.054,145652.764,381.744
33,133579.027,365.579,144590.080,380.348,146003.432,382.204,144798.093,380.623,135046.710,367.583,145662.764,381.758
34,172099.621,414.963,146236.119,382.511,161855.198,402.419,146871.792,383.341,152939.803,391.177,145652.764,381.744
35,138119.752,371.745,146768.133,383.207,135386.700,368.044,145657.764,381.751,147474.444,384.125,145662.764,381.758
36,143392.119,378.775,146432.790,382.768,154436.159,393.088,146086.435,382.313,134148.367,366.358,145657.764,381.751
37,205964.262,453.972,146356.790,382.669,201852.211,449.414,145657.764,381.751,147750.444,384.484,145662.764,381.758
38,122394.946,349.937,145000.751,380.888,120465.603,347.168,145221.093,381.178,149063.788,386.190,145662.764,381.758
39,123921.001,352.119,146662.133,383.069,137377.711,370.741,145657.764,381.751,130492.024,361.332,145657.764,381.751
40,164904.237,406.195,146432.790,382.768,166225.894,407.817,143869.078,379.399,145511.764,381.560,145653.764,381.746
41,155644.905,394.633,146716.133,383.139,180152.695,424.565,143389.410,378.765,126745.658,356.106,145660.764,381.755
42,124576.630,353.043,145164.751,381.103,128956.328,359.197,143389.410,378.765,143420.093,378.808,145663.764,381.759
43,129385.329,359.793,145344.093,381.339,125639.974,354.547,145657.764,381.751,150296.459,387.783,145657.764,381.751
44,145299.432,381.282,145000.751,380.888,155518.830,394.463,145221.093,381.178,137154.052,370.440,145652.764,381.744
45,139702.421,373.868,144911.751,380.771,155518.830,394.463,146086.435,382.313,131207.024,362.320,145657.764,381.751
46,151970.499,389.940,146768.133,383.207,141951.424,376.864,146086.435,382.313,154280.803,392.888,145652.764,381.744
47,166574.899,408.245,144911.751,380.771,161477.198,401.949,146491.779,382.844,150183.459,387.637,145646.764,381.737
48,169508.608,411.828,145587.093,381.658,168738.250,410.889,146871.792,383.341,145184.764,381.131,145655.764,381.748
49,141000.408,375.599,146432.790,382.768,132303.685,363.829,145657.764,381.751,154391.803,393.029,145652.764,381.744
50,139045.066,372.985,145587.093,381.658,135041.700,367.575,146491.779,382.844,149183.788,386.345,145652.764,381.744
51,170163.331,412.629,146236.119,382.511,178323.011,422.403,144798.093,380.623,139215.064,373.213,145662.764,381.758
52,161251.250,401.675,146868.133,383.338,160449.526,400.668,146491.779,382.844,144308.764,379.980,145652.764,381.744
53,166257.593,407.860,146607.133,382.997,161477.198,401.949,145657.764,381.751,148951.116,386.043,145657.764,381.751
54,120434.620,347.126,145419.093,381.438,117645.921,343.081,148045.459,384.870,146888.776,383.362,145655.764,381.748
55,151087.474,388.803,144366.409,380.053,170186.920,412.648,143869.078,379.399,132227.695,363.727,145652.764,381.744
56,154963.840,393.761,145881.777,382.046,161855.198,402.419,144798.093,380.623,140053.736,374.336,145666.764,381.763
57,131009.672,362.045,145881.777,382.046,125304.632,354.073,145657.764,381.751,152008.131,389.984,145660.764,381.755
58,139554.738,373.669,143768.409,379.265,158290.526,397.965,142901.738,378.121,132684.695,364.355,145652.764,381.744
59,152226.856,390.272,147490.817,384.151,149909.118,387.282,146491.779,382.844,145184.764,381.131,145655.764,381.748
60,146702.447,383.119,144692.080,380.482,152327.817,390.396,144798.093,380.623,142090.750,377.048,145657.764,381.751
61,147390.131,384.018,146163.448,382.415,148876.118,385.946,145221.093,381.178,144138.764,379.756,145652.764,381.744
62,140654.083,375.138,145498.093,381.541,143657.424,379.121,144798.093,380.623,143620.764,379.074,145657.764,381.751
63,139841.066,374.051,145498.093,381.541,136374.370,369.384,146491.779,382.844,148664.116,385.671,145660.764,381.755
64,175936.658,419.566,145881.777,382.046,175758.315,419.352,145221.093,381.178,145997.764,382.196,145657.764,381.751
65,130245.025,360.990,145954.777,382.142,134354.700,366.639,143869.078,379.399,142678.093,377.828,145662.764,381.758
66,108608.225,329.642,145657.764,381.751,104970.512,324.070,147682.459,384.398,148664.116,385.671,145658.764,381.752
67,122214.606,349.678,144911.751,380.771,117341.921,342.638,146086.435,382.313,152008.131,389.984,145652.764,381.744
68,132724.357,364.408,145256.093,381.224,135691.700,368.458,145657.764,381.751,142885.093,378.101,145662.764,381.758
69,165014.247,406.332,146550.133,382.923,156889.510,396.199,145221.093,381.178,152702.803,390.874,145663.764,381.759
70,153579.159,391.997,145587.093,381.658,162571.209,403.310,145221.093,381.178,138063.724,371.666,145667.764,381.764
71,149421.158,386.657,146289.790,382.581,155887.501,394.931,144798.093,380.623,139852.736,374.067,145660.764,381.755
72,128649.354,358.773,145498.093,381.541,140194.066,374.522,148045.459,384.870,131701.024,363.002,145657.764,381.751
73,121222.946,348.259,145498.093,381.541,119846.603,346.276,145657.764,381.751,147474.444,384.125,145662.764,381.758
74,113719.252,337.309,145657.764,381.751,115444.238,339.854,146871.792,383.341,142285.421,377.307,145667.764,381.764
75,130278.340,361.034,145755.435,381.879,136028.370,368.915,143869.078,379.399,141138.080,375.782,145660.764,381.755
76,124470.330,352.897,146163.448,382.415,126306.317,355.487,145657.764,381.751,143079.093,378.358,145657.764,381.751
77,126358.985,355.562,146102.448,382.335,123047.289,350.869,146086.435,382.313,148664.116,385.671,145660.764,381.755
78,148520.828,385.491,146768.133,383.207,154436.159,393.088,145221.093,381.178,139435.736,373.509,145663.764,381.759
79,135112.041,367.672,145954.777,382.142,130964.670,361.983,145221.093,381.178,150399.459,387.916,145662.764,381.758
80,145592.471,381.671,145498.093,381.541,156889.510,396.199,147269.792,383.860,133878.367,365.989,145660.764,381.755
81,155187.161,394.042,145164.751,381.103,154436.159,393.088,145657.764,381.751,146888.776,383.362,145652.764,381.744
82,181132.065,425.721,146289.790,382.581,176857.669,420.663,146491.779,382.844,147613.444,384.306,145660.764,381.755
83,92434.458,304.106,146432.790,382.768,106746.526,326.801,145657.764,381.751,125529.988,354.394,145657.764,381.751
84,163231.608,404.135,146492.462,382.847,157920.526,397.500,147269.792,383.860,148026.444,384.843,145648.764,381.739
85,152343.827,390.418,145344.093,381.339,158290.526,397.965,145221.093,381.178,140937.408,375.515,145664.764,381.760
86,184022.422,429.105,146289.790,382.581,180882.039,425.424,146086.435,382.313,147052.776,383.575,145658.764,381.752
87,179257.368,423.510,146716.133,383.139,173926.303,417.161,144372.750,380.062,150296.459,387.783,145655.764,381.748
88,156904.514,396.218,144000.409,379.571,165481.894,406.904,146086.435,382.313,139435.736,373.509,145660.764,381.755
89,149399.184,386.632,146550.133,382.923,151990.146,389.963,146871.792,383.341,141138.080,375.782,145655.764,381.748
90,142506.737,377.598,144478.080,380.200,145304.092,381.287,144798.093,380.623,144854.764,380.698,145662.764,381.758
91,155734.170,394.737,145498.093,381.541,151990.146,389.963,145657.764,381.751,149400.459,386.626,145659.764,381.754
92,143200.764,378.519,145344.093,381.339,143657.424,379.121,146491.779,382.844,144680.764,380.469,145660.764,381.755
