# CaFe B10 MF Systematics Cuts Summary
# entry -> id for a particular combination of random gaussian-generated data analysis cuts  
# syst_total_real -> randoms-subtracted, integrated yield (varied all cuts simultaneously)
# syst_dVAR_real,err -> randoms-subtracted integrated yield (kept all cuts at central value, and varied only VAR)
entry,syst_total_real,syst_total_real_err,syst_dPm_max_real,syst_dPm_max_real_err,syst_dQ2_real,syst_dQ2_real_err,syst_dEm_real,syst_dEm_real_err,syst_dHcoll_real,syst_dHcoll_real_err,syst_dScoll_real,syst_dScoll_real_err
0,78169.119,279.668,79753.474,282.490,75208.448,274.323,79733.474,282.455,83460.145,288.977,79925.474,282.794
1,89110.515,298.599,79884.474,282.722,85212.171,291.997,79927.474,282.798,83613.145,289.242,79927.474,282.798
2,77711.119,278.848,80046.145,283.008,74618.448,273.245,80316.474,283.485,82729.474,287.709,79927.474,282.798
3,95610.920,309.305,80302.145,283.460,94522.578,307.539,79927.474,282.798,80434.474,283.693,79927.474,282.798
4,75129.448,274.179,78601.461,280.441,81694.488,285.907,79927.474,282.798,74768.447,273.520,79929.474,282.801
5,78628.474,280.492,79705.474,282.405,80126.474,283.150,79733.474,282.455,78844.474,280.877,79927.474,282.798
6,88185.196,297.049,80046.145,283.008,94522.578,307.539,81101.815,284.868,73335.092,270.883,79929.474,282.801
7,81498.487,285.564,79793.474,282.561,85392.171,292.305,79290.132,281.667,76994.804,277.564,79927.474,282.798
8,66326.381,257.613,79352.461,281.777,67269.723,259.439,79733.474,282.455,79543.474,282.118,79928.474,282.800
9,75536.790,274.922,80121.145,283.141,76325.119,276.351,79927.474,282.798,78927.474,281.024,79922.474,282.789
10,78934.105,281.030,80302.145,283.460,76525.119,276.713,78854.791,280.892,83186.474,288.502,79925.474,282.794
11,85957.830,293.270,78935.461,281.036,85985.171,293.318,79733.474,282.455,81101.474,284.866,79925.474,282.794
12,86305.488,293.861,78677.461,280.577,82669.159,287.608,80316.474,283.485,84374.816,290.556,79927.474,282.798
13,70161.409,264.957,80225.145,283.325,70057.080,264.761,79496.132,282.033,80184.474,283.252,79924.474,282.793
14,87505.856,295.902,80404.145,283.640,93938.235,306.586,80316.474,283.485,73584.092,271.342,79929.474,282.801
15,83268.158,288.647,80302.145,283.460,88568.185,297.691,79927.474,282.798,74768.447,273.520,79927.474,282.798
16,62816.025,250.703,79506.803,282.052,63992.696,253.039,79927.474,282.798,78844.474,280.877,79923.474,282.791
17,72559.407,269.444,79968.474,282.870,71382.093,267.254,78854.791,280.892,82323.474,287.003,79926.474,282.796
18,96184.578,310.229,80581.487,283.954,90964.539,301.692,79290.132,281.667,84440.816,290.670,79930.474,282.803
19,88228.501,297.117,79068.461,281.273,84605.500,290.956,79927.474,282.798,84255.816,290.351,79932.474,282.807
20,96323.565,310.451,79402.132,281.866,91732.882,302.965,79927.474,282.798,84502.816,290.776,79925.474,282.794
21,80573.475,283.938,80302.145,283.460,79352.804,281.779,79927.474,282.798,80779.474,284.300,79930.474,282.803
22,76959.145,277.501,80225.145,283.325,80694.145,284.151,80506.815,283.822,75395.788,274.666,79920.474,282.786
23,84950.842,291.550,80302.145,283.460,88568.185,297.691,79290.132,281.667,76895.804,277.385,79925.474,282.794
24,90173.184,300.374,80013.474,282.950,86171.171,293.635,79733.474,282.455,83716.145,289.420,79927.474,282.798
25,75756.117,275.320,79458.803,281.967,80126.474,283.150,80316.474,283.485,75648.788,275.126,79927.474,282.798
26,81831.131,286.142,79655.474,282.317,92128.882,303.617,79059.462,281.257,71948.077,268.308,79927.474,282.798
27,82036.816,286.505,80302.145,283.460,79566.804,282.159,80903.815,284.520,81014.474,284.713,79929.474,282.801
28,72250.080,268.870,79793.474,282.561,69126.409,262.996,80316.474,283.485,83275.145,288.657,79930.474,282.803
29,87821.158,296.429,79705.474,282.405,86598.171,294.361,78650.791,280.529,82537.474,287.376,79927.474,282.798
30,81726.133,285.959,79548.803,282.127,79143.804,281.408,79733.474,282.455,83121.474,288.390,79928.474,282.800
31,86382.857,293.998,80163.145,283.215,88169.185,297.020,80704.815,284.171,77321.804,278.152,79927.474,282.798
32,81812.461,286.109,80163.145,283.215,79734.804,282.456,79059.462,281.257,82669.474,287.605,79922.474,282.789
33,73257.749,270.738,79352.461,281.777,80126.474,283.150,79496.132,282.033,73978.434,272.069,79929.474,282.801
34,94513.896,307.522,80225.145,283.325,88942.856,298.320,80506.815,283.822,83981.816,289.879,79922.474,282.789
35,75715.790,275.248,80518.816,283.843,74241.448,272.555,79927.474,282.798,80929.474,284.564,79929.474,282.801
36,78578.460,280.400,80336.145,283.520,84811.500,291.310,80119.474,283.137,73456.092,271.106,79925.474,282.794
37,112976.699,336.223,80302.145,283.460,110700.014,332.818,79927.474,282.798,81101.474,284.866,79929.474,282.801
38,66945.369,258.809,79548.803,282.127,65800.040,256.588,79733.474,282.455,81876.474,286.223,79929.474,282.801
39,67735.725,260.336,80467.145,283.751,75402.119,274.676,79927.474,282.798,71370.406,267.228,79926.474,282.796
40,90757.867,301.349,80336.145,283.520,91343.539,302.320,79059.462,281.257,79833.474,282.632,79925.474,282.794
41,85299.854,292.150,80492.816,283.797,98941.603,314.646,78854.791,280.892,69207.735,263.150,79927.474,282.798
42,68339.737,261.496,79655.474,282.317,70617.422,265.818,78854.791,280.892,78643.474,280.519,79930.474,282.803
43,70867.409,266.286,79753.474,282.490,68797.409,262.370,79927.474,282.798,82537.474,287.376,79925.474,282.794
44,79702.474,282.400,79548.803,282.127,85392.171,292.305,79733.474,282.455,75131.117,274.183,79922.474,282.789
45,76520.432,276.701,79506.803,282.052,85392.171,292.305,80119.474,283.137,71817.077,268.064,79926.474,282.796
46,83269.487,288.649,80518.816,283.843,77796.133,279.003,80119.474,283.137,84725.486,291.160,79923.474,282.791
47,91521.857,302.612,79506.803,282.052,88730.185,297.963,80316.474,283.485,82470.474,287.259,79912.474,282.771
48,93016.897,305.078,79884.474,282.722,92715.554,304.583,80506.815,283.822,79651.474,282.310,79925.474,282.794
49,77309.790,278.128,80336.145,283.520,72523.105,269.382,79927.474,282.798,84784.486,291.261,79922.474,282.789
50,76227.448,276.174,79884.474,282.722,74052.448,272.208,80316.474,283.485,81935.474,286.326,79922.474,282.789
51,93410.578,305.726,80225.145,283.325,97920.591,313.017,79496.132,282.033,76279.132,276.271,79929.474,282.801
52,88449.198,297.493,80566.487,283.928,88169.185,297.020,80316.474,283.485,79138.474,281.400,79922.474,282.789
53,91446.542,302.490,80440.145,283.704,88730.185,297.963,79927.474,282.798,81806.474,286.101,79926.474,282.796
54,65562.367,256.123,79793.474,282.561,64183.696,253.417,81101.815,284.868,80597.474,283.980,79925.474,282.794
55,83135.803,288.414,79248.461,281.593,93556.895,305.962,79059.462,281.257,72360.077,269.075,79925.474,282.794
56,85135.170,291.865,80046.145,283.008,88942.856,298.320,79496.132,282.033,76773.132,277.163,79930.474,282.803
