# CaFe B11 MF Systematics Cuts Summary
# entry -> id for a particular combination of random gaussian-generated data analysis cuts  
# syst_total_real -> randoms-subtracted, integrated yield (varied all cuts simultaneously)
# syst_dVAR_real,err -> randoms-subtracted integrated yield (kept all cuts at central value, and varied only VAR)
entry,syst_total_real,syst_total_real_err,syst_dPm_max_real,syst_dPm_max_real_err,syst_dQ2_real,syst_dQ2_real_err,syst_dEm_real,syst_dEm_real_err,syst_dHcoll_real,syst_dHcoll_real_err,syst_dScoll_real,syst_dScoll_real_err
39,137821.812,371.353,163816.684,404.868,153369.906,391.740,162744.000,403.539,145319.553,381.324,162743.000,403.538
40,184333.887,429.482,163547.013,404.534,185740.893,431.119,160832.975,401.161,162538.000,403.284,162742.000,403.536
41,173264.156,416.389,163875.355,404.941,201310.012,448.825,160294.631,400.488,140837.526,375.397,162744.000,403.539
42,139272.767,373.295,162198.316,402.860,144131.145,379.753,160294.631,400.488,160172.314,400.338,162747.000,403.543
43,144566.148,380.325,162398.986,403.110,140391.461,374.794,162744.000,403.539,167911.700,409.896,162742.000,403.536
44,162159.041,402.818,161982.973,402.592,173729.445,416.942,162299.000,402.987,153057.950,391.347,162739.000,403.533
45,155617.317,394.608,161873.973,402.456,173729.445,416.942,163186.672,404.088,146190.224,382.464,162743.000,403.538
46,169369.396,411.674,163941.026,405.023,158429.293,398.151,163186.672,404.088,172226.736,415.131,162740.000,403.534
47,185931.185,431.334,161873.973,402.456,180493.171,424.982,163620.670,404.624,167796.700,409.755,162728.000,403.519
48,189284.267,435.213,162665.329,403.441,188570.919,434.391,164053.013,405.159,162182.328,402.842,162742.000,403.536
49,157352.261,396.793,163547.013,404.534,147860.513,384.636,162744.000,403.539,172341.736,415.269,162739.000,403.533
50,155157.220,394.013,162665.329,403.441,150780.213,388.417,163620.670,404.624,166645.012,408.345,162739.000,403.533
51,190034.606,436.075,163349.013,404.289,199269.658,446.544,161842.660,402.420,155377.618,394.300,162746.000,403.541
52,180004.852,424.409,164074.368,405.188,179248.156,423.513,163620.670,404.624,161166.314,401.577,162739.000,403.533
53,185706.211,431.076,163736.684,404.769,180493.171,424.982,162744.000,403.539,166369.012,408.007,162743.000,403.538
54,134263.093,366.522,162492.657,403.226,131258.082,362.398,165332.027,406.736,164106.341,405.224,162742.000,403.536
55,168753.776,410.931,161287.631,401.726,190232.949,436.303,160832.975,401.161,147321.224,383.940,162742.000,403.536
56,173063.129,416.144,162975.342,403.827,180861.843,425.416,161842.660,402.420,156329.959,395.507,162749.000,403.545
57,146219.182,382.497,162975.342,403.827,140053.461,374.343,162744.000,403.539,169668.382,412.035,162745.000,403.540
58,155887.293,394.946,160684.289,400.973,176914.129,420.746,159749.631,399.807,147913.566,384.712,162742.000,403.536
59,169827.794,412.237,164768.394,406.047,167387.724,409.259,163620.670,404.624,162182.328,402.842,162742.000,403.536
60,163873.015,404.937,161640.302,402.165,170176.407,412.654,161842.660,402.420,158686.303,398.476,162742.000,403.536
61,164463.028,405.667,163283.013,404.208,166186.700,407.786,162299.000,402.987,160958.314,401.318,162741.000,403.535
62,156988.605,396.336,162583.329,403.339,160353.302,400.562,161842.660,402.420,160378.314,400.595,162743.000,403.538
63,156092.563,395.199,162583.329,403.339,152279.555,390.343,163620.670,404.624,166085.012,407.659,162745.000,403.540
64,196654.329,443.607,162975.342,403.827,196420.987,443.342,162299.000,402.987,163106.672,403.989,162742.000,403.536
65,145446.515,381.485,163068.342,403.942,150032.542,387.453,160832.975,401.161,159320.314,399.272,162746.000,403.541
66,120641.985,347.429,162744.000,403.539,116640.629,341.619,164899.356,406.203,166085.012,407.659,162744.000,403.539
67,136116.107,369.043,161873.973,402.456,130881.410,361.877,163186.672,404.088,169668.382,412.035,162740.000,403.534
68,148152.858,385.017,162304.986,402.993,151520.555,389.370,162744.000,403.539,159542.314,399.550,162746.000,403.541
69,184123.856,429.235,163667.684,404.684,175298.788,418.821,162299.000,402.987,170443.382,412.974,162747.000,403.543
70,171492.454,414.252,162665.329,403.441,181672.184,426.369,162299.000,402.987,154098.618,392.675,162754.000,403.551
71,166779.082,408.518,163415.013,404.371,174112.445,417.401,161842.660,402.420,156098.959,395.215,162745.000,403.540
72,143256.844,378.604,162583.329,403.339,156561.265,395.795,165332.027,406.736,146777.224,383.231,162743.000,403.538
73,135409.432,368.084,162583.329,403.339,133872.092,365.989,162744.000,403.539,164761.012,406.032,162746.000,403.541
74,126667.698,356.002,162744.000,403.539,128673.056,358.810,164053.013,405.159,158906.974,398.753,162755.000,403.553
75,145426.841,381.459,162824.671,403.639,151913.555,389.874,160832.975,401.161,157539.959,397.034,162745.000,403.540
76,138959.790,372.879,163283.013,404.208,141105.461,375.745,162744.000,403.539,159755.314,399.817,162743.000,403.538
77,141190.817,375.862,163215.013,404.124,137555.117,370.990,163186.672,404.088,166085.012,407.659,162744.000,403.539
78,165709.750,407.207,163941.026,405.023,172486.430,415.447,162299.000,402.987,155609.289,394.594,162747.000,403.543
79,151011.213,388.714,163068.342,403.942,146367.169,382.689,162299.000,402.987,168017.700,410.025,162746.000,403.541
80,162396.367,403.112,162583.329,403.339,175298.788,418.821,164489.013,405.697,149329.909,386.549,162745.000,403.540
81,173331.090,416.461,162198.316,402.860,172486.430,415.447,162744.000,403.539,164106.341,405.224,162741.000,403.535
82,202275.702,449.902,163415.013,404.371,197627.658,444.702,163620.670,404.624,164902.012,406.206,162745.000,403.540
83,102138.539,319.675,163547.013,404.534,118759.971,344.708,162744.000,403.539,139349.183,373.409,162744.000,403.539
84,182316.169,427.122,163620.013,404.625,176550.458,420.313,164489.013,405.697,165376.012,406.789,162731.000,403.523
85,170158.076,412.633,162398.986,403.110,176914.129,420.746,162299.000,402.987,157311.959,396.746,162747.000,403.543
86,205618.380,453.603,163415.013,404.371,202170.012,449.782,163186.672,404.088,164284.341,405.444,162744.000,403.539
87,200343.016,447.747,163875.355,404.941,194373.317,441.027,161366.647,401.826,167911.700,409.896,162742.000,403.536
88,175165.157,418.665,160931.960,401.283,184878.893,430.118,163186.672,404.088,155609.289,394.594,162746.000,403.541
89,166595.738,408.292,163667.684,404.684,169769.407,412.161,164053.013,405.159,157539.959,397.034,162742.000,403.536
90,159167.948,399.077,161421.631,401.893,162330.000,403.026,161842.660,402.420,161758.986,402.315,162746.000,403.541
91,173960.746,417.215,162583.329,403.339,169769.407,412.161,162744.000,403.539,166945.012,408.713,162744.000,403.539
92,159691.276,399.731,162398.986,403.110,160353.302,400.562,163620.670,404.624,161549.314,402.054,162745.000,403.540
93,167548.356,409.451,163283.013,404.208,162744.000,403.539,161366.647,401.826,168427.700,410.525,162746.000,403.541
94,166765.434,408.504,162975.342,403.827,191424.949,437.667,160294.631,400.488,143528.869,378.966,162738.000,403.531
95,173239.469,416.357,162744.000,403.539,182064.856,426.829,162744.000,403.539,154848.618,393.629,162742.000,403.536
96,189272.212,435.193,161173.960,401.584,183250.540,428.218,164489.013,405.697,168118.700,410.148,162740.000,403.534
97,153637.302,392.089,163138.342,404.028,172904.430,415.950,161842.660,402.420,145029.882,380.943,162731.000,403.523
98,156012.907,395.099,161746.973,402.298,154188.251,392.784,163186.672,404.088,165220.012,406.597,162743.000,403.538
99,169944.042,412.368,161982.973,402.592,168179.067,410.226,161366.647,401.826,166645.012,408.345,162746.000,403.541
100,137015.762,370.259,162583.329,403.339,139339.789,373.388,164053.013,405.159,158906.974,398.753,162744.000,403.539
101,148237.487,385.122,162198.316,402.860,143736.473,379.232,162299.000,402.987,168822.700,411.005,162742.000,403.536
102,163575.132,404.584,163283.013,404.208,198873.658,446.101,163620.670,404.624,132406.818,363.989,162745.000,403.540
103,182532.514,427.376,163415.013,404.371,174112.445,417.401,162744.000,403.539,169919.382,412.339,162744.000,403.539
104,150965.607,388.663,163736.684,404.769,164628.684,405.870,163186.672,404.088,147913.566,384.712,162742.000,403.536
105,173216.787,416.328,163415.013,404.371,175701.788,419.301,162744.000,403.539,159755.314,399.817,162745.000,403.540
106,181224.500,425.841,162892.342,403.724,180861.843,425.416,161366.647,401.826,164284.341,405.444,162742.000,403.536
107,162151.658,402.803,163620.013,404.625,159600.630,399.621,162744.000,403.539,164451.012,405.650,162749.000,403.545
108,134040.406,366.216,161746.973,402.298,137918.117,371.479,162744.000,403.539,159116.642,399.016,162742.000,403.536
109,195949.633,442.808,162665.329,403.441,188998.591,434.884,163186.672,404.088,168427.700,410.525,162742.000,403.536
110,159914.684,400.020,163138.342,404.028,167387.724,409.259,162744.000,403.539,155104.618,393.954,162744.000,403.539
111,127594.714,357.303,162304.986,402.993,130144.740,360.858,162744.000,403.539,159966.314,400.080,162746.000,403.541
112,202846.690,450.534,163138.342,404.028,202980.013,450.682,163186.672,404.088,161758.986,402.315,162744.000,403.539
113,154184.565,392.778,162892.342,403.724,148571.528,385.561,162744.000,403.539,168724.700,410.886,162732.000,403.524
114,176196.765,419.888,162665.329,403.441,173314.773,416.444,160832.975,401.161,167552.356,409.456,162734.000,403.527
115,156973.332,396.324,162892.342,403.724,168179.067,410.226,160294.631,400.488,154098.618,392.675,162741.000,403.535
116,178820.472,423.006,161982.973,402.592,179643.827,423.981,163186.672,404.088,162368.000,403.073,162742.000,403.536
117,122437.656,350.005,162082.973,402.716,121703.672,348.956,161842.660,402.420,165220.012,406.597,162744.000,403.539
118,163648.016,404.659,162824.671,403.639,160719.641,401.020,164899.356,406.203,163465.343,404.433,162742.000,403.536
119,146905.158,383.389,161982.973,402.592,146367.169,382.689,163186.672,404.088,163636.343,404.644,162745.000,403.540
120,182584.162,427.434,162583.329,403.339,174917.116,418.364,162299.000,402.987,170593.382,413.156,162748.000,403.544
121,163522.698,404.506,163482.013,404.454,167786.724,409.746,160832.975,401.161,159755.314,399.817,162746.000,403.541
122,150772.569,388.410,163667.684,404.684,153369.906,391.740,161842.660,402.420,159966.314,400.080,162742.000,403.536
123,169664.069,412.032,162824.671,403.639,169769.407,412.161,161366.647,401.826,163948.341,405.029,162738.000,403.531
124,143880.815,379.423,163547.013,404.534,146367.169,382.689,161366.647,401.826,160573.314,400.838,162742.000,403.536
125,164718.988,405.977,162398.986,403.110,163145.000,404.035,161366.647,401.826,166085.012,407.659,162739.000,403.533
126,168073.354,410.092,163667.684,404.684,164271.341,405.428,160832.975,401.161,167552.356,409.456,162747.000,403.543
127,180385.828,424.855,162665.329,403.441,180861.843,425.416,161842.660,402.420,163301.672,404.230,162745.000,403.540
128,157640.620,397.159,161640.302,402.165,162744.000,403.539,164489.013,405.697,157078.959,396.453,162742.000,403.536
129,156653.616,395.915,163068.342,403.942,163894.670,404.963,160832.975,401.161,157078.959,396.453,162740.000,403.534
130,165017.055,406.352,163138.342,404.028,177685.129,421.661,160832.975,401.161,152509.278,390.645,162744.000,403.539
131,168476.042,410.585,163736.684,404.769,160719.641,401.020,160832.975,401.161,171615.064,414.393,162747.000,403.543
132,151732.538,389.640,162304.986,402.993,148913.872,386.006,163620.670,404.624,165376.012,406.789,162745.000,403.540
133,196405.959,443.323,162492.657,403.226,188151.247,433.908,164053.013,405.159,168906.699,411.108,162753.000,403.550
134,187151.931,432.757,163875.355,404.941,183671.221,428.711,164053.013,405.159,163301.672,404.230,162746.000,403.541
135,137171.089,370.468,161640.302,402.165,152647.226,390.814,161366.647,401.826,148481.566,385.449,162741.000,403.535
136,155322.960,394.232,162082.973,402.716,170176.407,412.654,163186.672,404.088,148773.237,385.828,162739.000,403.533
137,147933.884,384.736,162492.657,403.226,153799.250,392.289,163186.672,404.088,156329.959,395.507,162744.000,403.539
138,179790.489,424.153,163736.684,404.769,171694.090,414.491,160832.975,401.161,171411.064,414.146,162746.000,403.541
139,154515.580,393.200,162824.671,403.639,153799.250,392.289,160832.975,401.161,165376.012,406.789,162744.000,403.539
140,175337.484,418.870,164392.710,405.582,172904.430,415.950,162299.000,402.987,163788.341,404.832,162739.000,403.533
141,152208.553,390.252,161746.973,402.298,157316.607,396.749,161366.647,401.826,159755.314,399.817,162746.000,403.541
142,168563.709,410.692,161640.302,402.165,170570.749,413.133,161366.647,401.826,163301.672,404.230,162746.000,403.541
143,147078.516,383.618,162492.657,403.226,149667.542,386.981,162744.000,403.539,160172.314,400.338,162745.000,403.540
144,162792.972,403.596,162744.000,403.539,155396.593,394.321,162299.000,402.987,170945.382,413.582,162744.000,403.539
145,157145.947,396.535,163547.013,404.534,154188.251,392.784,163186.672,404.088,164587.012,405.818,162745.000,403.540
146,161434.303,401.909,163482.013,404.454,155795.593,394.826,162299.000,402.987,168329.700,410.405,162745.000,403.540
147,114832.261,338.957,163349.013,404.289,108668.212,329.731,163186.672,404.088,170890.382,413.515,162741.000,403.535
148,165180.330,406.546,162824.671,403.639,162330.000,403.026,161366.647,401.826,166945.012,408.713,162742.000,403.536
149,142138.817,377.121,163736.684,404.769,137918.117,371.479,163186.672,404.088,166237.012,407.846,162741.000,403.535
150,183897.553,428.974,162398.986,403.110,186528.905,432.033,163620.670,404.624,159966.314,400.080,162746.000,403.541
151,188970.286,434.855,163667.684,404.684,184878.893,430.118,165332.027,406.736,162744.000,403.539,162742.000,403.536
152,170714.746,413.307,162198.316,402.860,175701.788,419.301,162299.000,402.987,159116.642,399.016,162744.000,403.539
153,158676.644,398.465,163547.013,404.534,163145.000,404.035,163186.672,404.088,157078.959,396.453,162742.000,403.536
154,167235.042,409.070,164074.368,405.188,159215.630,399.139,163620.670,404.624,168623.700,410.763,162746.000,403.541
155,158833.960,398.660,162492.657,403.226,158812.963,398.634,162299.000,402.987,163465.343,404.433,162740.000,403.534
156,140501.498,374.946,163349.013,404.289,150032.542,387.453,162299.000,402.987,152246.278,390.308,162742.000,403.536
157,129363.063,359.772,163068.342,403.942,122393.672,349.944,163620.670,404.624,170718.382,413.307,162743.000,403.538
158,123266.026,351.191,163349.013,404.289,123724.684,351.842,162299.000,402.987,161989.657,402.602,162746.000,403.541
159,175707.830,419.313,162398.986,403.110,182849.540,427.750,163186.672,404.088,156329.959,395.507,162749.000,403.545
160,146492.200,382.855,162665.329,403.441,150780.213,388.417,165693.369,407.181,155377.618,394.300,162745.000,403.540
161,130140.432,360.856,163283.013,404.208,153369.906,391.740,163620.670,404.624,136952.172,370.183,162746.000,403.541
162,140357.462,374.749,163415.013,404.371,141105.461,375.745,163186.672,404.088,160777.314,401.093,162745.000,403.540
163,213330.447,462.033,162492.657,403.226,221846.170,471.165,163186.672,404.088,156329.959,395.507,162746.000,403.541
164,183676.501,428.711,162892.342,403.724,178871.816,423.068,159749.631,399.807,170150.382,412.620,162742.000,403.536
165,164363.319,405.538,162824.671,403.639,154986.251,393.799,164489.013,405.697,170666.382,413.244,162740.000,403.534
166,182497.804,427.330,162082.973,402.716,178461.144,422.582,160832.975,401.161,169177.371,411.437,162736.000,403.529
167,164653.330,405.897,162892.342,403.724,158059.951,397.686,161842.660,402.420,170311.382,412.815,162746.000,403.541
168,217831.486,466.883,163215.013,404.124,212766.103,461.421,164053.013,405.159,164761.012,406.032,162741.000,403.535
169,153124.962,391.434,162824.671,403.639,166967.714,408.744,162299.000,402.987,149580.581,386.874,162742.000,403.536
170,131680.394,362.978,162082.973,402.716,138977.117,372.901,164053.013,405.159,153559.618,391.988,162742.000,403.536
171,125386.711,354.200,164392.710,405.582,122393.672,349.944,163186.672,404.088,164587.012,405.818,162748.000,403.544
172,196519.618,443.450,162304.986,402.993,188151.247,433.908,162299.000,402.987,170998.382,413.646,162739.000,403.533
173,176394.457,420.127,161873.973,402.456,180493.171,424.982,162299.000,402.987,160378.314,400.595,162744.000,403.539
174,153093.566,391.386,163068.342,403.942,156168.265,395.299,161366.647,401.826,160573.314,400.838,162742.000,403.536
175,177876.802,421.889,163138.342,404.028,168179.067,410.226,164053.013,405.159,170385.382,412.904,162742.000,403.536
176,151517.883,389.366,161421.631,401.893,155396.593,394.321,163186.672,404.088,159542.314,399.550,162746.000,403.541
177,166138.674,407.724,162665.329,403.441,160719.641,401.020,161842.660,402.420,169253.039,411.530,162742.000,403.536
178,135853.080,368.683,160798.960,401.117,140391.461,374.794,162744.000,403.539,159320.314,399.272,162739.000,403.533
179,159789.964,399.857,163547.013,404.534,156929.936,396.261,162744.000,403.539,164902.012,406.206,162741.000,403.535
180,108368.580,329.281,162975.342,403.827,113183.262,336.516,163186.672,404.088,155104.618,393.954,162747.000,403.543
181,174595.129,417.981,163482.013,404.454,176550.458,420.313,163620.670,404.624,159320.314,399.272,162746.000,403.541
182,182281.175,427.081,163349.013,404.289,175701.788,419.301,162744.000,403.539,168215.700,410.266,162738.000,403.531
183,188182.199,433.937,160684.289,400.973,182064.856,426.829,161842.660,402.420,171465.064,414.212,162742.000,403.536
184,132619.462,364.278,162082.973,402.716,159215.630,399.139,163186.672,404.088,135775.172,368.590,162747.000,403.543
185,155055.906,393.886,163620.013,404.625,150032.542,387.453,161842.660,402.420,168215.700,410.266,162744.000,403.539
186,151932.892,389.900,163482.013,404.454,151520.555,389.370,164053.013,405.159,161166.314,401.577,162742.000,403.536
187,193638.237,440.184,161537.631,402.037,196420.987,443.342,158687.277,398.474,165806.012,407.317,162745.000,403.540
188,179664.157,424.004,163547.013,404.534,176550.458,420.313,162744.000,403.539,164761.012,406.032,162745.000,403.540
189,186637.592,432.161,163068.342,403.942,199685.998,447.011,162744.000,403.539,151701.263,389.607,162745.000,403.540
190,135761.092,368.560,161640.302,402.165,130881.410,361.877,163620.670,404.624,169010.371,411.234,162740.000,403.534
191,160518.961,400.768,163349.013,404.289,154986.251,393.799,162744.000,403.539,167911.700,409.896,162746.000,403.541
192,161304.580,401.741,159205.592,399.121,158059.951,397.686,161842.660,402.420,170666.382,413.244,162742.000,403.536
193,152966.884,391.222,163620.013,404.625,148205.185,385.084,162744.000,403.539,167053.684,408.846,162741.000,403.535
194,140375.108,374.769,162304.986,402.993,141875.461,376.769,164053.013,405.159,160172.314,400.338,162742.000,403.536
195,156316.263,395.486,161537.631,402.037,158812.963,398.634,165332.027,406.736,158906.974,398.753,162731.000,403.523
196,170059.755,412.514,162744.000,403.539,174917.116,418.364,161842.660,402.420,159116.642,399.016,162742.000,403.536
197,150703.240,388.321,162892.342,403.724,155795.593,394.826,163186.672,404.088,156827.959,396.136,162745.000,403.540
198,169553.051,411.896,161982.973,402.592,170929.749,413.567,161842.660,402.420,163106.672,403.989,162742.000,403.536
199,130532.068,361.393,163667.684,404.684,132721.754,364.413,161366.647,401.826,160573.314,400.838,162734.000,403.527
200,189793.909,435.795,162892.342,403.724,180068.827,424.482,162744.000,403.539,171411.064,414.146,162746.000,403.541
201,169002.096,411.231,164349.039,405.528,166967.714,408.744,162744.000,403.539,163106.672,403.989,162743.000,403.538
202,164286.318,405.443,162665.329,403.441,161124.641,401.525,160832.975,401.161,168017.700,410.025,162741.000,403.535
203,125765.040,354.733,162892.342,403.724,130144.740,360.858,161366.647,401.826,158472.303,398.207,162740.000,403.534
204,157490.645,396.974,162398.986,403.110,166593.372,408.285,162299.000,402.987,154598.618,393.311,162742.000,403.536
205,182873.563,427.781,163349.013,404.289,185333.893,430.646,164053.013,405.159,158686.303,398.476,162739.000,403.533
206,162563.633,403.311,162492.657,403.226,158429.293,398.151,163186.672,404.088,166803.012,408.539,162734.000,403.527
207,174022.468,417.296,162824.671,403.639,182064.856,426.829,161842.660,402.420,156329.959,395.507,162746.000,403.541
208,149975.592,387.386,161640.302,402.165,169403.739,411.716,164899.356,406.203,143235.869,378.579,162742.000,403.536
209,117542.647,342.939,164142.368,405.272,117340.299,342.642,161366.647,401.826,163106.672,403.989,162745.000,403.540
210,146657.186,383.069,163138.342,404.028,149298.872,386.504,161842.660,402.420,160378.314,400.595,162745.000,403.540
211,137978.463,371.561,162304.986,402.993,148571.528,385.561,164053.013,405.159,150368.592,387.893,162744.000,403.539
212,152547.563,390.688,162892.342,403.724,151172.213,388.921,163186.672,404.088,163636.343,404.644,162739.000,403.533
213,120493.656,347.216,163283.013,404.208,121039.658,348.002,161366.647,401.826,162917.000,403.753,162742.000,403.536
214,192186.591,438.534,162398.986,403.110,184878.893,430.118,163620.670,404.624,168724.700,410.886,162745.000,403.540
215,139356.118,373.409,162398.986,403.110,147095.169,383.639,160832.975,401.161,156329.959,395.507,162742.000,403.536
216,137329.104,370.683,162665.329,403.441,133872.092,365.989,163620.670,404.624,166085.012,407.659,162744.000,403.539
217,187851.290,433.566,162583.329,403.339,194768.317,441.474,164899.356,406.203,155104.618,393.954,162742.000,403.536
218,167555.347,409.458,160529.618,400.780,167387.724,409.259,161842.660,402.420,166085.012,407.659,162739.000,403.533
219,171655.380,414.439,162398.986,403.110,165413.028,406.836,163186.672,404.088,168822.700,411.005,162744.000,403.539
220,157128.329,396.519,163068.342,403.942,171284.420,413.996,163620.670,404.624,148201.566,385.086,162745.000,403.540
221,180209.130,424.643,163283.013,404.208,176124.788,419.806,160294.631,400.488,168526.700,410.645,162746.000,403.541
222,183069.159,428.001,161873.973,402.456,182064.856,426.829,160832.975,401.161,166517.012,408.189,162743.000,403.538
223,202836.700,450.525,163547.013,404.534,194768.317,441.474,161842.660,402.420,169510.711,411.843,162746.000,403.541
224,141363.158,376.092,162398.986,403.110,157316.607,396.749,163186.672,404.088,146190.224,382.464,162744.000,403.539
225,133878.092,365.997,163816.684,404.868,136824.774,370.003,163186.672,404.088,157774.959,397.329,162734.000,403.527
226,182793.827,427.679,162975.342,403.827,176914.129,420.746,163620.670,404.624,167053.684,408.846,162742.000,403.536
227,177622.156,421.589,162304.986,402.993,182458.528,427.291,162299.000,402.987,159320.314,399.272,162728.000,403.519
228,134237.077,366.485,162665.329,403.441,133515.092,365.501,159749.631,399.807,166803.012,408.539,162746.000,403.541
229,177170.857,421.057,162824.671,403.639,184878.893,430.118,162744.000,403.539,155870.289,394.925,162752.000,403.549
230,167150.750,408.973,164195.039,405.338,166967.714,408.744,164053.013,405.159,160172.314,400.338,162742.000,403.536
231,185251.554,430.550,163068.342,403.942,182064.856,426.829,164053.013,405.159,163948.341,405.029,162740.000,403.534
232,211862.760,460.440,162744.000,403.539,221846.170,471.165,162744.000,403.539,155377.618,394.300,162742.000,403.536
233,184449.227,429.617,163215.013,404.124,185740.893,431.119,161842.660,402.420,161989.657,402.602,162744.000,403.539
234,149105.516,386.251,161982.973,402.592,150032.542,387.453,162299.000,402.987,162917.000,403.753,162739.000,403.533
235,161201.999,401.624,163283.013,404.208,163894.670,404.963,162299.000,402.987,159966.314,400.080,162746.000,403.541
236,160376.619,400.589,161746.973,402.298,165011.684,406.341,160294.631,400.488,161549.314,402.054,162746.000,403.541
237,195950.933,442.806,160931.960,401.283,191424.949,437.667,161366.647,401.826,170101.382,412.560,162737.000,403.530
238,156286.947,395.451,161982.973,402.592,166186.700,407.786,160294.631,400.488,156098.959,395.215,162742.000,403.536
239,177086.195,420.958,162824.671,403.639,188570.919,434.391,161842.660,402.420,153559.618,391.988,162744.000,403.539
