# CaFe Ca48 MF Systematics Cuts Summary
# entry -> id for a particular combination of random gaussian-generated data analysis cuts  
# syst_total_real -> randoms-subtracted, integrated yield (varied all cuts simultaneously)
# syst_dVAR_real,err -> randoms-subtracted integrated yield (kept all cuts at central value, and varied only VAR)
entry,syst_total_real,syst_total_real_err,syst_dPm_max_real,syst_dPm_max_real_err,syst_dQ2_real,syst_dQ2_real_err,syst_dEm_real,syst_dEm_real_err,syst_dHcoll_real,syst_dHcoll_real_err,syst_dScoll_real,syst_dScoll_real_err
0,70695.446,266.157,72267.196,269.109,68149.447,261.331,72148.210,268.890,75639.277,275.317,72435.552,269.426
1,80737.105,284.453,72392.552,269.346,77232.368,278.212,72437.222,269.430,75776.948,275.568,72438.222,269.432
2,70744.843,266.262,72550.565,269.642,67633.421,260.336,73077.933,270.624,75013.935,274.178,72437.222,269.430
3,86665.803,294.752,72731.591,269.982,85670.408,293.048,72437.222,269.430,72934.222,270.351,72437.222,269.430
4,68045.633,261.103,71189.723,267.074,74098.263,272.502,72437.222,269.430,67707.434,260.481,72439.222,269.434
5,71143.814,267.005,72228.183,269.034,72626.222,269.780,72148.210,268.890,71445.197,267.578,72437.222,269.430
6,80682.276,284.387,72550.565,269.642,85670.408,293.048,74285.289,272.850,66371.724,257.896,72439.222,269.434
7,73444.907,271.297,72316.867,269.202,77422.710,278.556,71497.525,267.675,69733.144,264.349,72438.222,269.432
8,60140.828,245.472,71924.486,268.464,61093.579,247.422,72148.210,268.890,72089.539,268.781,72438.222,269.432
9,68441.776,261.889,72610.236,269.753,69135.461,263.213,72437.222,269.430,71537.197,267.749,72435.552,269.426
10,70773.158,266.311,72731.591,269.982,69300.803,263.528,70789.156,266.341,75411.277,274.903,72436.222,269.428
11,77762.249,279.142,71528.762,267.715,77929.737,279.469,72148.210,268.890,73540.894,271.471,72435.552,269.426
12,78466.578,280.400,71254.394,267.195,74945.289,274.057,73077.933,270.624,76479.631,276.843,72437.222,269.430
13,63462.343,252.183,72683.578,269.891,63577.671,252.410,71827.210,268.293,72700.222,269.917,72435.552,269.426
14,79477.960,282.265,72812.933,270.134,85113.724,292.094,73077.933,270.624,66613.408,258.367,72439.222,269.434
15,75346.092,274.812,72731.591,269.982,80234.184,283.582,72437.222,269.430,67707.434,260.481,72438.222,269.432
16,57064.737,239.105,72077.170,268.751,58155.803,241.390,72437.222,269.430,71445.197,267.578,72435.552,269.426
17,65257.342,255.717,72470.893,269.493,64753.710,254.737,70789.156,266.341,74660.263,273.531,72436.222,269.428
18,86628.447,294.685,72986.959,270.461,82412.960,287.417,71497.525,267.675,76548.631,276.968,72440.222,269.435
19,79979.660,283.099,71649.459,267.946,76726.012,277.297,72437.222,269.430,76378.289,276.659,72442.222,269.439
20,87279.342,295.769,71982.828,268.574,83112.328,288.637,72437.222,269.430,76611.631,277.082,72436.552,269.428
21,72969.236,270.418,72731.591,269.982,71862.526,268.355,72437.222,269.430,73249.894,270.935,72439.222,269.434
22,70109.184,265.067,72683.578,269.891,73154.894,270.759,73387.276,271.197,68283.776,261.587,72435.552,269.426
23,76468.433,276.848,72731.591,269.982,80234.184,283.582,71497.525,267.675,69633.144,264.160,72436.222,269.428
24,81574.475,285.928,72513.893,269.573,78124.079,279.818,72148.210,268.890,75879.948,275.755,72437.222,269.430
25,68921.433,262.801,72026.828,268.656,72626.222,269.780,73077.933,270.624,68528.118,262.055,72437.222,269.430
26,73552.656,271.510,72196.183,268.975,83503.342,289.316,71148.512,267.019,65141.697,255.495,72438.222,269.432
27,74978.316,274.122,72731.591,269.982,72053.540,268.714,73999.619,272.325,73480.894,271.361,72439.222,269.434
28,65852.026,256.880,72316.867,269.202,62741.974,250.743,73077.933,270.624,75498.277,275.061,72441.222,269.437
29,78580.039,280.624,72228.183,269.034,78475.105,280.449,70394.156,265.599,74853.935,273.886,72438.222,269.432
30,73953.843,272.221,72118.841,268.829,71671.855,267.999,72148.210,268.890,75373.605,274.834,72438.222,269.432
31,78860.841,281.148,72632.907,269.796,79871.171,282.939,73715.947,271.803,70039.487,264.930,72438.222,269.432
32,73617.236,271.613,72632.907,269.796,72246.552,269.075,71148.512,267.019,74964.935,274.088,72435.552,269.426
33,66121.999,257.400,71924.486,268.464,72626.222,269.780,71827.210,268.293,66965.079,259.048,72439.222,269.434
34,86117.382,293.805,72683.578,269.891,80600.539,284.231,73387.276,271.197,76108.948,276.170,72435.552,269.426
35,68617.803,262.229,72906.617,270.311,67298.750,259.692,72437.222,269.430,73396.894,271.206,72439.222,269.434
36,71235.238,267.192,72753.262,270.023,76896.684,277.605,72770.236,270.050,66489.724,258.125,72436.222,269.428
37,102681.449,320.872,72731.591,269.982,100608.686,317.610,72437.222,269.430,73540.894,271.471,72439.222,269.434
38,60750.816,246.709,72118.841,268.829,59786.513,244.753,72148.210,268.890,74212.920,272.711,72439.222,269.434
39,61300.302,247.851,72858.275,270.220,68305.447,261.629,72437.222,269.430,64629.356,254.489,72436.222,269.428
40,81579.630,285.964,72753.262,270.023,82743.987,287.997,71148.512,267.019,72363.552,269.292,72435.552,269.426
41,76541.924,277.008,72879.275,270.259,89682.920,299.846,70789.156,266.341,62706.315,250.674,72438.222,269.432
42,61392.579,248.026,72196.183,268.975,64065.356,253.378,70789.156,266.341,71234.526,267.183,72439.222,269.434
43,64340.974,253.912,72267.196,269.109,62412.633,250.084,72437.222,269.430,74853.935,273.886,72436.222,269.428
44,72143.512,268.876,72118.841,268.829,77422.710,278.556,72148.210,268.890,68078.104,261.192,72435.552,269.426
45,69456.461,263.822,72077.170,268.751,77422.710,278.556,72770.236,270.050,65018.697,255.254,72436.222,269.428
46,75486.327,275.049,72906.617,270.311,70438.841,265.686,72770.236,270.050,76796.302,277.416,72435.552,269.426
47,83306.225,288.954,72077.170,268.751,80420.855,283.912,73077.933,270.624,74801.935,273.791,72431.552,269.418
48,84831.066,291.611,72392.552,269.346,84064.028,290.286,73387.276,271.197,72187.210,268.963,72436.552,269.428
