 ---------------------------------------------
      0.276580444   -0.0480047386    0.0321544636     0.667153399 10000
      -1.40628911    0.0836660304   -0.0319695194    -0.265706749 01000
    0.00300263795    -0.722717044     0.301765066  -0.00128007291 00100
    -0.0545340311      1.26950444     -1.96169874   -0.0894340584 00010
     -0.583517056   -0.0179194653   -0.0676368749     -1.95819072 20000
       3.48099485     0.369585555     0.303354866      14.5254699 11000
      -2.57878499     -2.91544083     0.358689619     -14.7683128 02000
                0               0               0   0.00351085849 10000
                0               0               0  -0.00175241534 01000
                0               0               0 -0.000741680116 00100
                0               0               0    0.0963659011 00010
                0               0               0  -0.00690932339 20000
                0               0               0   -0.0464329443 11000
                0               0               0     -0.30555406 02000
                0               0               0   0.00723413278 10100
                0               0               0    -0.179659719 01100
                0               0               0   -0.0143558864 00200
    -0.0723638136      3.84809564    -0.741658598     -0.67421213 10100
      0.224728482     -1.41534024     0.782298789       1.6860641 01100
     -0.111575897    -0.405191942    -0.049719086     -1.06471281 00200
     -0.232316561     -40.3041166      7.57248532     -0.38616236 10010
       1.82017063      19.6282064     -5.45791052      2.63422556 01010
      0.742559892      2.94656312   -0.0204258028      1.82692667 00110
      -1.55720833     -1.21562859     -1.10765513      2.16863555 00020
        2.5755485    -0.531843627     0.150844091      6.95241266 30000
      -26.4177322         1.27769    -0.610799759     -71.1762972 21000
        75.377652       1.6081974      1.48372801      218.345425 12000
      -56.5560161     -8.34859539     0.448565715     -149.452012 03000
      0.715767149     -20.9396762      2.49007242    -0.131920908 20100
      -2.91064402       132.41228      -16.843745      31.2372059 11100
     -0.309521555     -176.838419      15.6962017     -101.143387 02100
       2.78022543    -0.306049514      1.10842644      10.8913494 10200
      -4.91900711      16.1822195     -4.80631674    -0.267031569 01200
       1.29013479     -3.59053154    -0.644051525    -0.170683087 00300
      -2.23435558      211.341301      -27.083149     -16.8303129 20010
      -5.25319663     -1447.18336      234.664976     -67.3108236 11010
       32.8424621      2345.47415     -363.623732      322.020556 02010
      -19.5453248     -28.8893722     -5.66865551     -182.352086 10110
       21.4357055     -91.0972613      31.7393917      240.872342 01110
      -10.3282085      79.7153429     -6.35263974     -5.74748554 00210
       73.4517441      126.384136     -15.6944126      460.460434 10020
      -266.063666      98.1324675     -59.3373725      -1535.5001 01020
       26.2647786     -441.033831      52.9245896      3.60570705 00120
      -19.9336487       1420.9168     -178.135001      60.5709952 00030
      -5.20093812      6.77931892     -0.46200325     -14.2826759 40000
       86.6060103     -73.3907905      15.2582895      186.845598 31000
      -366.585062      402.131261     -105.426207     -800.174844 22000
       349.826709      -920.88018      234.525291      1214.13639 13000
       288.962632      955.681525     -181.360417     -234.780373 04000
      -8.07642088     -5.11228283      7.87597449      15.1818966 30100
       61.4517719     -246.763903      13.0559592     -283.774899 21100
      -93.8868094      536.979832     -141.588966      1247.01195 12100
        2.3098679      737.150696      20.1553758     -1071.09369 03100
      -34.8373387      13.6636845     -7.32256922     -28.4648732 20200
       149.682361     -3.23802311      42.4786432      76.3825835 11200
      -234.213864      -371.52515      38.4766952     -33.7632646 02200
      -11.7543675      144.773944     -4.13814856      19.6121472 10300
      -2.32257175      -412.72926      61.1858838      -68.174109 01300
       4.22545552      1.84045719    -0.616349975     -12.3156414 00400
       -3.5100158     -240.403582     -20.0343271      116.743681 30010
      -34.3726007      3358.87197     -172.930605     -377.730634 21010
      -236.859082     -5822.76695      736.255316      450.226463 12010
       359.324835     -6014.76515      480.689643     -4506.44417 03010
       101.981957     -340.758045      134.720971      383.575703 20110
      -135.787675      1902.68128     -645.517185      402.183396 11110
       536.937006     -1071.15611      419.688586      559.259523 02110
       96.1512693     -1609.73888      151.756018     -250.265865 10210
       67.0340459      4050.58957     -695.414221      1218.11896 01210
      -49.0314573     -87.3050769     -2.78725685      129.262735 00310
      -58.7687299     -1153.83793      214.152074     -2128.65479 20020
      -1345.35673      1202.12868     -356.731921     -3113.60264 11020
      -720.876157     -68.4100414      78.8050333     -639.860161 02020
       -144.22231      2885.83748      45.2447105      584.175154 10120
      -642.827814     -3496.34634      232.619949     -3393.68669 01120
       319.257957      266.019311       35.181474     -560.255043 00220
      -191.407628      581.769842      618.393857     -383.167868 10030
      -284.863695     -527.215632      101.562558     -500.540224 01030
      -691.357523      28.7803011     -95.4437137      708.682182 00130
      -259.241597      35.7664159     -40.2884475      249.999843 00040
      -6.07599165     -12.6208737     0.797342612      -7.2356411 50000
      -22.5106963      202.847903     -61.7891321      60.9384923 41000
       363.468752     -542.064531      199.878561     -165.368284 32000
      -508.131388      297.199532     -176.889124      126.346427 23000
      -547.304544      477.122145     -228.976864      254.189956 14000
      -318.891151      322.228603     -146.819996      397.459782 05000
       39.2133426      168.367023     -71.4517695     -83.9714915 40100
      -216.486883      691.022727      35.1018373      1280.47511 31100
       147.114131     -1236.28371      211.150278     -5435.80599 22100
      -18.5274334     -2019.64041      546.898038      3917.91024 13100
      -57.2463393       -1518.135      418.554732      4721.51784 04100
       130.308741     -253.942255      65.9279163      160.669472 30200
      -347.821521      244.353926     -140.806622     -1470.35849 21200
       208.710526      60.5976007      71.3995017      3803.97338 12200
       127.778418      888.524111      -185.22455     -5268.00971 03200
      -51.9040366     -955.620735      165.208662      23.5887834 20300
       292.286157      945.067169      -343.67878     -679.870127 11300
      -32.0721161      1338.80024     -25.3280339      2194.89905 02300
      -205.313827      101.380901      -16.536476     -71.5784841 10400
       398.404132      172.165764     -154.478071      456.689968 01400
      -40.5822257      440.303591     -133.892073     -9.67856063 00500
       48.1110111     -749.487064      255.439799      -436.00193 40010
       123.778586      244.656258      -1016.6261      1890.14889 31010
       11.0214739     -1120.78394      -227.24719      2360.88545 22010
       9.78404352     -1024.47065      30.1091329       1623.2691 13010
       9.04141484      -605.49189      49.6173141      840.602295 04010
      -312.961839      1251.64077      -233.47422     -943.482821 30110
       7.69152545     -432.859637      391.688903      4746.99874 21110
       93.6637634     -152.121065      178.529592      609.992834 12110
       34.9222496       68.935577      34.4009939     -730.839786 03110
      -422.601315      2266.20219      136.704605      598.998199 20210
       185.068437      2096.53546     -293.210798     -859.465574 11210
       108.516037      1000.80834     -145.445445     -921.214445 02210
