#Plane_1u1
#Card       tzero  t_zero_err      entries
0    5.33746     1.78853             8502
1    6.04235     0.60418             136291
2    -4.36459     0.11680             560511
3    -4.21080     0.15443             425349
4    -5.77674     0.30259             108506
5    -9.30767     1.22549             11825
