#Plane_1v1
#Card       tzero  t_zero_err      entries
0    -3.05985     0.51989             20582
1    -1.92439     0.30889             196068
2    5.52188     0.25133             615238
3    7.12582     0.35953             363260
4    4.58971     1.17793             39261
5    -15.46169     11.02462             2014
