#Plane_2u2
#Card       tzero  t_zero_err      entries
0    -0.46619     0.50790             41359
1    -0.67137     0.24493             240219
2    -0.31539     0.15118             584962
3    -9.00311     0.19396             347449
4    10.37411     1.45469             39804
5    19.72466     9.90580             2759
