#Plane_2x2
#Card       tzero  t_zero_err      entries
0    7.03345     0.73415             72393
1    7.53205     0.42299             283880
2    7.09875     0.35969             312214
3    8.53983     0.50462             279242
4    -1.50673     0.19243             194447
5    -2.02183     0.29970             91789
6    -1.34290     0.90193             19349
