#Plane_1x2
#Card       tzero  t_zero_err      entries
0    -2.29235     0.73344             19144
1    -2.48187     0.17470             287468
2    -5.42177     0.15454             340341
3    -3.62773     0.16437             304849
4    5.53398     0.44306             199693
5    3.97471     0.65806             83047
6    4.29384     1.70663             11491
