#Plane_2v2
#Card       tzero  t_zero_err      entries
0    9.78426     2.98214             19501
1    8.02228     0.52499             169467
2    8.25667     0.33537             551599
3    9.12803     0.36780             394910
4    2.91331     0.60822             104142
5    0.28860     1.19479             15187
