#Plane_2v1
#Card       tzero  t_zero_err      entries
0    7.02508     1.31068             17826
1    10.22122     0.76564             155146
2    -1.08700     0.13619             536621
3    -0.53993     0.19659             413620
4    -1.18139     0.36116             113482
5    -8.17365     0.79704             16358
