#Plane_2x1
#Card       tzero  t_zero_err      entries
0    -0.64308     0.28540             65215
1    -0.29625     0.20386             282106
2    -1.05075     0.15379             293604
3    8.05004     0.42207             280769
4    7.06096     0.46003             197747
5    7.42770     0.77068             94697
6    7.93450     1.70844             20754
