#Plane_1x1
#Card       tzero  t_zero_err      entries
0    4.90442     1.40053             12813
1    4.27602     0.33991             245921
2    3.42793     0.32919             334139
3    -3.60444     0.15947             304936
4    -5.00377     0.21871             196769
5    -3.25394     0.32877             85577
6    -2.77740     0.70652             12685
