#Plane_1v1
#Card       tzero  t_zero_err      entries
0    20.50000     0.00000             43
1    5.50426     1.59690             3285
2    8.43484     1.99871             18508
3    12.53459     1.41117             39942
4    0.74237     0.40508             52089
5    0.84687     0.69146             31298
6    12.50000     0.00000             604
