#Plane_1v2
#Card       tzero  t_zero_err      entries
0    50.50000     0.00000             25
1    3.29623     1.19414             2142
2    10.53859     1.80462             15209
3    2.91003     0.53472             36311
4    2.07462     0.48751             52596
5    5.02293     0.69756             37917
6    10.50000     0.00000             1837
