#Plane_1u2
#Card       tzero  t_zero_err      entries
0    40.50000     0.00000             31
1    2.89702     1.16253             16187
2    4.41731     0.67019             45788
3    4.80939     1.20204             36374
4    7.31931     1.56571             26871
5    7.65363     2.01460             13574
6    14.50000     0.00000             1012
