#Plane_1x2
#Card       tzero  t_zero_err      entries
0    10.50000     0.00000             989
1    6.90677     1.34714             17185
2    0.76993     0.25533             58555
3    3.81893     0.45436             54798
4    6.39303     1.16343             15094
