#Plane_2v1
#Card       tzero  t_zero_err      entries
0    16.50000     0.00000             262
1    0.90782     0.39503             29975
2    10.61482     1.03497             42758
3    11.12357     2.07763             32728
4    7.51750     1.41713             23381
5    4.80755     1.40626             13922
6    10.50000     0.00000             1407
