#Plane_2u2
#Card       tzero  t_zero_err      entries
0    60.50000     0.00000             69
1    4.39377     3.34296             2675
2    8.00160     1.38423             15885
3    3.20355     0.59334             33824
4    4.10556     0.50897             49390
5    3.97351     0.66708             38039
6    8.28936     2.74922             4637
