#Plane_2u1
#Card       tzero  t_zero_err      entries
0    54.50000     0.00000             107
1    3.68635     2.00984             4020
2    11.70382     2.19749             18864
3    11.90975     1.51250             36845
4    4.51935     0.79569             48881
5    2.63135     0.63787             32713
6    10.38178     5.25415             2324
