#Plane_2x1
#Card       tzero  t_zero_err      entries
0    7.22296     3.34564             2168
1    7.07644     1.68759             21952
2    2.92008     0.59482             50583
3    3.28454     0.89091             48575
4    12.10217     2.57492             22698
